flow_id,src_ip,dst_ip,src_port,dst_port,protocol,pkts_in,bytes_in,duration,entropy,is_attack,attack_type
f01615,141.218.66.200,10.0.20.100,8080,21599,TCP,64095,3971153,1.75,0.13,True,syn_flood
f01751,91.38.15.148,10.0.0.5,443,41908,TCP,84444,3941351,1.43,0.05,True,syn_flood
f01734,45.199.165.181,10.0.20.100,80,16240,TCP,93101,3839365,1.33,0.05,True,syn_flood
f01570,194.95.40.177,10.0.20.100,8080,40417,TCP,68401,2863835,0.59,0.14,True,syn_flood
f01305,141.68.56.9,10.0.10.20,80,46384,TCP,62703,3873609,1.4,0.12,True,syn_flood
f01309,91.56.68.120,10.0.10.20,80,40307,TCP,67471,2733555,0.82,0.08,True,syn_flood
f01535,141.161.184.95,10.0.0.5,80,15817,TCP,98340,5191235,2.11,0.08,True,syn_flood
f01763,141.110.17.66,10.0.20.100,8080,2193,TCP,85729,4598183,2.45,0.08,True,syn_flood
f01597,45.105.207.194,10.0.20.100,443,53479,TCP,106969,6752996,0.45,0.06,True,syn_flood
f01266,45.98.190.51,10.0.20.100,8080,42110,TCP,80956,4696649,2.48,0.11,True,syn_flood
f01397,45.63.21.189,10.0.0.5,80,12011,TCP,84119,4354913,1.23,0.12,True,syn_flood
f01785,195.97.162.94,10.0.10.20,443,49315,TCP,37487,2032896,0.97,0.14,True,syn_flood
f01675,185.153.171.127,10.0.0.5,80,59377,TCP,87657,3881801,0.32,0.1,True,syn_flood
f01341,185.159.25.238,10.0.20.100,443,32973,TCP,103299,4659430,2.07,0.1,True,syn_flood
f01376,194.98.27.80,10.0.20.100,443,7488,TCP,103215,5055896,1.71,0.11,True,syn_flood
f01705,185.45.246.36,10.0.10.20,80,57127,TCP,85567,5226054,0.61,0.11,True,syn_flood
f01659,195.16.173.215,10.0.20.100,8080,28832,TCP,48686,2798907,2.45,0.13,True,syn_flood
f01772,195.124.45.220,10.0.10.20,443,23029,TCP,74940,3321718,1.22,0.05,True,syn_flood
f01457,91.76.176.81,10.0.10.20,80,26420,TCP,88877,5544279,1.91,0.06,True,syn_flood
f01515,194.35.175.110,10.0.10.20,443,26567,TCP,78891,4975964,1.15,0.13,True,syn_flood
f01561,141.147.113.219,10.0.0.5,443,32904,TCP,38138,2398745,2.49,0.06,True,syn_flood
f01455,185.176.69.147,10.0.0.5,443,7722,TCP,42031,2084616,0.61,0.1,True,syn_flood
f01323,194.75.82.92,10.0.10.20,443,12999,TCP,104732,6435654,0.64,0.05,True,syn_flood
f01446,195.87.41.37,10.0.10.20,8080,29358,TCP,82337,4287753,1.64,0.14,True,syn_flood
f01780,45.106.99.50,10.0.20.100,8080,14736,TCP,104929,5242146,1.1,0.09,True,syn_flood
f01475,91.94.27.78,10.0.10.20,8080,18077,TCP,105746,6184983,2.08,0.12,True,syn_flood
f01555,91.122.92.122,10.0.20.100,443,29677,TCP,101603,5537745,2.44,0.11,True,syn_flood
f01714,45.76.157.222,10.0.10.20,8080,61712,TCP,31444,1484726,1.75,0.08,True,syn_flood
f01372,194.64.63.127,10.0.20.100,443,56280,TCP,77890,3586528,2.3,0.07,True,syn_flood
f01344,194.57.65.173,10.0.20.100,80,12056,TCP,63650,3305354,2.3,0.12,True,syn_flood
f01594,194.38.33.237,10.0.10.20,443,2383,TCP,50072,2831256,0.35,0.09,True,syn_flood
f01206,185.166.109.202,10.0.10.20,80,45150,TCP,50820,2436265,0.65,0.13,True,syn_flood
f01546,195.170.153.9,10.0.0.5,8080,2717,TCP,91234,5167023,0.59,0.05,True,syn_flood
f01794,45.17.245.175,10.0.10.20,443,3374,TCP,60189,2516131,0.47,0.1,True,syn_flood
f01582,185.31.37.187,10.0.20.100,8080,19383,TCP,63115,3674522,1.16,0.14,True,syn_flood
f01709,195.197.9.99,10.0.20.100,443,12984,TCP,63239,2647882,1.06,0.1,True,syn_flood
f01731,195.123.139.236,10.0.20.100,443,42227,TCP,58049,3295301,2.47,0.13,True,syn_flood
f01775,45.23.43.84,10.0.20.100,80,3847,TCP,54509,3025613,2.17,0.1,True,syn_flood
f01352,91.148.28.144,10.0.20.100,80,64028,TCP,99237,6321340,1.94,0.14,True,syn_flood
f01788,141.194.242.45,10.0.0.5,80,4124,TCP,86243,4155088,1.06,0.13,True,syn_flood
f01721,185.226.93.215,10.0.10.20,8080,64973,TCP,49997,2203118,1.61,0.13,True,syn_flood
f01338,195.209.186.57,10.0.10.20,80,28355,TCP,29377,1780759,0.6,0.13,True,syn_flood
f01257,194.34.6.138,10.0.20.100,8080,52222,TCP,51189,3030288,1.7,0.1,True,syn_flood
f01542,91.36.125.118,10.0.20.100,8080,13357,TCP,105839,5051177,2.41,0.08,True,syn_flood
f01408,185.39.76.68,10.0.10.20,80,60563,TCP,58235,3206990,1.21,0.14,True,syn_flood
f01556,194.110.211.77,10.0.10.20,80,51862,TCP,73156,3856179,1.79,0.08,True,syn_flood
f01700,194.73.91.111,10.0.0.5,8080,50463,TCP,44104,2027625,0.76,0.06,True,syn_flood
f01273,185.136.229.69,10.0.20.100,80,6326,TCP,107914,4776676,0.38,0.05,True,syn_flood
f01550,195.15.83.50,10.0.10.20,80,8726,TCP,102480,4539142,2.33,0.06,True,syn_flood
f01232,91.96.204.192,10.0.0.5,443,63160,TCP,94894,4040254,2.05,0.12,True,syn_flood
f01508,194.24.84.95,10.0.10.20,80,56771,TCP,107215,4648036,2.02,0.07,True,syn_flood
f01304,45.165.12.92,10.0.20.100,8080,29718,TCP,58005,3296391,1.36,0.09,True,syn_flood
f01719,141.30.55.13,10.0.20.100,80,33129,TCP,46900,2096088,1.06,0.07,True,syn_flood
f01516,45.31.211.31,10.0.0.5,80,62444,TCP,82996,4231236,1.04,0.12,True,syn_flood
f01663,194.129.198.73,10.0.20.100,80,61749,TCP,90253,4119151,2.28,0.1,True,syn_flood
f01694,185.91.150.57,10.0.0.5,8080,29105,TCP,47844,2670248,2.1,0.12,True,syn_flood
f01742,45.11.230.105,10.0.0.5,8080,11812,TCP,40169,2153207,0.43,0.05,True,syn_flood
f01230,195.122.176.216,10.0.10.20,8080,9224,TCP,29043,1233197,0.37,0.09,True,syn_flood
f01628,45.72.130.94,10.0.20.100,8080,20575,TCP,69901,2823768,1.77,0.1,True,syn_flood
f01447,141.235.214.158,10.0.0.5,80,43100,TCP,53886,2267840,0.97,0.06,True,syn_flood
f01707,141.209.125.241,10.0.20.100,443,32272,TCP,60948,2590086,1.05,0.05,True,syn_flood
f01604,141.221.81.149,10.0.20.100,8080,1197,TCP,68313,3665578,1.39,0.08,True,syn_flood
f01427,141.86.53.66,10.0.0.5,80,7566,TCP,107930,5486380,0.72,0.07,True,syn_flood
f01669,91.163.188.150,10.0.20.100,80,55585,TCP,96501,5104855,1.4,0.11,True,syn_flood
f01704,45.64.134.111,10.0.20.100,443,43219,TCP,40682,2018000,1.13,0.1,True,syn_flood
f01362,185.98.111.30,10.0.0.5,443,59789,TCP,75286,3159719,0.74,0.11,True,syn_flood
f01271,141.240.124.224,10.0.10.20,80,56404,TCP,66319,4060481,1.27,0.12,True,syn_flood
f01331,195.57.142.74,10.0.0.5,443,10494,TCP,45689,2381654,2.42,0.06,True,syn_flood
f01449,195.60.85.22,10.0.20.100,443,22311,TCP,93029,3917544,1.18,0.08,True,syn_flood
f01519,45.192.183.235,10.0.0.5,80,23779,TCP,72442,3136300,1.31,0.05,True,syn_flood
f01369,194.41.23.130,10.0.0.5,8080,21750,TCP,94425,5812525,1.93,0.07,True,syn_flood
f01620,185.174.187.37,10.0.0.5,8080,16445,TCP,99065,5602651,0.79,0.08,True,syn_flood
f01284,141.175.188.211,10.0.10.20,8080,43696,TCP,106224,4472487,1.98,0.09,True,syn_flood
f01287,194.211.220.74,10.0.10.20,443,47238,TCP,76779,4858772,1.92,0.09,True,syn_flood
f01538,194.14.75.100,10.0.0.5,443,32137,TCP,50864,2700872,1.98,0.05,True,syn_flood
f01585,45.63.99.131,10.0.10.20,80,22303,TCP,40628,2588219,1.72,0.09,True,syn_flood
f01385,194.159.13.67,10.0.10.20,80,24396,TCP,55202,2401695,1.73,0.13,True,syn_flood
f01290,194.197.195.1,10.0.20.100,443,55962,TCP,83255,4115930,1.96,0.11,True,syn_flood
f01382,45.182.157.158,10.0.0.5,8080,6505,TCP,77500,4349114,0.88,0.11,True,syn_flood
f01208,185.180.178.121,10.0.10.20,443,7767,TCP,97931,5471318,1.85,0.1,True,syn_flood
f01300,91.142.66.237,10.0.20.100,443,3021,TCP,75174,3247040,1.58,0.09,True,syn_flood
f01342,141.20.181.49,10.0.10.20,80,6440,TCP,62937,2858475,0.63,0.1,True,syn_flood
f01405,195.29.10.206,10.0.0.5,80,11662,TCP,70059,3500515,0.53,0.09,True,syn_flood
f01784,194.13.219.167,10.0.0.5,443,38710,TCP,99399,5278825,2.42,0.11,True,syn_flood
f01781,141.192.201.132,10.0.0.5,443,1228,TCP,34179,1537364,0.59,0.05,True,syn_flood
f01616,91.111.198.163,10.0.20.100,8080,47662,TCP,84527,5201445,1.14,0.08,True,syn_flood
f01800,185.233.168.198,10.0.10.20,443,45833,TCP,102294,4337298,1.23,0.12,True,syn_flood
f01246,195.195.251.250,10.0.20.100,443,28652,TCP,76318,4475047,2.12,0.05,True,syn_flood
f01454,91.138.53.3,10.0.10.20,443,1976,TCP,38000,1814999,0.39,0.07,True,syn_flood
f01512,141.106.63.210,10.0.10.20,80,7569,TCP,35326,2005461,1.16,0.14,True,syn_flood
f01645,141.30.241.143,10.0.0.5,443,44418,TCP,104407,6269395,1.68,0.06,True,syn_flood
f01236,141.38.117.44,10.0.10.20,80,51307,TCP,83556,4597669,1.04,0.08,True,syn_flood
f01673,185.75.52.109,10.0.10.20,8080,57276,TCP,107907,5684793,1.0,0.1,True,syn_flood
f01353,194.168.238.186,10.0.0.5,443,58689,TCP,91030,4633268,2.43,0.11,True,syn_flood
f01286,91.16.166.176,10.0.0.5,443,25078,TCP,49871,2447374,2.19,0.08,True,syn_flood
f01653,194.119.144.147,10.0.0.5,443,60257,TCP,37895,1986645,2.32,0.13,True,syn_flood
f01598,185.86.41.100,10.0.10.20,443,40436,TCP,96999,5821082,0.76,0.11,True,syn_flood
f01579,141.148.251.158,10.0.20.100,80,40469,TCP,67171,3319386,1.64,0.07,True,syn_flood
f01524,91.98.142.80,10.0.20.100,8080,38199,TCP,64774,2602397,0.84,0.13,True,syn_flood
f01575,45.58.33.170,10.0.20.100,80,37055,TCP,56389,2458126,0.7,0.13,True,syn_flood
f01599,91.145.74.96,10.0.20.100,80,47472,TCP,84263,5162363,1.56,0.07,True,syn_flood
f01587,45.62.46.41,10.0.20.100,443,2766,TCP,87247,4532988,1.12,0.1,True,syn_flood
f01752,194.164.42.213,10.0.0.5,8080,26090,TCP,77262,3775686,0.34,0.12,True,syn_flood
f01795,194.159.88.212,10.0.10.20,443,36075,TCP,34298,2047495,0.71,0.13,True,syn_flood
f01463,141.82.150.243,10.0.10.20,8080,10869,TCP,44145,2798445,1.93,0.12,True,syn_flood
f01476,91.49.210.6,10.0.10.20,8080,5256,TCP,94712,4644985,1.31,0.06,True,syn_flood
f01686,195.121.158.110,10.0.20.100,8080,32473,TCP,58278,2887257,1.31,0.12,True,syn_flood
f01507,45.141.28.137,10.0.10.20,8080,26792,TCP,92061,3961889,0.98,0.09,True,syn_flood
f01267,195.157.223.151,10.0.20.100,443,17081,TCP,53056,2993150,0.97,0.12,True,syn_flood
f01302,91.57.137.23,10.0.0.5,443,27510,TCP,48180,3080738,0.64,0.11,True,syn_flood
f01609,91.39.214.218,10.0.0.5,80,19767,TCP,97250,3960767,1.23,0.05,True,syn_flood
f01399,185.221.203.86,10.0.10.20,8080,51847,TCP,62304,2759151,0.96,0.11,True,syn_flood
f01306,194.45.100.31,10.0.0.5,8080,16450,TCP,91688,4285049,1.77,0.06,True,syn_flood
f01440,45.222.213.176,10.0.10.20,8080,6097,TCP,30006,1637651,1.78,0.08,True,syn_flood
f01687,194.26.80.204,10.0.10.20,80,18983,TCP,91628,4780653,0.52,0.12,True,syn_flood
f01603,45.135.64.112,10.0.10.20,8080,59406,TCP,49282,3070482,1.44,0.12,True,syn_flood
f01465,91.107.18.173,10.0.10.20,8080,12146,TCP,37388,1770859,0.49,0.04,True,syn_flood
f01371,91.226.198.23,10.0.20.100,443,4166,TCP,84621,3865948,1.5,0.04,True,syn_flood
f01379,91.221.139.80,10.0.20.100,80,57227,TCP,61717,2826012,1.45,0.13,True,syn_flood
f01560,91.209.51.150,10.0.10.20,8080,48279,TCP,90710,5076433,1.27,0.08,True,syn_flood
f01716,195.23.221.252,10.0.20.100,80,34363,TCP,59152,2374322,1.95,0.09,True,syn_flood
f01590,194.217.66.63,10.0.10.20,8080,29510,TCP,56609,3601754,1.5,0.11,True,syn_flood
f01213,195.210.3.184,10.0.0.5,443,17396,TCP,44407,1882200,0.39,0.11,True,syn_flood
f01611,91.117.83.15,10.0.20.100,443,34768,TCP,43961,2712809,0.72,0.04,True,syn_flood
f01471,195.151.39.57,10.0.0.5,8080,36475,TCP,47289,2115144,2.04,0.06,True,syn_flood
f01216,195.92.245.70,10.0.10.20,80,2967,TCP,85381,3576167,1.77,0.09,True,syn_flood
f01783,185.216.193.95,10.0.0.5,80,7829,TCP,62453,3950367,2.11,0.05,True,syn_flood
f01648,141.11.5.203,10.0.0.5,80,50285,TCP,90092,4958581,0.45,0.07,True,syn_flood
f01657,195.215.200.149,10.0.10.20,8080,59148,TCP,77266,3735117,0.57,0.09,True,syn_flood
f01255,91.31.26.75,10.0.20.100,80,31046,TCP,109162,6285443,1.08,0.11,True,syn_flood
f01429,141.239.132.28,10.0.20.100,80,45727,TCP,83608,3623130,2.43,0.04,True,syn_flood
f01436,195.216.218.103,10.0.20.100,8080,23137,TCP,76157,4275810,2.34,0.11,True,syn_flood
f01525,91.95.189.1,10.0.0.5,443,30522,TCP,30083,1279876,0.97,0.13,True,syn_flood
f01679,141.159.166.102,10.0.0.5,443,3314,TCP,30929,1348392,0.47,0.05,True,syn_flood
f01567,91.179.131.110,10.0.10.20,80,61364,TCP,91476,5027945,1.47,0.12,True,syn_flood
f01630,91.73.59.216,10.0.10.20,8080,3515,TCP,36614,1877509,2.08,0.14,True,syn_flood
f01275,195.231.187.240,10.0.10.20,8080,26549,TCP,58925,2470386,0.62,0.11,True,syn_flood
f01243,195.117.159.145,10.0.10.20,8080,49854,TCP,76944,3177270,1.85,0.08,True,syn_flood
f01324,141.167.80.72,10.0.0.5,80,41780,TCP,55803,2475194,0.51,0.11,True,syn_flood
f01252,195.12.112.102,10.0.10.20,443,60080,TCP,45722,2723789,2.31,0.06,True,syn_flood
f01718,45.175.181.206,10.0.20.100,443,51310,TCP,104057,6228064,1.08,0.1,True,syn_flood
f01563,185.12.85.176,10.0.20.100,80,44584,TCP,85421,4785525,2.02,0.11,True,syn_flood
f01453,45.120.74.23,10.0.0.5,80,61948,TCP,107616,5586212,2.45,0.08,True,syn_flood
f01637,185.38.246.68,10.0.20.100,80,33896,TCP,92624,4420259,2.47,0.11,True,syn_flood
f01395,91.100.102.94,10.0.10.20,80,11666,TCP,91719,4377743,1.61,0.1,True,syn_flood
f01517,195.96.161.135,10.0.20.100,80,51172,TCP,92769,3750722,1.45,0.11,True,syn_flood
f01520,45.225.133.107,10.0.0.5,8080,29277,TCP,107613,6365776,1.43,0.07,True,syn_flood
f01442,194.239.166.61,10.0.10.20,443,61384,TCP,93386,5076966,0.3,0.08,True,syn_flood
f01568,45.136.4.205,10.0.20.100,443,38161,TCP,61222,3090536,1.2,0.05,True,syn_flood
f01351,45.33.219.81,10.0.10.20,80,45889,TCP,56209,2982866,1.02,0.12,True,syn_flood
f01671,91.89.229.218,10.0.10.20,80,42846,TCP,57471,3364944,0.95,0.05,True,syn_flood
f01572,91.193.32.22,10.0.0.5,8080,6314,TCP,28745,1798761,0.7,0.12,True,syn_flood
f01294,185.163.155.215,10.0.10.20,8080,32372,TCP,84174,3918135,1.68,0.11,True,syn_flood
f01711,141.104.82.236,10.0.0.5,8080,43759,TCP,58400,2725305,1.12,0.1,True,syn_flood
f01334,194.79.247.4,10.0.20.100,80,36650,TCP,70722,3276031,2.36,0.05,True,syn_flood
f01345,185.121.166.107,10.0.20.100,80,16395,TCP,38572,1636110,2.09,0.1,True,syn_flood
f01480,195.122.152.106,10.0.0.5,80,2409,TCP,100051,4281039,2.48,0.11,True,syn_flood
f01725,141.140.229.144,10.0.20.100,443,54884,TCP,77779,4123084,0.63,0.08,True,syn_flood
f01778,91.96.50.176,10.0.0.5,8080,17974,TCP,82357,3645526,2.15,0.11,True,syn_flood
f01204,45.69.83.244,10.0.20.100,8080,15163,TCP,100508,5215493,1.5,0.05,True,syn_flood
f01541,185.223.17.250,10.0.20.100,80,57730,TCP,80005,4458459,0.92,0.13,True,syn_flood
f01215,45.224.113.189,10.0.0.5,8080,34811,TCP,84038,5013678,1.18,0.06,True,syn_flood
f01647,45.137.80.82,10.0.10.20,443,7937,TCP,34982,2208849,1.38,0.06,True,syn_flood
f01289,91.104.5.67,10.0.0.5,80,11747,TCP,94226,4021470,0.58,0.06,True,syn_flood
f01298,194.56.191.37,10.0.0.5,443,3458,TCP,84843,5362276,0.53,0.14,True,syn_flood
f01796,141.101.54.121,10.0.20.100,8080,12924,TCP,80494,4591505,0.5,0.06,True,syn_flood
f01336,45.96.103.98,10.0.0.5,80,2822,TCP,76858,3541901,1.31,0.09,True,syn_flood
f01798,45.135.198.105,10.0.20.100,8080,47610,TCP,56110,2488659,0.89,0.09,True,syn_flood
f01726,45.101.22.200,10.0.0.5,80,43367,TCP,103484,4540838,1.78,0.09,True,syn_flood
f01737,195.176.70.171,10.0.0.5,8080,31582,TCP,84870,4251236,2.1,0.05,True,syn_flood
f01697,195.169.44.69,10.0.10.20,80,28184,TCP,59324,3452400,0.55,0.06,True,syn_flood
f01636,185.102.144.208,10.0.0.5,80,39373,TCP,30280,1928475,0.99,0.08,True,syn_flood
f01318,194.199.16.220,10.0.10.20,443,53776,TCP,32474,1307126,1.39,0.05,True,syn_flood
f01621,91.136.104.95,10.0.10.20,8080,28650,TCP,63202,3027885,0.55,0.07,True,syn_flood
f01488,141.99.22.206,10.0.10.20,80,21656,TCP,44859,2182075,2.23,0.09,True,syn_flood
f01210,195.42.188.140,10.0.10.20,8080,26962,TCP,78309,3838081,1.6,0.11,True,syn_flood
f01451,141.155.55.183,10.0.10.20,8080,56654,TCP,70073,4022488,2.11,0.1,True,syn_flood
f01368,91.160.147.208,10.0.0.5,443,9196,TCP,41677,2413120,1.06,0.07,True,syn_flood
f01281,91.208.42.189,10.0.10.20,443,23098,TCP,28189,1213451,1.72,0.1,True,syn_flood
f01313,194.186.5.239,10.0.10.20,80,58121,TCP,49108,2888487,2.45,0.1,True,syn_flood
f01251,195.185.30.236,10.0.10.20,80,46078,TCP,60179,2891478,1.96,0.06,True,syn_flood
f01435,45.126.73.182,10.0.20.100,443,10083,TCP,29718,1793005,0.58,0.04,True,syn_flood
f01665,45.200.191.194,10.0.10.20,80,6355,TCP,99384,6133279,1.11,0.12,True,syn_flood
f01748,45.164.138.180,10.0.0.5,80,62262,TCP,28752,1437415,1.02,0.1,True,syn_flood
f01347,185.73.126.137,10.0.0.5,80,21254,TCP,98417,4511514,2.49,0.08,True,syn_flood
f01292,91.122.110.1,10.0.0.5,8080,10999,TCP,83567,4188820,0.62,0.11,True,syn_flood
f01614,45.186.178.173,10.0.10.20,80,56356,TCP,54115,2329080,1.32,0.12,True,syn_flood
f01666,185.65.1.164,10.0.10.20,8080,53332,TCP,88281,5639371,2.37,0.05,True,syn_flood
f01738,45.38.217.231,10.0.20.100,8080,50821,TCP,35401,1734974,0.44,0.07,True,syn_flood
f01756,195.199.143.224,10.0.10.20,8080,42126,TCP,95366,5490213,0.32,0.1,True,syn_flood
f01703,195.42.75.74,10.0.10.20,8080,11578,TCP,97711,5470702,1.48,0.05,True,syn_flood
f01203,45.96.110.149,10.0.10.20,443,15460,TCP,66533,3990341,1.69,0.05,True,syn_flood
f01608,141.193.92.99,10.0.0.5,8080,38461,TCP,45204,2621614,0.39,0.1,True,syn_flood
f01654,194.168.195.114,10.0.10.20,443,58955,TCP,99478,5756237,0.73,0.13,True,syn_flood
f01320,91.176.153.174,10.0.0.5,80,62014,TCP,69835,2974866,1.09,0.13,True,syn_flood
f01678,45.142.222.156,10.0.20.100,8080,65073,TCP,106457,4663747,2.26,0.09,True,syn_flood
f01526,141.21.157.84,10.0.20.100,80,10396,TCP,99862,5165125,1.78,0.12,True,syn_flood
f01602,195.11.45.61,10.0.20.100,443,54376,TCP,37298,2034328,1.16,0.06,True,syn_flood
f01214,194.231.44.38,10.0.20.100,8080,6854,TCP,50253,2288596,1.11,0.05,True,syn_flood
f01414,91.153.187.121,10.0.10.20,8080,52023,TCP,99852,4234196,0.95,0.07,True,syn_flood
f01387,185.206.79.216,10.0.10.20,80,13786,TCP,73085,4434005,2.42,0.1,True,syn_flood
f01736,45.105.83.137,10.0.20.100,8080,43341,TCP,54475,2526384,2.41,0.12,True,syn_flood
f01548,91.184.61.11,10.0.10.20,8080,30438,TCP,61660,2907120,0.46,0.08,True,syn_flood
f01735,194.169.39.30,10.0.20.100,443,12790,TCP,76038,3385801,1.18,0.06,True,syn_flood
f01492,45.221.242.14,10.0.0.5,443,26188,TCP,43830,2635821,1.51,0.09,True,syn_flood
f01574,194.124.176.125,10.0.0.5,443,46024,TCP,86044,5452627,0.99,0.13,True,syn_flood
f01746,185.79.94.155,10.0.20.100,443,36009,TCP,101144,6237745,0.39,0.1,True,syn_flood
f01683,91.59.7.177,10.0.0.5,443,14118,TCP,67543,3911005,0.49,0.11,True,syn_flood
f01367,185.166.123.39,10.0.20.100,8080,28540,TCP,86645,4105125,0.9,0.13,True,syn_flood
f01364,195.38.124.196,10.0.10.20,80,41010,TCP,50388,2920262,0.8,0.1,True,syn_flood
f01692,91.192.7.188,10.0.20.100,8080,7447,TCP,64735,4110800,0.82,0.09,True,syn_flood
f01325,91.154.154.51,10.0.0.5,80,16652,TCP,102948,5537596,1.74,0.13,True,syn_flood
f01285,195.55.2.54,10.0.20.100,8080,10278,TCP,95004,4909576,0.9,0.11,True,syn_flood
f01660,141.197.109.96,10.0.20.100,443,30011,TCP,77391,3755173,2.32,0.12,True,syn_flood
f01423,195.181.178.104,10.0.10.20,80,20992,TCP,37122,1564078,0.66,0.05,True,syn_flood
f01493,194.172.202.152,10.0.10.20,8080,11706,TCP,33982,1466644,1.98,0.08,True,syn_flood
f01489,194.211.199.72,10.0.20.100,443,27929,TCP,92627,4854446,2.49,0.05,True,syn_flood
f01370,195.42.75.27,10.0.10.20,80,34701,TCP,62170,2984770,0.47,0.13,True,syn_flood
f01327,91.220.210.54,10.0.10.20,80,43674,TCP,85062,4622753,1.86,0.04,True,syn_flood
f01282,185.10.180.249,10.0.0.5,80,40767,TCP,51991,2631727,2.48,0.07,True,syn_flood
f01779,194.154.39.29,10.0.10.20,80,54795,TCP,99162,6188416,2.17,0.06,True,syn_flood
f01212,141.91.80.247,10.0.0.5,80,26375,TCP,38983,1640857,1.14,0.1,True,syn_flood
f01217,195.205.230.248,10.0.10.20,8080,33048,TCP,28521,1458590,0.94,0.07,True,syn_flood
f01421,185.139.199.209,10.0.20.100,8080,27358,TCP,71677,3218640,0.66,0.09,True,syn_flood
f01518,185.215.243.227,10.0.10.20,80,24717,TCP,76132,4086178,1.38,0.1,True,syn_flood
f01225,141.211.198.100,10.0.0.5,80,1374,TCP,85141,4468988,1.43,0.06,True,syn_flood
f01789,91.33.104.254,10.0.10.20,443,15965,TCP,45100,2004152,2.45,0.05,True,syn_flood
f01759,45.52.189.113,10.0.10.20,443,7479,TCP,39122,2172200,1.88,0.1,True,syn_flood
f01227,195.174.38.123,10.0.0.5,8080,7255,TCP,100273,4303923,0.77,0.11,True,syn_flood
f01618,91.77.49.115,10.0.20.100,443,33077,TCP,29771,1788801,0.54,0.12,True,syn_flood
f01503,194.102.2.16,10.0.10.20,80,41555,TCP,83023,4368911,1.91,0.06,True,syn_flood
f01280,91.10.171.221,10.0.10.20,8080,1765,TCP,107305,6320860,1.38,0.11,True,syn_flood
f01484,185.79.213.15,10.0.20.100,8080,35511,TCP,105581,4763231,1.8,0.08,True,syn_flood
f01511,185.27.229.160,10.0.0.5,80,29786,TCP,66606,4186266,1.35,0.11,True,syn_flood
f01733,194.215.125.21,10.0.20.100,443,29815,TCP,72533,4073149,2.33,0.1,True,syn_flood
f01754,91.108.188.184,10.0.10.20,443,58983,TCP,52669,2214323,1.1,0.12,True,syn_flood
f01557,194.108.138.175,10.0.0.5,8080,41454,TCP,104253,4619206,0.6,0.1,True,syn_flood
f01632,141.49.225.100,10.0.0.5,8080,43492,TCP,52096,2675210,0.81,0.1,True,syn_flood
f01688,45.185.211.81,10.0.0.5,443,61145,TCP,64105,3406627,1.25,0.12,True,syn_flood
f01664,194.124.14.115,10.0.0.5,8080,54702,TCP,51030,2572732,1.54,0.08,True,syn_flood
f01346,45.210.57.243,10.0.0.5,80,41136,TCP,91564,4651490,2.48,0.13,True,syn_flood
f01623,185.169.56.161,10.0.0.5,443,34329,TCP,77966,3423042,1.91,0.09,True,syn_flood
f01224,194.13.173.193,10.0.10.20,80,38301,TCP,42063,2337197,0.87,0.06,True,syn_flood
f01522,185.43.212.223,10.0.0.5,8080,46239,TCP,107025,6526520,2.15,0.09,True,syn_flood
f01466,91.145.154.12,10.0.20.100,8080,22977,TCP,109349,6684288,0.65,0.07,True,syn_flood
f01691,194.168.168.150,10.0.0.5,80,29156,TCP,54798,2382330,1.3,0.04,True,syn_flood
f01482,141.52.147.143,10.0.20.100,80,10335,TCP,59332,3579248,0.68,0.05,True,syn_flood
f01234,195.119.205.47,10.0.10.20,443,41449,TCP,70749,3063641,2.44,0.11,True,syn_flood
f01366,195.184.175.127,10.0.10.20,80,35608,TCP,53824,2308128,1.7,0.12,True,syn_flood
f01487,195.95.154.69,10.0.0.5,8080,22408,TCP,90368,4505943,0.65,0.08,True,syn_flood
f01340,194.188.118.110,10.0.10.20,443,36271,TCP,108946,4412278,1.42,0.08,True,syn_flood
f01578,195.58.120.14,10.0.20.100,80,18025,TCP,63766,3709061,1.24,0.09,True,syn_flood
f01409,45.223.159.101,10.0.10.20,8080,57507,TCP,90233,3839745,1.72,0.07,True,syn_flood
f01690,194.173.188.104,10.0.10.20,80,52119,TCP,77626,4852977,1.62,0.1,True,syn_flood
f01641,194.146.16.170,10.0.20.100,8080,37185,TCP,72974,3844927,0.83,0.04,True,syn_flood
f01333,195.149.91.191,10.0.20.100,8080,28617,TCP,40576,1768889,1.2,0.07,True,syn_flood
f01464,185.138.118.145,10.0.10.20,8080,27498,TCP,80209,3264665,1.22,0.13,True,syn_flood
f01228,45.166.137.123,10.0.20.100,80,7336,TCP,94316,5113618,2.07,0.1,True,syn_flood
f01728,45.105.150.230,10.0.0.5,80,27615,TCP,103739,4848326,0.54,0.12,True,syn_flood
f01758,195.54.84.86,10.0.20.100,8080,8493,TCP,96844,4154223,1.92,0.05,True,syn_flood
f01312,141.119.112.231,10.0.20.100,8080,38277,TCP,29086,1182299,1.67,0.1,True,syn_flood
f01202,195.62.94.143,10.0.0.5,443,10334,TCP,43331,1798247,1.07,0.09,True,syn_flood
f01744,45.174.149.125,10.0.20.100,8080,44534,TCP,38524,2156752,1.64,0.11,True,syn_flood
f01559,194.170.18.71,10.0.10.20,8080,60155,TCP,39335,2093346,1.36,0.08,True,syn_flood
f01544,91.124.108.18,10.0.10.20,80,40128,TCP,93661,5646302,2.11,0.13,True,syn_flood
f01398,195.142.127.92,10.0.0.5,8080,51947,TCP,44727,2462569,0.84,0.1,True,syn_flood
