query_id,client_ip,server_ip,query_name,query_type,response_code,payload_size_bytes,entropy,is_tunneling,tunneling_score,timestamp,metadata
dns_tunnel_08ab_0137,192.168.1.88,185.220.101.44,08ab.seq137.ifgf6skokrcvetsbjrpuiqs7irku2uc7krauetcfl5kvgrksknpq.tunnel.c2exfil-network.org,TXT,NOERROR,347,4.6642,True,0.9656,2026-08-27T14:15:26.985605+00:00,"{""tool"": ""dnscat2_emulator"", ""session_id"": ""08ab"", ""seq_num"": 137, ""total_chunks"": 600, ""chunk_entropy"": 4.6642}"
dns_tunnel_08ab_0138,192.168.1.88,185.220.101.44,08ab.seq138.injekrcfjzkesqkmknpugt2oizeuirkokreuctc7jfhfirksjzaq.tunnel.c2exfil-network.org,A,NOERROR,155,4.633,True,0.9738,2026-08-27T14:15:27.130605+00:00,"{""tool"": ""dnscat2_emulator"", ""session_id"": ""08ab"", ""seq_num"": 138, ""total_chunks"": 600, ""chunk_entropy"": 4.633}"
dns_tunnel_08ab_0139,192.168.1.88,185.220.101.44,08ab.seq139.jrpuiqs7irku2uc7krauetcfl5kvgrksknpugusfircu4vcjifga.tunnel.c2exfil-network.org,TXT,NOERROR,347,4.6851,True,0.9379,2026-08-27T14:15:27.323605+00:00,"{""tool"": ""dnscat2_emulator"", ""session_id"": ""08ab"", ""seq_num"": 139, ""total_chunks"": 600, ""chunk_entropy"": 4.6851}"
dns_tunnel_08ab_0140,192.168.1.88,185.220.101.44,08ab.seq140.knpugt2oizeuirkokreuctc7jfhfirksjzauyx2eijpuivknkbpq.tunnel.c2exfil-network.org,TXT,NOERROR,347,4.7174,True,0.9328,2026-08-27T14:15:27.382605+00:00,"{""tool"": ""dnscat2_emulator"", ""session_id"": ""08ab"", ""seq_num"": 140, ""total_chunks"": 600, ""chunk_entropy"": 4.7174}"
dns_tunnel_08ab_0141,192.168.1.88,185.220.101.44,08ab.seq141.krauetcfl5kvgrksknpugusfircu4vcjifgfgx2dj5hemskeivha.tunnel.c2exfil-network.org,CNAME,NOERROR,155,4.747,True,0.9361,2026-08-27T14:15:27.506605+00:00,"{""tool"": ""dnscat2_emulator"", ""session_id"": ""08ab"", ""seq_num"": 141, ""total_chunks"": 600, ""chunk_entropy"": 4.747}"
dns_tunnel_08ab_0142,192.168.1.88,185.220.101.44,08ab.seq142.kreuctc7jfhfirksjzauyx2eijpuivknkbpviqkcjrcv6vktivja.tunnel.c2exfil-network.org,CNAME,NOERROR,155,4.7387,True,0.9468,2026-08-27T14:15:27.560605+00:00,"{""tool"": ""dnscat2_emulator"", ""session_id"": ""08ab"", ""seq_num"": 142, ""total_chunks"": 600, ""chunk_entropy"": 4.7387}"
dns_tunnel_08ab_0143,192.168.1.88,185.220.101.44,08ab.seq143.knpugusfircu4vcjifgfgx2dj5hemskeivhfiskbjrpustsuivja.tunnel.c2exfil-network.org,CNAME,NOERROR,155,4.7768,True,0.9645,2026-08-27T14:15:27.692605+00:00,"{""tool"": ""dnscat2_emulator"", ""session_id"": ""08ab"", ""seq_num"": 143, ""total_chunks"": 600, ""chunk_entropy"": 4.7768}"
dns_tunnel_08ab_0144,192.168.1.88,185.220.101.44,08ab.seq144.jzauyx2eijpuivknkbpviqkcjrcv6vktivjfgx2dkjcuirkokreq.tunnel.c2exfil-network.org,TXT,NOERROR,347,4.714,True,0.9581,2026-08-27T14:15:27.832605+00:00,"{""tool"": ""dnscat2_emulator"", ""session_id"": ""08ab"", ""seq_num"": 144, ""total_chunks"": 600, ""chunk_entropy"": 4.714}"
dns_tunnel_08ab_0145,192.168.1.88,185.220.101.44,08ab.seq145.ifgfgx2dj5hemskeivhfiskbjrpustsuivje4qkml5ceex2ekvgq.tunnel.c2exfil-network.org,CNAME,NOERROR,155,4.75,True,0.9761,2026-08-27T14:15:27.882605+00:00,"{""tool"": ""dnscat2_emulator"", ""session_id"": ""08ab"", ""seq_num"": 145, ""total_chunks"": 600, ""chunk_entropy"": 4.75}"
dns_tunnel_08ab_0146,192.168.1.88,185.220.101.44,08ab.seq146.kbpviqkcjrcv6vktivjfgx2dkjcuirkokreuctctl5bu6tsgjfca.tunnel.c2exfil-network.org,TXT,NOERROR,347,4.6954,True,0.9354,2026-08-27T14:15:28.036605+00:00,"{""tool"": ""dnscat2_emulator"", ""session_id"": ""08ab"", ""seq_num"": 146, ""total_chunks"": 600, ""chunk_entropy"": 4.6954}"
dns_tunnel_08ab_0147,192.168.1.88,185.220.101.44,08ab.seq147.ivhfiskbjrpustsuivje4qkml5ceex2ekvgvax2uifbeyrk7kvjq.tunnel.c2exfil-network.org,TXT,NOERROR,347,4.7752,True,0.9288,2026-08-27T14:15:28.222605+00:00,"{""tool"": ""dnscat2_emulator"", ""session_id"": ""08ab"", ""seq_num"": 147, ""total_chunks"": 600, ""chunk_entropy"": 4.7752}"
dns_tunnel_08ab_0148,192.168.1.88,185.220.101.44,08ab.seq148.ivjfgx2dkjcuirkokreuctctl5bu6tsgjfcektsujfauyx2jjzka.tunnel.c2exfil-network.org,TXT,NOERROR,347,4.7104,True,0.9369,2026-08-27T14:15:28.408605+00:00,"{""tool"": ""dnscat2_emulator"", ""session_id"": ""08ab"", ""seq_num"": 148, ""total_chunks"": 600, ""chunk_entropy"": 4.7104}"
dns_tunnel_08ab_0149,192.168.1.88,185.220.101.44,08ab.seq149.ivje4qkml5ceex2ekvgvax2uifbeyrk7kvjukustl5bverkeivha.tunnel.c2exfil-network.org,A,NOERROR,155,4.7127,True,0.9745,2026-08-27T14:15:28.493605+00:00,"{""tool"": ""dnscat2_emulator"", ""session_id"": ""08ab"", ""seq_num"": 149, ""total_chunks"": 600, ""chunk_entropy"": 4.7127}"
dns_tunnel_08ab_0150,192.168.1.88,185.220.101.44,08ab.seq150.kreuctctl5bu6tsgjfcektsujfauyx2jjzkekusoifgf6rccl5ca.tunnel.c2exfil-network.org,TXT,NOERROR,347,4.6075,True,0.9367,2026-08-27T14:15:28.666605+00:00,"{""tool"": ""dnscat2_emulator"", ""session_id"": ""08ab"", ""seq_num"": 150, ""total_chunks"": 600, ""chunk_entropy"": 4.6075}"
dns_tunnel_08ab_0151,192.168.1.88,185.220.101.44,08ab.seq151.kvgvax2uifbeyrk7kvjukustl5bverkeivhfiskbjrjv6q2pjzda.tunnel.c2exfil-network.org,TXT,NOERROR,347,4.801,True,0.9252,2026-08-27T14:15:28.847605+00:00,"{""tool"": ""dnscat2_emulator"", ""session_id"": ""08ab"", ""seq_num"": 151, ""total_chunks"": 600, ""chunk_entropy"": 4.801}"
dns_tunnel_08ab_0152,192.168.1.88,185.220.101.44,08ab.seq152.jfcektsujfauyx2jjzkekusoifgf6rccl5cfktkql5kecqsmivpq.tunnel.c2exfil-network.org,TXT,NOERROR,347,4.7005,True,0.97,2026-08-27T14:15:29.017605+00:00,"{""tool"": ""dnscat2_emulator"", ""session_id"": ""08ab"", ""seq_num"": 152, ""total_chunks"": 600, ""chunk_entropy"": 4.7005}"
dns_tunnel_08ab_0153,192.168.1.88,185.220.101.44,08ab.seq153.kvjukustl5bverkeivhfiskbjrjv6q2pjzdesrcfjzkesqkml5eq.tunnel.c2exfil-network.org,TXT,NOERROR,347,4.7506,True,0.9714,2026-08-27T14:15:29.230605+00:00,"{""tool"": ""dnscat2_emulator"", ""session_id"": ""08ab"", ""seq_num"": 153, ""total_chunks"": 600, ""chunk_entropy"": 4.7506}"
dns_tunnel_08ab_0154,192.168.1.88,185.220.101.44,08ab.seq154.jzkekusoifgf6rccl5cfktkql5kecqsmivpvku2fkjjv6q2sivca.tunnel.c2exfil-network.org,A,NOERROR,155,4.7245,True,0.9396,2026-08-27T14:15:29.273605+00:00,"{""tool"": ""dnscat2_emulator"", ""session_id"": ""08ab"", ""seq_num"": 154, ""total_chunks"": 600, ""chunk_entropy"": 4.7245}"
dns_tunnel_08ab_0155,192.168.1.88,185.220.101.44,08ab.seq155.ivhfiskbjrjv6q2pjzdesrcfjzkesqkml5eu4vcfkjhectc7irba.tunnel.c2exfil-network.org,TXT,NOERROR,347,4.8448,True,0.9839,2026-08-27T14:15:29.321605+00:00,"{""tool"": ""dnscat2_emulator"", ""session_id"": ""08ab"", ""seq_num"": 155, ""total_chunks"": 600, ""chunk_entropy"": 4.8448}"
dns_tunnel_08ab_0156,192.168.1.88,185.220.101.44,08ab.seq156.l5cfktkql5kecqsmivpvku2fkjjv6q2sivcektsujfauyu27inhq.tunnel.c2exfil-network.org,CNAME,NOERROR,155,4.755,True,0.9416,2026-08-27T14:15:29.439605+00:00,"{""tool"": ""dnscat2_emulator"", ""session_id"": ""08ab"", ""seq_num"": 156, ""total_chunks"": 600, ""chunk_entropy"": 4.755}"
dns_tunnel_08ab_0157,192.168.1.88,185.220.101.44,08ab.seq157.jzdesrcfjzkesqkml5eu4vcfkjhectc7irbf6rcvjvif6vcbijga.tunnel.c2exfil-network.org,CNAME,NOERROR,155,4.795,True,0.9604,2026-08-27T14:15:29.615605+00:00,"{""tool"": ""dnscat2_emulator"", ""session_id"": ""08ab"", ""seq_num"": 157, ""total_chunks"": 600, ""chunk_entropy"": 4.795}"
dns_tunnel_08ab_0158,192.168.1.88,185.220.101.44,08ab.seq158.ivpvku2fkjjv6q2sivcektsujfauyu27inhu4rsjircu4vcjifga.tunnel.c2exfil-network.org,CNAME,NOERROR,155,4.7593,True,0.9615,2026-08-27T14:15:29.821605+00:00,"{""tool"": ""dnscat2_emulator"", ""session_id"": ""08ab"", ""seq_num"": 158, ""total_chunks"": 600, ""chunk_entropy"": 4.7593}"
dns_tunnel_08ab_0159,192.168.1.88,185.220.101.44,08ab.seq159.l5eu4vcfkjhectc7irbf6rcvjvif6vcbijgekx2vkncveu27inja.tunnel.c2exfil-network.org,TXT,NOERROR,347,4.7082,True,0.963,2026-08-27T14:15:30.015605+00:00,"{""tool"": ""dnscat2_emulator"", ""session_id"": ""08ab"", ""seq_num"": 159, ""total_chunks"": 600, ""chunk_entropy"": 4.7082}"
dns_tunnel_08ab_0160,192.168.1.88,185.220.101.44,08ab.seq160.ivcektsujfauyu27inhu4rsjircu4vcjifgf6skokrcvetsbjrpq.tunnel.c2exfil-network.org,CNAME,NOERROR,155,4.7443,True,0.9724,2026-08-27T14:15:30.091605+00:00,"{""tool"": ""dnscat2_emulator"", ""session_id"": ""08ab"", ""seq_num"": 160, ""total_chunks"": 600, ""chunk_entropy"": 4.7443}"
dns_tunnel_08ab_0161,192.168.1.88,185.220.101.44,08ab.seq161.irbf6rcvjvif6vcbijgekx2vkncveu27injekrcfjzkesqkmknpq.tunnel.c2exfil-network.org,TXT,NOERROR,347,4.6591,True,0.9732,2026-08-27T14:15:30.256605+00:00,"{""tool"": ""dnscat2_emulator"", ""session_id"": ""08ab"", ""seq_num"": 161, ""total_chunks"": 600, ""chunk_entropy"": 4.6591}"
dns_tunnel_08ab_0162,192.168.1.88,185.220.101.44,08ab.seq162.inhu4rsjircu4vcjifgf6skokrcvetsbjrpuiqs7irku2uc7kraq.tunnel.c2exfil-network.org,TXT,NOERROR,347,4.688,True,0.979,2026-08-27T14:15:30.362605+00:00,"{""tool"": ""dnscat2_emulator"", ""session_id"": ""08ab"", ""seq_num"": 162, ""total_chunks"": 600, ""chunk_entropy"": 4.688}"
dns_tunnel_08ab_0163,192.168.1.88,185.220.101.44,08ab.seq163.ijgekx2vkncveu27injekrcfjzkesqkmknpugt2oizeuirkokreq.tunnel.c2exfil-network.org,A,NOERROR,155,4.6192,True,0.9406,2026-08-27T14:15:30.481605+00:00,"{""tool"": ""dnscat2_emulator"", ""session_id"": ""08ab"", ""seq_num"": 163, ""total_chunks"": 600, ""chunk_entropy"": 4.6192}"
dns_tunnel_08ab_0164,192.168.1.88,185.220.101.44,08ab.seq164.ifgf6skokrcvetsbjrpuiqs7irku2uc7krauetcfl5kvgrksknpq.tunnel.c2exfil-network.org,A,NOERROR,155,4.6725,True,0.9715,2026-08-27T14:15:30.575605+00:00,"{""tool"": ""dnscat2_emulator"", ""session_id"": ""08ab"", ""seq_num"": 164, ""total_chunks"": 600, ""chunk_entropy"": 4.6725}"
dns_tunnel_08ab_0165,192.168.1.88,185.220.101.44,08ab.seq165.injekrcfjzkesqkmknpugt2oizeuirkokreuctc7jfhfirksjzaq.tunnel.c2exfil-network.org,TXT,NOERROR,347,4.655,True,0.96,2026-08-27T14:15:30.652605+00:00,"{""tool"": ""dnscat2_emulator"", ""session_id"": ""08ab"", ""seq_num"": 165, ""total_chunks"": 600, ""chunk_entropy"": 4.655}"
dns_tunnel_08ab_0166,192.168.1.88,185.220.101.44,08ab.seq166.jrpuiqs7irku2uc7krauetcfl5kvgrksknpugusfircu4vcjifga.tunnel.c2exfil-network.org,CNAME,NOERROR,155,4.6631,True,0.9856,2026-08-27T14:15:30.743605+00:00,"{""tool"": ""dnscat2_emulator"", ""session_id"": ""08ab"", ""seq_num"": 166, ""total_chunks"": 600, ""chunk_entropy"": 4.6631}"
dns_tunnel_08ab_0167,192.168.1.88,185.220.101.44,08ab.seq167.knpugt2oizeuirkokreuctc7jfhfirksjzauyx2eijpuivknkbpq.tunnel.c2exfil-network.org,TXT,NOERROR,347,4.7174,True,0.9346,2026-08-27T14:15:30.798605+00:00,"{""tool"": ""dnscat2_emulator"", ""session_id"": ""08ab"", ""seq_num"": 167, ""total_chunks"": 600, ""chunk_entropy"": 4.7174}"
dns_tunnel_08ab_0168,192.168.1.88,185.220.101.44,08ab.seq168.krauetcfl5kvgrksknpugusfircu4vcjifgfgx2dj5hemskeivha.tunnel.c2exfil-network.org,TXT,NOERROR,347,4.769,True,0.9389,2026-08-27T14:15:30.984605+00:00,"{""tool"": ""dnscat2_emulator"", ""session_id"": ""08ab"", ""seq_num"": 168, ""total_chunks"": 600, ""chunk_entropy"": 4.769}"
dns_tunnel_08ab_0169,192.168.1.88,185.220.101.44,08ab.seq169.kreuctc7jfhfirksjzauyx2eijpuivknkbpviqkcjrcv6vktivja.tunnel.c2exfil-network.org,CNAME,NOERROR,155,4.747,True,0.9242,2026-08-27T14:15:31.067605+00:00,"{""tool"": ""dnscat2_emulator"", ""session_id"": ""08ab"", ""seq_num"": 169, ""total_chunks"": 600, ""chunk_entropy"": 4.747}"
dns_tunnel_08ab_0170,192.168.1.88,185.220.101.44,08ab.seq170.knpugusfircu4vcjifgfgx2dj5hemskeivhfiskbjrpustsuivja.tunnel.c2exfil-network.org,A,NOERROR,155,4.7768,True,0.9552,2026-08-27T14:15:31.116605+00:00,"{""tool"": ""dnscat2_emulator"", ""session_id"": ""08ab"", ""seq_num"": 170, ""total_chunks"": 600, ""chunk_entropy"": 4.7768}"
dns_tunnel_08ab_0171,192.168.1.88,185.220.101.44,08ab.seq171.jzauyx2eijpuivknkbpviqkcjrcv6vktivjfgx2dkjcuirkokreq.tunnel.c2exfil-network.org,TXT,NOERROR,347,4.714,True,0.9792,2026-08-27T14:15:31.240605+00:00,"{""tool"": ""dnscat2_emulator"", ""session_id"": ""08ab"", ""seq_num"": 171, ""total_chunks"": 600, ""chunk_entropy"": 4.714}"
dns_tunnel_08ab_0172,192.168.1.88,185.220.101.44,08ab.seq172.ifgfgx2dj5hemskeivhfiskbjrpustsuivje4qkml5ceex2ekvgq.tunnel.c2exfil-network.org,A,NOERROR,155,4.7666,True,0.9394,2026-08-27T14:15:31.408605+00:00,"{""tool"": ""dnscat2_emulator"", ""session_id"": ""08ab"", ""seq_num"": 172, ""total_chunks"": 600, ""chunk_entropy"": 4.7666}"
dns_tunnel_08ab_0173,192.168.1.88,185.220.101.44,08ab.seq173.kbpviqkcjrcv6vktivjfgx2dkjcuirkokreuctctl5bu6tsgjfca.tunnel.c2exfil-network.org,TXT,NOERROR,347,4.7257,True,0.9256,2026-08-27T14:15:31.564605+00:00,"{""tool"": ""dnscat2_emulator"", ""session_id"": ""08ab"", ""seq_num"": 173, ""total_chunks"": 600, ""chunk_entropy"": 4.7257}"
dns_tunnel_08ab_0174,192.168.1.88,185.220.101.44,08ab.seq174.ivhfiskbjrpustsuivje4qkml5ceex2ekvgvax2uifbeyrk7kvjq.tunnel.c2exfil-network.org,CNAME,NOERROR,155,4.7752,True,0.985,2026-08-27T14:15:31.668605+00:00,"{""tool"": ""dnscat2_emulator"", ""session_id"": ""08ab"", ""seq_num"": 174, ""total_chunks"": 600, ""chunk_entropy"": 4.7752}"
dns_tunnel_08ab_0175,192.168.1.88,185.220.101.44,08ab.seq175.ivjfgx2dkjcuirkokreuctctl5bu6tsgjfcektsujfauyx2jjzka.tunnel.c2exfil-network.org,TXT,NOERROR,347,4.7104,True,0.9778,2026-08-27T14:15:31.850605+00:00,"{""tool"": ""dnscat2_emulator"", ""session_id"": ""08ab"", ""seq_num"": 175, ""total_chunks"": 600, ""chunk_entropy"": 4.7104}"
dns_tunnel_08ab_0176,192.168.1.88,185.220.101.44,08ab.seq176.ivje4qkml5ceex2ekvgvax2uifbeyrk7kvjukustl5bverkeivha.tunnel.c2exfil-network.org,TXT,NOERROR,347,4.7127,True,0.9522,2026-08-27T14:15:32.017605+00:00,"{""tool"": ""dnscat2_emulator"", ""session_id"": ""08ab"", ""seq_num"": 176, ""total_chunks"": 600, ""chunk_entropy"": 4.7127}"
dns_tunnel_08ab_0177,192.168.1.88,185.220.101.44,08ab.seq177.kreuctctl5bu6tsgjfcektsujfauyx2jjzkekusoifgf6rccl5ca.tunnel.c2exfil-network.org,TXT,NOERROR,347,4.6378,True,0.933,2026-08-27T14:15:32.164605+00:00,"{""tool"": ""dnscat2_emulator"", ""session_id"": ""08ab"", ""seq_num"": 177, ""total_chunks"": 600, ""chunk_entropy"": 4.6378}"
dns_tunnel_08ab_0178,192.168.1.88,185.220.101.44,08ab.seq178.kvgvax2uifbeyrk7kvjukustl5bverkeivhfiskbjrjv6q2pjzda.tunnel.c2exfil-network.org,TXT,NOERROR,347,4.801,True,0.954,2026-08-27T14:15:32.210605+00:00,"{""tool"": ""dnscat2_emulator"", ""session_id"": ""08ab"", ""seq_num"": 178, ""total_chunks"": 600, ""chunk_entropy"": 4.801}"
dns_tunnel_08ab_0179,192.168.1.88,185.220.101.44,08ab.seq179.jfcektsujfauyx2jjzkekusoifgf6rccl5cfktkql5kecqsmivpq.tunnel.c2exfil-network.org,TXT,NOERROR,347,4.7611,True,0.9786,2026-08-27T14:15:32.340605+00:00,"{""tool"": ""dnscat2_emulator"", ""session_id"": ""08ab"", ""seq_num"": 179, ""total_chunks"": 600, ""chunk_entropy"": 4.7611}"
dns_tunnel_08ab_0180,192.168.1.88,185.220.101.44,08ab.seq180.kvjukustl5bverkeivhfiskbjrjv6q2pjzdesrcfjzkesqkml5eq.tunnel.c2exfil-network.org,TXT,NOERROR,347,4.7369,True,0.9775,2026-08-27T14:15:32.555605+00:00,"{""tool"": ""dnscat2_emulator"", ""session_id"": ""08ab"", ""seq_num"": 180, ""total_chunks"": 600, ""chunk_entropy"": 4.7369}"
dns_tunnel_08ab_0181,192.168.1.88,185.220.101.44,08ab.seq181.jzkekusoifgf6rccl5cfktkql5kecqsmivpvku2fkjjv6q2sivca.tunnel.c2exfil-network.org,TXT,NOERROR,347,4.7108,True,0.9617,2026-08-27T14:15:32.720605+00:00,"{""tool"": ""dnscat2_emulator"", ""session_id"": ""08ab"", ""seq_num"": 181, ""total_chunks"": 600, ""chunk_entropy"": 4.7108}"
dns_tunnel_08ab_0182,192.168.1.88,185.220.101.44,08ab.seq182.ivhfiskbjrjv6q2pjzdesrcfjzkesqkml5eu4vcfkjhectc7irba.tunnel.c2exfil-network.org,TXT,NOERROR,347,4.8448,True,0.9801,2026-08-27T14:15:32.848605+00:00,"{""tool"": ""dnscat2_emulator"", ""session_id"": ""08ab"", ""seq_num"": 182, ""total_chunks"": 600, ""chunk_entropy"": 4.8448}"
dns_tunnel_08ab_0183,192.168.1.88,185.220.101.44,08ab.seq183.l5cfktkql5kecqsmivpvku2fkjjv6q2sivcektsujfauyu27inhq.tunnel.c2exfil-network.org,TXT,NOERROR,347,4.7853,True,0.9937,2026-08-27T14:15:32.923605+00:00,"{""tool"": ""dnscat2_emulator"", ""session_id"": ""08ab"", ""seq_num"": 183, ""total_chunks"": 600, ""chunk_entropy"": 4.7853}"
dns_tunnel_08ab_0184,192.168.1.88,185.220.101.44,08ab.seq184.jzdesrcfjzkesqkml5eu4vcfkjhectc7irbf6rcvjvif6vcbijga.tunnel.c2exfil-network.org,TXT,NOERROR,347,4.795,True,0.9758,2026-08-27T14:15:33.006605+00:00,"{""tool"": ""dnscat2_emulator"", ""session_id"": ""08ab"", ""seq_num"": 184, ""total_chunks"": 600, ""chunk_entropy"": 4.795}"
dns_tunnel_08ab_0185,192.168.1.88,185.220.101.44,08ab.seq185.ivpvku2fkjjv6q2sivcektsujfauyu27inhu4rsjircu4vcjifga.tunnel.c2exfil-network.org,TXT,NOERROR,347,4.7593,True,0.953,2026-08-27T14:15:33.163605+00:00,"{""tool"": ""dnscat2_emulator"", ""session_id"": ""08ab"", ""seq_num"": 185, ""total_chunks"": 600, ""chunk_entropy"": 4.7593}"
dns_tunnel_08ab_0186,192.168.1.88,185.220.101.44,08ab.seq186.l5eu4vcfkjhectc7irbf6rcvjvif6vcbijgekx2vkncveu27inja.tunnel.c2exfil-network.org,A,NOERROR,155,4.6779,True,0.9315,2026-08-27T14:15:33.280605+00:00,"{""tool"": ""dnscat2_emulator"", ""session_id"": ""08ab"", ""seq_num"": 186, ""total_chunks"": 600, ""chunk_entropy"": 4.6779}"
dns_tunnel_08ab_0187,192.168.1.88,185.220.101.44,08ab.seq187.ivcektsujfauyu27inhu4rsjircu4vcjifgf6skokrcvetsbjrpq.tunnel.c2exfil-network.org,TXT,NOERROR,347,4.7443,True,0.9696,2026-08-27T14:15:33.380605+00:00,"{""tool"": ""dnscat2_emulator"", ""session_id"": ""08ab"", ""seq_num"": 187, ""total_chunks"": 600, ""chunk_entropy"": 4.7443}"
dns_tunnel_08ab_0188,192.168.1.88,185.220.101.44,08ab.seq188.irbf6rcvjvif6vcbijgekx2vkncveu27injekrcfjzkesqkmknpq.tunnel.c2exfil-network.org,A,NOERROR,155,4.6591,True,0.9821,2026-08-27T14:15:33.482605+00:00,"{""tool"": ""dnscat2_emulator"", ""session_id"": ""08ab"", ""seq_num"": 188, ""total_chunks"": 600, ""chunk_entropy"": 4.6591}"
dns_tunnel_08ab_0189,192.168.1.88,185.220.101.44,08ab.seq189.inhu4rsjircu4vcjifgf6skokrcvetsbjrpuiqs7irku2uc7kraq.tunnel.c2exfil-network.org,TXT,NOERROR,347,4.7183,True,0.9536,2026-08-27T14:15:33.683605+00:00,"{""tool"": ""dnscat2_emulator"", ""session_id"": ""08ab"", ""seq_num"": 189, ""total_chunks"": 600, ""chunk_entropy"": 4.7183}"
dns_tunnel_08ab_0190,192.168.1.88,185.220.101.44,08ab.seq190.ijgekx2vkncveu27injekrcfjzkesqkmknpugt2oizeuirkokreq.tunnel.c2exfil-network.org,CNAME,NOERROR,155,4.5972,True,0.9227,2026-08-27T14:15:33.739605+00:00,"{""tool"": ""dnscat2_emulator"", ""session_id"": ""08ab"", ""seq_num"": 190, ""total_chunks"": 600, ""chunk_entropy"": 4.5972}"
dns_tunnel_08ab_0191,192.168.1.88,185.220.101.44,08ab.seq191.ifgf6skokrcvetsbjrpuiqs7irku2uc7krauetcfl5kvgrksknpq.tunnel.c2exfil-network.org,TXT,NOERROR,347,4.6725,True,0.9343,2026-08-27T14:15:33.867605+00:00,"{""tool"": ""dnscat2_emulator"", ""session_id"": ""08ab"", ""seq_num"": 191, ""total_chunks"": 600, ""chunk_entropy"": 4.6725}"
dns_tunnel_08ab_0192,192.168.1.88,185.220.101.44,08ab.seq192.injekrcfjzkesqkmknpugt2oizeuirkokreuctc7jfhfirksjzaq.tunnel.c2exfil-network.org,A,NOERROR,155,4.6247,True,0.9458,2026-08-27T14:15:33.911605+00:00,"{""tool"": ""dnscat2_emulator"", ""session_id"": ""08ab"", ""seq_num"": 192, ""total_chunks"": 600, ""chunk_entropy"": 4.6247}"
dns_tunnel_08ab_0193,192.168.1.88,185.220.101.44,08ab.seq193.jrpuiqs7irku2uc7krauetcfl5kvgrksknpugusfircu4vcjifga.tunnel.c2exfil-network.org,CNAME,NOERROR,155,4.6851,True,0.9376,2026-08-27T14:15:34.119605+00:00,"{""tool"": ""dnscat2_emulator"", ""session_id"": ""08ab"", ""seq_num"": 193, ""total_chunks"": 600, ""chunk_entropy"": 4.6851}"
dns_tunnel_08ab_0194,192.168.1.88,185.220.101.44,08ab.seq194.knpugt2oizeuirkokreuctc7jfhfirksjzauyx2eijpuivknkbpq.tunnel.c2exfil-network.org,TXT,NOERROR,347,4.7394,True,0.9342,2026-08-27T14:15:34.173605+00:00,"{""tool"": ""dnscat2_emulator"", ""session_id"": ""08ab"", ""seq_num"": 194, ""total_chunks"": 600, ""chunk_entropy"": 4.7394}"
dns_tunnel_08ab_0195,192.168.1.88,185.220.101.44,08ab.seq195.krauetcfl5kvgrksknpugusfircu4vcjifgfgx2dj5hemskeivha.tunnel.c2exfil-network.org,A,NOERROR,155,4.7607,True,0.9695,2026-08-27T14:15:34.392605+00:00,"{""tool"": ""dnscat2_emulator"", ""session_id"": ""08ab"", ""seq_num"": 195, ""total_chunks"": 600, ""chunk_entropy"": 4.7607}"
dns_tunnel_08ab_0196,192.168.1.88,185.220.101.44,08ab.seq196.kreuctc7jfhfirksjzauyx2eijpuivknkbpviqkcjrcv6vktivja.tunnel.c2exfil-network.org,TXT,NOERROR,347,4.747,True,0.9855,2026-08-27T14:15:34.582605+00:00,"{""tool"": ""dnscat2_emulator"", ""session_id"": ""08ab"", ""seq_num"": 196, ""total_chunks"": 600, ""chunk_entropy"": 4.747}"
dns_tunnel_08ab_0197,192.168.1.88,185.220.101.44,08ab.seq197.knpugusfircu4vcjifgfgx2dj5hemskeivhfiskbjrpustsuivja.tunnel.c2exfil-network.org,TXT,NOERROR,347,4.7988,True,0.9201,2026-08-27T14:15:34.623605+00:00,"{""tool"": ""dnscat2_emulator"", ""session_id"": ""08ab"", ""seq_num"": 197, ""total_chunks"": 600, ""chunk_entropy"": 4.7988}"
dns_tunnel_08ab_0198,192.168.1.88,185.220.101.44,08ab.seq198.jzauyx2eijpuivknkbpviqkcjrcv6vktivjfgx2dkjcuirkokreq.tunnel.c2exfil-network.org,CNAME,NOERROR,155,4.714,True,0.9715,2026-08-27T14:15:34.748605+00:00,"{""tool"": ""dnscat2_emulator"", ""session_id"": ""08ab"", ""seq_num"": 198, ""total_chunks"": 600, ""chunk_entropy"": 4.714}"
dns_tunnel_08ab_0199,192.168.1.88,185.220.101.44,08ab.seq199.ifgfgx2dj5hemskeivhfiskbjrpustsuivje4qkml5ceex2ekvgq.tunnel.c2exfil-network.org,TXT,NOERROR,347,4.7802,True,0.9525,2026-08-27T14:15:34.904605+00:00,"{""tool"": ""dnscat2_emulator"", ""session_id"": ""08ab"", ""seq_num"": 199, ""total_chunks"": 600, ""chunk_entropy"": 4.7802}"
dns_tunnel_08ab_0200,192.168.1.88,185.220.101.44,08ab.seq200.kbpviqkcjrcv6vktivjfgx2dkjcuirkokreuctctl5bu6tsgjfca.tunnel.c2exfil-network.org,TXT,NOERROR,347,4.6432,True,0.9627,2026-08-27T14:15:35.024605+00:00,"{""tool"": ""dnscat2_emulator"", ""session_id"": ""08ab"", ""seq_num"": 200, ""total_chunks"": 600, ""chunk_entropy"": 4.6432}"
