flow_id,src_ip,dst_ip,bytes_in,bytes_out,ratio_out_in,is_attack
f629,10.0.0.5,142.250.80.14,2317539,12121,0.005,False
f630,10.0.0.19,45.77.12.11,13208,53715227,4066.9,True
f631,10.0.0.5,104.16.85.20,4253659,16960,0.004,False
f632,10.0.0.19,45.77.12.11,19412,29865224,1538.5,True
f633,10.0.0.5,172.217.0.14,1555259,11967,0.008,False
f634,10.0.0.19,45.77.12.9,21219,52103090,2455.5,True
f635,10.0.0.5,198.51.100.2,2278192,10250,0.004,False
f636,10.0.0.19,45.77.12.10,12329,30184441,2448.2,True
f637,10.0.0.5,172.217.0.14,2007632,15674,0.008,False
f638,10.0.0.19,45.77.12.11,13775,48863413,3547.3,True
f639,10.0.0.5,151.101.1.69,1361502,20633,0.015,False
f640,10.0.0.19,185.220.101.88,16734,30381728,1815.6,True
f641,10.0.0.5,142.250.80.14,940513,12462,0.013,False
f642,10.0.0.19,45.77.12.12,20078,39009460,1942.9,True
f643,10.0.0.5,104.16.85.20,759596,15350,0.02,False
f644,10.0.0.19,185.220.101.88,15639,33157103,2120.2,True
f645,10.0.0.5,142.250.80.14,3761864,21648,0.006,False
f646,10.0.0.19,185.220.101.88,21689,36931129,1702.8,True
f647,10.0.0.5,203.0.113.9,997148,10497,0.011,False
f648,10.0.0.19,45.77.12.12,13271,34361861,2589.2,True
f649,10.0.0.5,203.0.113.9,3847493,13070,0.003,False
f650,10.0.0.19,45.77.12.12,12458,48773844,3915.1,True
f651,10.0.0.5,151.101.1.69,1125056,17667,0.016,False
f652,10.0.0.19,45.77.12.11,18751,43397145,2314.4,True
f653,10.0.0.5,104.16.85.20,939385,18042,0.019,False
f654,10.0.0.19,45.77.12.12,19800,51422236,2597.1,True
f655,10.0.0.5,198.51.100.2,2695646,12541,0.005,False
f656,10.0.0.19,45.77.12.9,18818,47163535,2506.3,True
f657,10.0.0.5,198.51.100.2,2576663,14653,0.006,False
f658,10.0.0.19,185.220.101.88,14775,44453026,3008.7,True
f659,10.0.0.5,172.217.0.14,2435518,9775,0.004,False
f660,10.0.0.19,45.77.12.9,12706,28544389,2246.5,True
f661,10.0.0.5,151.101.1.69,3372887,18982,0.006,False
f662,10.0.0.19,45.77.12.12,19711,37799789,1917.7,True
f663,10.0.0.5,203.0.113.9,706792,18738,0.027,False
f664,10.0.0.19,45.77.12.12,12901,30113563,2334.2,True
f665,10.0.0.5,104.16.85.20,1603505,11167,0.007,False
f666,10.0.0.19,45.77.12.11,18524,40793541,2202.2,True
f667,10.0.0.5,142.250.80.14,4334570,10168,0.002,False
f668,10.0.0.19,185.220.101.88,12142,40681142,3350.4,True
f669,10.0.0.5,203.0.113.9,713559,17628,0.025,False
f670,10.0.0.19,45.77.12.11,15992,43225905,2703.0,True
f671,10.0.0.5,203.0.113.9,727150,17185,0.024,False
f672,10.0.0.19,45.77.12.9,12338,31363350,2542.0,True
f673,10.0.0.5,203.0.113.9,1327746,21292,0.016,False
f674,10.0.0.19,45.77.12.10,14169,52323661,3692.8,True
f675,10.0.0.5,203.0.113.9,1409986,20505,0.015,False
f676,10.0.0.19,45.77.12.12,21168,35320820,1668.6,True
f677,10.0.0.5,104.16.85.20,875479,14220,0.016,False
f678,10.0.0.19,45.77.12.9,12585,32090106,2549.9,True
f679,10.0.0.5,203.0.113.9,3893415,17946,0.005,False
f680,10.0.0.19,45.77.12.9,18206,47001613,2581.7,True
f681,10.0.0.5,198.51.100.2,4012269,13400,0.003,False
f682,10.0.0.19,185.220.101.88,13833,28174187,2036.7,True
f683,10.0.0.5,151.101.1.69,2642809,16149,0.006,False
f684,10.0.0.19,185.220.101.88,20489,44000586,2147.5,True
f685,10.0.0.5,203.0.113.9,866371,10800,0.012,False
f686,10.0.0.19,45.77.12.11,16995,30662768,1804.2,True
f687,10.0.0.5,203.0.113.9,4019716,21729,0.005,False
f688,10.0.0.19,45.77.12.12,15758,34022118,2159.0,True
f689,10.0.0.5,104.16.85.20,1328388,21184,0.016,False
f690,10.0.0.19,45.77.12.10,17944,31760570,1770.0,True
f691,10.0.0.5,104.16.85.20,2298592,13215,0.006,False
f692,10.0.0.19,45.77.12.10,21667,39051370,1802.3,True
f693,10.0.0.5,104.16.85.20,3347118,15326,0.005,False
f694,10.0.0.19,45.77.12.9,19088,42967524,2251.0,True
f695,10.0.0.5,198.51.100.2,1155282,10030,0.009,False
f696,10.0.0.19,45.77.12.12,12323,33232265,2696.8,True
f697,10.0.0.5,172.217.0.14,1761937,13938,0.008,False
f698,10.0.0.19,185.220.101.88,18397,38608082,2098.6,True
f699,10.0.0.5,172.217.0.14,851135,11573,0.014,False
f700,10.0.0.19,45.77.12.11,14567,52025070,3571.4,True
