flow_id,src_ip,dst_ip,bytes_in,bytes_out,ratio_out_in,is_attack
f00229,192.168.1.37,13.107.21.200,117674606,30531,0.0003,False
f00652,192.168.1.120,45.77.12.12,12925,32273524,2496.98,True
f00205,192.168.1.59,198.51.100.2,1204774,6950,0.0058,False
f00034,192.168.1.118,203.0.113.9,37387126,34598,0.0009,False
f00962,192.168.1.33,91.108.4.182,7604,14702101,1933.47,True
f00379,192.168.1.156,13.107.21.200,110752160,72810,0.0007,False
f00417,192.168.1.154,142.250.80.14,78917940,55099,0.0007,False
f00750,192.168.1.120,45.77.12.11,11467,19636822,1712.46,True
f00395,192.168.1.141,142.250.80.14,140527762,64979,0.0005,False
f01186,192.168.1.33,185.220.101.88,1071,3388331,3163.71,True
f00203,192.168.1.180,13.107.21.200,655301,15847,0.0242,False
f00691,192.168.1.33,194.26.29.112,2539,2725614,1073.5,True
f00103,192.168.1.144,142.250.80.14,45631142,36270,0.0008,False
f01184,192.168.1.45,45.77.12.11,11010,81018826,7358.66,True
f01180,192.168.1.33,194.26.29.112,15022,78704008,5239.25,True
f00846,192.168.1.89,45.77.12.10,11448,39387711,3440.58,True
f00683,192.168.1.33,45.77.12.10,8963,97132604,10837.06,True
f00738,192.168.1.33,194.26.29.112,6719,32526762,4841.01,True
f00877,192.168.1.19,45.77.12.10,8630,26128188,3027.6,True
f00910,192.168.1.33,194.26.29.112,11921,27473918,2304.67,True
f00394,192.168.1.141,203.0.113.9,141696505,30051,0.0002,False
f00097,192.168.1.37,142.250.80.14,896384,14148,0.0158,False
f00140,192.168.1.219,172.217.0.14,38945142,47715,0.0012,False
f01067,192.168.1.33,91.108.4.182,5762,24719286,4290.05,True
f00663,192.168.1.204,45.77.12.11,1623,5944812,3662.85,True
f00688,192.168.1.89,45.77.12.12,16350,98156171,6003.44,True
f01052,192.168.1.33,45.77.12.12,3606,12427830,3446.43,True
f00689,192.168.1.45,45.77.12.10,8181,86114455,10526.15,True
f00540,192.168.1.147,142.250.80.14,118170375,90515,0.0008,False
f00031,192.168.1.91,13.107.21.200,14540196,29250,0.002,False
f00984,192.168.1.19,194.26.29.112,2126,10944451,5147.91,True
f00970,192.168.1.204,45.77.12.9,2404,6621956,2754.56,True
f01188,192.168.1.89,91.108.4.182,14043,41154002,2930.57,True
f00611,192.168.1.19,45.77.12.10,1280,9785984,7645.3,True
f00189,192.168.1.129,142.250.80.14,119141928,80766,0.0007,False
f00964,192.168.1.33,45.77.12.11,23136,79472611,3435.02,True
f01004,192.168.1.204,45.77.12.12,1776,10882880,6127.75,True
f00025,192.168.1.63,203.0.113.9,10822672,45204,0.0042,False
f00038,192.168.1.31,142.250.80.14,1277931,15782,0.0123,False
f00252,192.168.1.154,203.0.113.9,736054,6739,0.0092,False
f01066,192.168.1.45,45.77.12.9,2255,13343293,5917.2,True
f00856,192.168.1.19,185.220.101.88,13631,39004640,2861.47,True
f00944,192.168.1.33,45.77.12.10,15176,104508381,6886.42,True
f00259,192.168.1.86,142.250.80.14,40146640,83393,0.0021,False
f00974,192.168.1.120,185.220.101.88,9571,77619704,8109.88,True
f00277,192.168.1.37,142.250.80.14,1470663,13207,0.009,False
f00493,192.168.1.17,13.107.21.200,96002581,31214,0.0003,False
f00920,192.168.1.89,45.77.12.10,11180,44703335,3998.51,True
f00211,192.168.1.20,13.107.21.200,253294,16866,0.0666,False
f00221,192.168.1.10,172.217.0.14,70678861,88301,0.0012,False
f00044,192.168.1.212,13.107.21.200,1314740,8353,0.0064,False
f01156,192.168.1.120,194.26.29.112,14777,18971812,1283.87,True
f00937,192.168.1.45,45.77.12.10,11512,43915301,3814.74,True
f00174,192.168.1.111,172.217.0.14,29382144,25405,0.0009,False
f00480,192.168.1.140,142.250.80.14,117480313,33190,0.0003,False
f00973,192.168.1.89,45.77.12.9,1653,11575926,7002.98,True
f00649,192.168.1.45,194.26.29.112,3857,6352437,1646.99,True
f01082,192.168.1.120,45.77.12.11,1302,9366665,7194.06,True
f00613,192.168.1.89,45.77.12.11,13778,31786838,2307.07,True
f00865,192.168.1.204,45.77.12.12,3849,9513836,2471.77,True
f00798,192.168.1.45,45.77.12.10,12628,29873430,2365.65,True
f00102,192.168.1.111,203.0.113.9,35607849,46694,0.0013,False
f00509,192.168.1.30,13.107.21.200,1474774,14331,0.0097,False
f00378,192.168.1.155,104.16.85.20,855553,16119,0.0188,False
f00256,192.168.1.220,203.0.113.9,29436023,48403,0.0016,False
f01028,192.168.1.19,45.77.12.10,3114,4519753,1451.43,True
f00402,192.168.1.82,151.101.1.69,111401484,41016,0.0004,False
f00115,192.168.1.20,142.250.80.14,111919116,57147,0.0005,False
f01080,192.168.1.45,91.108.4.182,1102,2940754,2668.56,True
f00280,192.168.1.59,104.16.85.20,25276135,24160,0.001,False
f00216,192.168.1.138,172.217.0.14,72361022,31911,0.0004,False
f00791,192.168.1.89,45.77.12.11,1345,13338480,9917.09,True
f00836,192.168.1.204,45.77.12.11,5210,29166777,5598.23,True
f00214,192.168.1.137,104.16.85.20,803477,6158,0.0077,False
f00535,192.168.1.170,142.250.80.14,647586,17560,0.0271,False
f01108,192.168.1.120,91.108.4.182,3263,5572162,1707.68,True
f00301,192.168.1.15,13.107.21.200,109543452,25199,0.0002,False
f01174,192.168.1.204,45.77.12.11,3057,8233095,2693.19,True
f00363,192.168.1.60,104.16.85.20,1174658,5081,0.0043,False
f00207,192.168.1.39,104.16.85.20,565628,15424,0.0273,False
f00780,192.168.1.89,45.77.12.9,2616,2577682,985.35,True
f01059,192.168.1.89,45.77.12.9,3399,4879352,1435.53,True
f00177,192.168.1.54,203.0.113.9,47139419,33923,0.0007,False
f00533,192.168.1.100,104.16.85.20,1312271,17085,0.013,False
f00320,192.168.1.167,198.51.100.2,41696884,57786,0.0014,False
f00670,192.168.1.204,45.77.12.12,24671,43802802,1775.48,True
f00763,192.168.1.19,91.108.4.182,21342,101070368,4735.75,True
f01135,192.168.1.19,91.108.4.182,1965,2872163,1461.66,True
f01040,192.168.1.89,45.77.12.11,6104,23561567,3860.02,True
f00606,192.168.1.45,185.220.101.88,1591,10534195,6621.12,True
f00511,192.168.1.131,142.250.80.14,55175460,25325,0.0005,False
f00645,192.168.1.45,45.77.12.12,23559,50927937,2161.72,True
f00392,192.168.1.207,172.217.0.14,376116,6075,0.0162,False
f00109,192.168.1.10,151.101.1.69,741280,4048,0.0055,False
f00148,192.168.1.191,104.16.85.20,1063164,8423,0.0079,False
f00116,192.168.1.112,13.107.21.200,26155017,51848,0.002,False
f00082,192.168.1.107,203.0.113.9,22186797,22807,0.001,False
f00848,192.168.1.45,45.77.12.11,6263,25700702,4103.58,True
f00001,192.168.1.215,104.16.85.20,40241859,59382,0.0015,False
f00488,192.168.1.131,203.0.113.9,6254774,49752,0.008,False
f00827,192.168.1.45,194.26.29.112,5953,17395442,2922.13,True
f00992,192.168.1.204,45.77.12.11,3915,5563200,1421.0,True
f00566,192.168.1.163,142.250.80.14,43021886,50853,0.0012,False
f00473,192.168.1.181,203.0.113.9,1281637,12728,0.0099,False
f00814,192.168.1.19,45.77.12.12,10599,65548696,6184.42,True
f00248,192.168.1.15,104.16.85.20,1174587,7671,0.0065,False
f00714,192.168.1.19,45.77.12.11,10077,53581320,5317.19,True
f00502,192.168.1.207,13.107.21.200,42944617,18349,0.0004,False
f00838,192.168.1.204,45.77.12.9,23187,87863850,3789.36,True
f00985,192.168.1.204,45.77.12.9,12253,103093809,8413.76,True
f01094,192.168.1.204,91.108.4.182,14008,97205681,6939.3,True
f00634,192.168.1.33,45.77.12.12,22042,73752566,3346.0,True
f00196,192.168.1.73,151.101.1.69,105705332,39186,0.0004,False
f00386,192.168.1.75,104.16.85.20,1344018,16243,0.0121,False
f01084,192.168.1.19,45.77.12.9,17743,72307188,4075.25,True
f00739,192.168.1.45,45.77.12.9,12682,67961673,5358.91,True
f00938,192.168.1.33,45.77.12.12,3382,12371505,3658.04,True
f00472,192.168.1.205,198.51.100.2,509079,7169,0.0141,False
f00270,192.168.1.111,172.217.0.14,28297469,20279,0.0007,False
f00420,192.168.1.88,104.16.85.20,24888594,62216,0.0025,False
f00145,192.168.1.204,151.101.1.69,11661184,29926,0.0026,False
f00180,192.168.1.108,203.0.113.9,30389900,53432,0.0018,False
f00110,192.168.1.29,142.250.80.14,44562398,89205,0.002,False
f00561,192.168.1.210,172.217.0.14,120144298,52526,0.0004,False
f00457,192.168.1.163,104.16.85.20,22547006,38203,0.0017,False
f00377,192.168.1.163,172.217.0.14,16569453,38052,0.0023,False
f00070,192.168.1.63,151.101.1.69,510117,15966,0.0313,False
f00284,192.168.1.55,151.101.1.69,132978861,45423,0.0003,False
f00858,192.168.1.19,194.26.29.112,1050,13659729,13009.27,True
f01041,192.168.1.204,185.220.101.88,2637,13648674,5175.83,True
f00236,192.168.1.55,172.217.0.14,36676354,36112,0.001,False
f00565,192.168.1.37,203.0.113.9,59224229,61520,0.001,False
f00096,192.168.1.46,142.250.80.14,1323586,17313,0.0131,False
f01008,192.168.1.19,185.220.101.88,14773,19507968,1320.51,True
f01033,192.168.1.45,45.77.12.10,8313,22787706,2741.21,True
f00257,192.168.1.186,198.51.100.2,300378,14993,0.0499,False
f00557,192.168.1.109,172.217.0.14,15992648,49577,0.0031,False
f00834,192.168.1.45,45.77.12.10,9635,31044609,3222.07,True
f00943,192.168.1.120,45.77.12.9,17487,94249783,5389.71,True
f00338,192.168.1.160,198.51.100.2,1227415,7548,0.0061,False
f00921,192.168.1.120,45.77.12.9,9617,39320388,4088.63,True
f00731,192.168.1.33,45.77.12.12,3883,11750150,3026.05,True
f00740,192.168.1.89,45.77.12.10,13441,43918112,3267.47,True
f00285,192.168.1.43,198.51.100.2,772970,14053,0.0182,False
f01037,192.168.1.33,185.220.101.88,2142,4493707,2097.9,True
f00209,192.168.1.58,13.107.21.200,41615130,32255,0.0008,False
f00706,192.168.1.89,45.77.12.9,8815,32508318,3687.84,True
f01034,192.168.1.89,45.77.12.12,20162,70025281,3473.13,True
f00409,192.168.1.186,13.107.21.200,504312,17907,0.0355,False
f00155,192.168.1.125,198.51.100.2,384726,10397,0.027,False
f01115,192.168.1.120,45.77.12.10,18309,59947559,3274.21,True
f01035,192.168.1.19,91.108.4.182,20198,37879149,1875.39,True
f00749,192.168.1.33,45.77.12.9,14299,23725502,1659.24,True
f00753,192.168.1.45,45.77.12.11,16989,37070636,2182.04,True
f00439,192.168.1.97,104.16.85.20,97521952,52956,0.0005,False
f00047,192.168.1.190,198.51.100.2,1113445,11237,0.0101,False
f00416,192.168.1.198,13.107.21.200,10618301,31099,0.0029,False
f00690,192.168.1.45,45.77.12.11,3723,9441568,2536.01,True
f00057,192.168.1.51,198.51.100.2,28651330,81272,0.0028,False
f00855,192.168.1.120,45.77.12.11,2801,3321101,1185.68,True
f00184,192.168.1.52,172.217.0.14,8590969,21592,0.0025,False
f00568,192.168.1.140,203.0.113.9,21744781,31477,0.0014,False
f01173,192.168.1.45,194.26.29.112,13701,38333696,2797.88,True
f00641,192.168.1.120,45.77.12.10,13496,107562814,7969.98,True
f00370,192.168.1.32,203.0.113.9,75889178,56969,0.0008,False
f00756,192.168.1.45,45.77.12.10,5452,27588629,5060.28,True
f00503,192.168.1.27,151.101.1.69,48130422,74395,0.0015,False
f00958,192.168.1.19,45.77.12.10,6448,29510152,4576.64,True
f00901,192.168.1.45,91.108.4.182,3190,4807367,1507.01,True
f00159,192.168.1.157,198.51.100.2,15029673,49258,0.0033,False
f00500,192.168.1.155,104.16.85.20,117565914,77836,0.0007,False
f00875,192.168.1.89,45.77.12.11,3832,11404595,2976.15,True
f00013,192.168.1.108,151.101.1.69,1015778,6827,0.0067,False
f00307,192.168.1.79,13.107.21.200,8173381,41570,0.0051,False
f00006,192.168.1.181,198.51.100.2,118416544,94474,0.0008,False
f01155,192.168.1.204,45.77.12.11,10757,35618784,3311.22,True
f00452,192.168.1.109,172.217.0.14,31808607,53146,0.0017,False
f01087,192.168.1.89,91.108.4.182,19735,114051306,5779.14,True
f01097,192.168.1.19,45.77.12.12,18368,112480876,6123.74,True
f00381,192.168.1.54,172.217.0.14,1384195,4783,0.0035,False
f00570,192.168.1.123,198.51.100.2,8060032,45608,0.0057,False
f01098,192.168.1.89,45.77.12.12,2530,9273044,3665.23,True
f00530,192.168.1.104,142.250.80.14,10584707,34458,0.0033,False
f00520,192.168.1.89,198.51.100.2,1341758,12555,0.0094,False
f01001,192.168.1.19,91.108.4.182,22933,97961349,4271.63,True
f01073,192.168.1.120,185.220.101.88,2402,9639162,4012.97,True
f01023,192.168.1.33,91.108.4.182,10203,53015596,5196.08,True
f01017,192.168.1.204,185.220.101.88,3918,14975414,3822.21,True
f00445,192.168.1.68,151.101.1.69,148087054,37001,0.0002,False
f00239,192.168.1.89,13.107.21.200,128042302,42151,0.0003,False
f00080,192.168.1.137,13.107.21.200,26373476,89636,0.0034,False
f01190,192.168.1.89,45.77.12.11,15101,38055783,2520.08,True
f00141,192.168.1.174,142.250.80.14,47395343,88366,0.0019,False
f00745,192.168.1.33,45.77.12.10,1060,13795798,13014.9,True
f00589,192.168.1.67,142.250.80.14,139300373,92750,0.0007,False
f01050,192.168.1.89,45.77.12.9,9616,72154198,7503.56,True
f00100,192.168.1.25,13.107.21.200,35385748,48809,0.0014,False
f00988,192.168.1.120,45.77.12.11,13844,42021422,3035.35,True
f00150,192.168.1.34,151.101.1.69,15319346,54714,0.0036,False
f00162,192.168.1.192,172.217.0.14,1046954,8591,0.0082,False
f00909,192.168.1.204,185.220.101.88,19454,96485514,4959.67,True
f00665,192.168.1.33,45.77.12.9,13932,94187724,6760.53,True
f00268,192.168.1.143,203.0.113.9,58711619,93420,0.0016,False
f00249,192.168.1.140,142.250.80.14,126845450,32220,0.0003,False
f00708,192.168.1.204,194.26.29.112,13156,38413038,2919.81,True
f00608,192.168.1.89,45.77.12.9,7375,26948925,3654.09,True
f00793,192.168.1.120,45.77.12.11,1643,10120890,6160.01,True
f00547,192.168.1.85,172.217.0.14,1176721,10296,0.0087,False
f00797,192.168.1.120,194.26.29.112,3055,6422815,2102.39,True
f00653,192.168.1.89,194.26.29.112,12703,24173982,1903.01,True
f01152,192.168.1.45,45.77.12.11,14406,101777253,7064.92,True
f00556,192.168.1.46,172.217.0.14,14470159,56702,0.0039,False
f01122,192.168.1.204,185.220.101.88,11024,42523880,3857.39,True
f00830,192.168.1.33,91.108.4.182,5546,38593222,6958.75,True
f00759,192.168.1.204,91.108.4.182,8398,95990711,11430.19,True
f00804,192.168.1.45,91.108.4.182,1584,10272184,6484.96,True
f00227,192.168.1.213,203.0.113.9,114171899,27877,0.0002,False
f00182,192.168.1.163,203.0.113.9,84386029,53489,0.0006,False
f00487,192.168.1.79,104.16.85.20,119875063,81010,0.0007,False
f00592,192.168.1.40,104.16.85.20,1472322,14111,0.0096,False
f00607,192.168.1.19,185.220.101.88,11646,33099789,2842.16,True
f00028,192.168.1.66,151.101.1.69,20474229,48769,0.0024,False
f00151,192.168.1.117,104.16.85.20,718449,16454,0.0229,False
f00936,192.168.1.19,185.220.101.88,13639,43203343,3167.63,True
f00327,192.168.1.56,172.217.0.14,20464850,82937,0.0041,False
f00267,192.168.1.199,142.250.80.14,38931291,36317,0.0009,False
f00475,192.168.1.123,142.250.80.14,129213173,88596,0.0007,False
f00932,192.168.1.204,91.108.4.182,16809,41905451,2493.04,True
f01019,192.168.1.33,185.220.101.88,21981,51473559,2341.73,True
f00605,192.168.1.204,45.77.12.9,3313,6479945,1955.91,True
f00419,192.168.1.106,151.101.1.69,33809406,22062,0.0007,False
f01007,192.168.1.33,45.77.12.11,2475,13985350,5650.65,True
f00818,192.168.1.45,45.77.12.10,2809,2652874,944.42,True
f01114,192.168.1.33,45.77.12.10,3043,3827374,1257.76,True
f00160,192.168.1.163,203.0.113.9,110891710,93025,0.0008,False
f00413,192.168.1.32,104.16.85.20,703473,6759,0.0096,False
f00319,192.168.1.206,172.217.0.14,84234305,34437,0.0004,False
f01047,192.168.1.19,45.77.12.12,21502,90153185,4192.78,True
f01187,192.168.1.45,45.77.12.12,2049,8140346,3972.84,True
f00399,192.168.1.27,13.107.21.200,1230054,9943,0.0081,False
f00077,192.168.1.204,151.101.1.69,1214177,8149,0.0067,False
f00410,192.168.1.12,151.101.1.69,58642240,78499,0.0013,False
f00193,192.168.1.215,151.101.1.69,813526,10209,0.0125,False
f00560,192.168.1.165,172.217.0.14,28013524,54083,0.0019,False
f00424,192.168.1.98,172.217.0.14,374394,11153,0.0298,False
f00455,192.168.1.28,13.107.21.200,44344033,50115,0.0011,False
f00682,192.168.1.120,45.77.12.9,1124,10633631,9460.53,True
f00350,192.168.1.138,104.16.85.20,10480388,44196,0.0042,False
f00516,192.168.1.64,142.250.80.14,1055482,14293,0.0135,False
f00775,192.168.1.45,45.77.12.11,6692,44381729,6632.06,True
f01089,192.168.1.19,194.26.29.112,23264,79592933,3421.29,True
f00436,192.168.1.192,104.16.85.20,1306137,9944,0.0076,False
f00732,192.168.1.204,194.26.29.112,1892,7521386,3975.36,True
f00730,192.168.1.120,91.108.4.182,18026,38428230,2131.82,True
f01140,192.168.1.33,91.108.4.182,18729,81293046,4340.49,True
f00489,192.168.1.169,203.0.113.9,23509064,46021,0.002,False
f00888,192.168.1.33,194.26.29.112,10671,115719973,10844.34,True
f00718,192.168.1.120,45.77.12.9,17407,43825674,2517.7,True
f00407,192.168.1.50,203.0.113.9,920900,13979,0.0152,False
f00658,192.168.1.204,45.77.12.11,13982,74750808,5346.22,True
f00948,192.168.1.33,45.77.12.10,10383,14521951,1398.63,True
f00492,192.168.1.203,198.51.100.2,917037,9440,0.0103,False
f00186,192.168.1.49,104.16.85.20,37737019,40540,0.0011,False
f00996,192.168.1.45,194.26.29.112,8019,18266851,2277.95,True
f00728,192.168.1.120,45.77.12.10,12464,26014598,2087.18,True
f00615,192.168.1.45,45.77.12.9,2571,12113588,4711.63,True
f00527,192.168.1.186,13.107.21.200,141349165,36646,0.0003,False
f00484,192.168.1.148,151.101.1.69,19221025,51312,0.0027,False
f00799,192.168.1.120,45.77.12.9,11885,34523060,2904.76,True
f00314,192.168.1.55,13.107.21.200,113923714,66216,0.0006,False
f01092,192.168.1.33,45.77.12.12,8767,16901565,1927.86,True
f00542,192.168.1.166,203.0.113.9,87225995,60778,0.0007,False
f00389,192.168.1.53,172.217.0.14,95062102,62527,0.0007,False
f00722,192.168.1.120,45.77.12.12,3983,9570319,2402.79,True
f00329,192.168.1.114,172.217.0.14,1364293,17200,0.0126,False
f00800,192.168.1.33,45.77.12.11,3684,8044204,2183.55,True
f00434,192.168.1.79,142.250.80.14,7518740,48164,0.0064,False
f00866,192.168.1.19,45.77.12.12,3971,9916854,2497.32,True
f00820,192.168.1.33,45.77.12.10,21061,90085573,4277.36,True
f01121,192.168.1.204,45.77.12.10,8311,61540225,7404.67,True
f01022,192.168.1.45,45.77.12.11,22019,110987460,5040.53,True
f00603,192.168.1.45,194.26.29.112,3492,4788013,1371.14,True
f00015,192.168.1.11,172.217.0.14,741206,6880,0.0093,False
f00004,192.168.1.98,142.250.80.14,839601,7613,0.0091,False
f00033,192.168.1.220,198.51.100.2,75192166,52014,0.0007,False
f00153,192.168.1.166,198.51.100.2,17342115,28963,0.0017,False
f00786,192.168.1.45,45.77.12.11,8289,50086284,6042.5,True
f00118,192.168.1.161,198.51.100.2,22524600,17444,0.0008,False
f00968,192.168.1.45,45.77.12.12,11759,23053506,1960.5,True
f01049,192.168.1.33,45.77.12.9,2590,6449535,2490.17,True
f01119,192.168.1.33,91.108.4.182,14835,39438976,2658.51,True
f00122,192.168.1.159,198.51.100.2,1466362,15387,0.0105,False
f00111,192.168.1.171,142.250.80.14,397917,8054,0.0202,False
f00523,192.168.1.164,104.16.85.20,144412409,84091,0.0006,False
f00063,192.168.1.143,13.107.21.200,937537,15766,0.0168,False
f00697,192.168.1.204,45.77.12.12,9486,114992767,12122.37,True
f00811,192.168.1.33,91.108.4.182,10771,14402668,1337.17,True
f00894,192.168.1.19,45.77.12.9,3850,9623552,2499.62,True
f00711,192.168.1.120,185.220.101.88,9235,23540273,2549.03,True
f00169,192.168.1.170,203.0.113.9,55671446,94321,0.0017,False
f00002,192.168.1.150,142.250.80.14,44958520,58985,0.0013,False
f00778,192.168.1.204,45.77.12.9,14625,23559758,1610.92,True
f00311,192.168.1.121,151.101.1.69,12549435,32302,0.0026,False
f00098,192.168.1.22,13.107.21.200,26114877,37049,0.0014,False
f00317,192.168.1.178,198.51.100.2,13000005,42017,0.0032,False
f01095,192.168.1.204,45.77.12.11,15795,92903020,5881.8,True
f00479,192.168.1.134,151.101.1.69,725495,8388,0.0116,False
f00152,192.168.1.108,203.0.113.9,62988383,52419,0.0008,False
f00871,192.168.1.89,45.77.12.11,3006,7985072,2656.38,True
f00066,192.168.1.11,151.101.1.69,49347201,40355,0.0008,False
f00748,192.168.1.19,45.77.12.10,1940,8985520,4631.71,True
f00030,192.168.1.161,151.101.1.69,24216867,42641,0.0018,False
f00771,192.168.1.89,45.77.12.10,1765,3881177,2198.97,True
f01106,192.168.1.19,45.77.12.12,18444,88905342,4820.29,True
f00191,192.168.1.195,104.16.85.20,20640164,21973,0.0011,False
f00405,192.168.1.33,151.101.1.69,103889868,45886,0.0004,False
f00679,192.168.1.19,194.26.29.112,20888,35245099,1687.34,True
f00902,192.168.1.89,91.108.4.182,1905,4750483,2493.69,True
f00696,192.168.1.33,45.77.12.11,1014,3220859,3176.39,True
f00657,192.168.1.45,45.77.12.9,20645,63664910,3083.79,True
f00642,192.168.1.19,45.77.12.9,8598,18416308,2141.93,True
f01193,192.168.1.120,185.220.101.88,2255,6597728,2925.82,True
f00266,192.168.1.125,142.250.80.14,35369964,22531,0.0006,False
f01058,192.168.1.45,185.220.101.88,11161,20877049,1870.54,True
f00563,192.168.1.153,142.250.80.14,117200467,82406,0.0007,False
f00083,192.168.1.72,172.217.0.14,106967804,45314,0.0004,False
f00549,192.168.1.47,13.107.21.200,72420933,63059,0.0009,False
f00951,192.168.1.45,185.220.101.88,1793,14654235,8173.03,True
f00880,192.168.1.89,45.77.12.12,18317,80993392,4421.76,True
f00912,192.168.1.204,185.220.101.88,3311,9419557,2844.93,True
f00297,192.168.1.109,104.16.85.20,314467,11234,0.0357,False
f00138,192.168.1.122,172.217.0.14,131323708,30012,0.0002,False
f01043,192.168.1.19,45.77.12.12,3310,11573245,3496.45,True
f00019,192.168.1.148,104.16.85.20,12748767,36947,0.0029,False
f00324,192.168.1.149,198.51.100.2,30360961,51291,0.0017,False
f01062,192.168.1.33,185.220.101.88,9181,20858886,2271.96,True
f00898,192.168.1.89,91.108.4.182,11363,25550950,2248.61,True
f00647,192.168.1.204,45.77.12.12,24221,114008609,4707.01,True
f00931,192.168.1.33,45.77.12.10,3317,3621275,1091.73,True
f00802,192.168.1.33,45.77.12.9,2790,8977475,3217.73,True
f00385,192.168.1.133,104.16.85.20,889089,7998,0.009,False
f01157,192.168.1.33,45.77.12.10,22256,115919762,5208.47,True
f01134,192.168.1.19,45.77.12.11,1621,6836731,4217.6,True
f00204,192.168.1.169,13.107.21.200,72786904,39882,0.0005,False
f01055,192.168.1.89,185.220.101.88,20529,35892679,1748.39,True
f00326,192.168.1.169,104.16.85.20,260427,6414,0.0246,False
f00596,192.168.1.114,13.107.21.200,58086086,45725,0.0008,False
f00746,192.168.1.204,91.108.4.182,21123,84287436,3990.32,True
f00126,192.168.1.68,151.101.1.69,1139850,10457,0.0092,False
f00427,192.168.1.162,203.0.113.9,71879293,28584,0.0004,False
f01126,192.168.1.33,45.77.12.12,8308,12459398,1499.69,True
f00536,192.168.1.95,198.51.100.2,71702885,65381,0.0009,False
f00555,192.168.1.178,104.16.85.20,133881884,53795,0.0004,False
f00137,192.168.1.52,198.51.100.2,497758,6742,0.0135,False
f00036,192.168.1.131,203.0.113.9,430053,4644,0.0108,False
f01032,192.168.1.204,45.77.12.10,10028,27385087,2730.86,True
f00024,192.168.1.126,104.16.85.20,29666253,53100,0.0018,False
f00757,192.168.1.120,45.77.12.11,18503,57299191,3096.75,True
f00075,192.168.1.70,104.16.85.20,41388400,63567,0.0015,False
f01018,192.168.1.89,194.26.29.112,8217,116955492,14233.36,True
f01199,192.168.1.120,45.77.12.9,9066,54715421,6035.23,True
f00264,192.168.1.179,142.250.80.14,14021529,50683,0.0036,False
f00164,192.168.1.181,172.217.0.14,17131173,38340,0.0022,False
f00528,192.168.1.113,151.101.1.69,38147417,55995,0.0015,False
f01147,192.168.1.89,45.77.12.10,1219,5169187,4240.51,True
f00695,192.168.1.89,185.220.101.88,7002,43495600,6211.88,True
f00872,192.168.1.45,45.77.12.11,2537,3927778,1548.2,True
f00522,192.168.1.211,13.107.21.200,730842,10978,0.015,False
f00078,192.168.1.133,151.101.1.69,1158348,10853,0.0094,False
f00640,192.168.1.45,45.77.12.12,11985,14173060,1182.57,True
f00029,192.168.1.87,198.51.100.2,406243,5427,0.0134,False
f00758,192.168.1.204,45.77.12.12,24688,57720536,2338.0,True
f00893,192.168.1.89,45.77.12.9,10597,108359971,10225.53,True
f00616,192.168.1.204,91.108.4.182,7550,36225200,4798.04,True
f00371,192.168.1.180,104.16.85.20,41880564,39072,0.0009,False
f00299,192.168.1.77,198.51.100.2,33855581,49908,0.0015,False
f00074,192.168.1.195,203.0.113.9,14782373,25271,0.0017,False
f00735,192.168.1.33,194.26.29.112,13220,37204350,2814.25,True
f00383,192.168.1.18,142.250.80.14,1187189,10776,0.0091,False
f00135,192.168.1.115,104.16.85.20,96442878,53987,0.0006,False
f00790,192.168.1.120,45.77.12.12,2112,12996443,6153.62,True
f00415,192.168.1.177,151.101.1.69,95544643,86775,0.0009,False
f00052,192.168.1.218,151.101.1.69,733333,13305,0.0181,False
f00632,192.168.1.45,45.77.12.12,13475,42784425,3175.1,True
f00614,192.168.1.204,185.220.101.88,3989,14465518,3626.35,True
f00669,192.168.1.45,45.77.12.10,1081,9114761,8431.79,True
f01099,192.168.1.19,45.77.12.11,9424,116769063,12390.61,True
f00283,192.168.1.136,198.51.100.2,18272804,29833,0.0016,False
f00897,192.168.1.204,185.220.101.88,6771,29344938,4333.91,True
f01053,192.168.1.120,45.77.12.9,3351,5304360,1582.92,True
f00273,192.168.1.50,13.107.21.200,40910609,36504,0.0009,False
f00466,192.168.1.17,172.217.0.14,145681066,28098,0.0002,False
f00426,192.168.1.204,104.16.85.20,148920083,36895,0.0002,False
f00499,192.168.1.101,198.51.100.2,1110783,9654,0.0087,False
f01142,192.168.1.89,45.77.12.10,8515,15331416,1800.52,True
f00552,192.168.1.202,198.51.100.2,38939232,21941,0.0006,False
f00627,192.168.1.204,45.77.12.12,1763,12565151,7127.14,True
f01191,192.168.1.33,45.77.12.12,1718,9848000,5732.25,True
f00953,192.168.1.89,185.220.101.88,8998,106157496,11797.9,True
f01110,192.168.1.89,45.77.12.9,1666,8496636,5100.02,True
f00358,192.168.1.116,198.51.100.2,60271523,88179,0.0015,False
f00656,192.168.1.120,45.77.12.11,24046,73832007,3070.45,True
f00646,192.168.1.120,45.77.12.9,8017,42606643,5314.54,True
f00998,192.168.1.33,45.77.12.10,2261,14666062,6486.54,True
f00843,192.168.1.33,185.220.101.88,13456,24160523,1795.52,True
f00762,192.168.1.204,91.108.4.182,12677,25614600,2020.56,True
f00928,192.168.1.19,45.77.12.10,9127,18666317,2045.18,True
f00222,192.168.1.185,172.217.0.14,791435,15745,0.0199,False
f00444,192.168.1.183,13.107.21.200,357690,15136,0.0423,False
f01120,192.168.1.89,45.77.12.9,16249,119988735,7384.38,True
f00247,192.168.1.49,203.0.113.9,145845906,27509,0.0002,False
f01169,192.168.1.33,194.26.29.112,11557,89464583,7741.16,True
