domain_id,domain,family,entropy,vowel_ratio,length,is_dga,confidence,dga_source
dga_00242,vaxivifoh.top,necurs,3.2389,0.4167,13,True,0.985,DGArchive / Necurs Research
dga_00243,feyaqole.info,necurs,3.2389,0.5,13,True,0.985,DGArchive / Necurs Research
dga_00244,quzigilodonu.com,necurs,3.4528,0.4667,16,True,0.985,DGArchive / Necurs Research
dga_00245,koluviqa.com,necurs,3.4183,0.4545,12,True,0.985,DGArchive / Necurs Research
dga_00246,hefapume.cc,necurs,3.0958,0.4,11,True,0.985,DGArchive / Necurs Research
dga_00247,zapavojavayelo.biz,necurs,3.3921,0.4706,18,True,0.985,DGArchive / Necurs Research
dga_00248,tasuhovowayeno.net,necurs,3.4613,0.4706,18,True,0.985,DGArchive / Necurs Research
dga_00249,najiquxacayal.net,necurs,3.4992,0.4375,17,True,0.985,DGArchive / Necurs Research
dga_00250,rawajepuweta.biz,necurs,3.4528,0.4667,16,True,0.985,DGArchive / Necurs Research
dga_00251,daresefubecik.top,necurs,3.8078,0.4375,17,True,0.985,DGArchive / Necurs Research
dga_00252,kolonilowuvu.info,necurs,3.1463,0.5,17,True,0.985,DGArchive / Necurs Research
dga_00253,gucuqohovuqe.biz,necurs,3.4528,0.4667,16,True,0.985,DGArchive / Necurs Research
dga_00254,caxukokudu.org,necurs,3.182,0.4615,14,True,0.985,DGArchive / Necurs Research
dga_00255,mojohudahiran.net,necurs,3.6169,0.4375,17,True,0.985,DGArchive / Necurs Research
dga_00256,sutisotocuduni.net,necurs,3.1972,0.4706,18,True,0.985,DGArchive / Necurs Research
dga_00257,halokadok.net,necurs,3.2389,0.4167,13,True,0.985,DGArchive / Necurs Research
dga_00258,vasaceqezokupi.cc,necurs,3.5725,0.4375,17,True,0.985,DGArchive / Necurs Research
dga_00259,laviqehun.biz,necurs,3.5466,0.4167,13,True,0.985,DGArchive / Necurs Research
dga_00260,zixihunot.org,necurs,3.3927,0.4167,13,True,0.985,DGArchive / Necurs Research
dga_00261,zasojucu.net,necurs,3.4183,0.4545,12,True,0.985,DGArchive / Necurs Research
dga_00262,wukezofutol.info,necurs,3.4528,0.4667,16,True,0.985,DGArchive / Necurs Research
dga_00263,zonavuyani.top,necurs,3.3788,0.4615,14,True,0.985,DGArchive / Necurs Research
dga_00264,vuhumufil.org,necurs,3.3347,0.4167,13,True,0.985,DGArchive / Necurs Research
dga_00265,gomimoyel.top,necurs,3.1808,0.4167,13,True,0.985,DGArchive / Necurs Research
dga_00266,yuyeyumebuxelo.cc,necurs,3.1307,0.4375,17,True,0.985,DGArchive / Necurs Research
dga_00267,taqacujodiguro.org,necurs,3.4613,0.4706,18,True,0.985,DGArchive / Necurs Research
dga_00268,kapofohi.info,necurs,3.027,0.5,13,True,0.985,DGArchive / Necurs Research
dga_00269,qimorutegeb.info,necurs,3.625,0.4667,16,True,0.985,DGArchive / Necurs Research
dga_00270,cefetihi.cc,necurs,2.6635,0.4,11,True,0.985,DGArchive / Necurs Research
dga_00271,nizihuva.net,necurs,3.2516,0.4545,12,True,0.985,DGArchive / Necurs Research
dga_00272,puzeguvaqaxa.com,necurs,3.5778,0.4667,16,True,0.985,DGArchive / Necurs Research
dga_00273,gipivawos.com,necurs,3.3927,0.4167,13,True,0.985,DGArchive / Necurs Research
dga_00274,gohizaror.org,necurs,2.8151,0.4167,13,True,0.985,DGArchive / Necurs Research
dga_00275,tahahevix.net,necurs,3.0851,0.4167,13,True,0.985,DGArchive / Necurs Research
dga_00276,huruxejanuwo.org,necurs,3.4528,0.4667,16,True,0.985,DGArchive / Necurs Research
dga_00277,poqeqipudem.net,necurs,3.3232,0.4286,15,True,0.985,DGArchive / Necurs Research
dga_00278,dumevulusora.org,necurs,3.4528,0.4667,16,True,0.985,DGArchive / Necurs Research
dga_00279,fofaputowowuwa.biz,necurs,3.3083,0.4706,18,True,0.985,DGArchive / Necurs Research
dga_00280,pudujini.biz,necurs,3.0221,0.4545,12,True,0.985,DGArchive / Necurs Research
dga_00281,qafoninokus.biz,necurs,3.5069,0.4286,15,True,0.985,DGArchive / Necurs Research
dga_00282,macuyecohen.info,necurs,3.5,0.4667,16,True,0.985,DGArchive / Necurs Research
dga_00283,qafapejavequv.top,necurs,3.3372,0.4375,17,True,0.985,DGArchive / Necurs Research
dga_00284,cigejixozutez.info,necurs,3.5724,0.4706,18,True,0.985,DGArchive / Necurs Research
dga_00285,nuvawunequnewe.top,necurs,3.2663,0.4706,18,True,0.985,DGArchive / Necurs Research
dga_00286,pifofocul.top,necurs,3.027,0.4167,13,True,0.985,DGArchive / Necurs Research
dga_00287,faxuvagih.net,necurs,3.5466,0.4167,13,True,0.985,DGArchive / Necurs Research
dga_00288,qiweganuguled.top,necurs,3.7345,0.4375,17,True,0.985,DGArchive / Necurs Research
dga_00289,lirewozijej.net,necurs,3.3232,0.4286,15,True,0.985,DGArchive / Necurs Research
dga_00290,cojayutudekozi.cc,necurs,3.5725,0.4375,17,True,0.985,DGArchive / Necurs Research
dga_00291,dasijozubad.biz,necurs,3.2402,0.4286,15,True,0.985,DGArchive / Necurs Research
dga_00292,yilovaca.cc,necurs,2.8454,0.4,11,True,0.985,DGArchive / Necurs Research
dga_00293,wasajujehokaf.net,necurs,3.5725,0.4375,17,True,0.985,DGArchive / Necurs Research
dga_00294,sihutavubesed.org,necurs,3.7345,0.4375,17,True,0.985,DGArchive / Necurs Research
dga_00295,worimirokiqom.com,necurs,2.9398,0.4375,17,True,0.985,DGArchive / Necurs Research
dga_00296,hawuvifece.top,necurs,3.6645,0.4615,14,True,0.985,DGArchive / Necurs Research
dga_00297,muyuniwe.cc,necurs,3.0958,0.4,11,True,0.985,DGArchive / Necurs Research
dga_00298,tubawise.org,necurs,3.585,0.4545,12,True,0.985,DGArchive / Necurs Research
dga_00299,docasucavo.top,necurs,3.182,0.4615,14,True,0.985,DGArchive / Necurs Research
dga_00300,xecuvoxitukab.com,necurs,3.6169,0.4375,17,True,0.985,DGArchive / Necurs Research
dga_00301,bankdbph.com,banjori,3.4183,0.1818,12,True,0.985,DGArchive / Banjori Research
dga_00302,bankdbphigumsn.org,banjori,3.8366,0.2353,18,True,0.985,DGArchive / Banjori Research
dga_00303,bankdbphigumsn.info,banjori,3.7871,0.2778,19,True,0.985,DGArchive / Banjori Research
dga_00304,bankdbphigumsn.net,banjori,3.7947,0.2353,18,True,0.985,DGArchive / Banjori Research
dga_00305,bankdbphigumsn.com,banjori,3.8366,0.2353,18,True,0.985,DGArchive / Banjori Research
dga_00306,bankdbphigumsn.org,banjori,3.8366,0.2353,18,True,0.985,DGArchive / Banjori Research
dga_00307,bankdbphigumsn.info,banjori,3.7871,0.2778,19,True,0.985,DGArchive / Banjori Research
dga_00308,bankdbphigumsn.net,banjori,3.7947,0.2353,18,True,0.985,DGArchive / Banjori Research
dga_00309,bankdbphigumsn.com,banjori,3.8366,0.2353,18,True,0.985,DGArchive / Banjori Research
dga_00310,bankdbphigumsn.org,banjori,3.8366,0.2353,18,True,0.985,DGArchive / Banjori Research
dga_00311,bankdbphigumsn.info,banjori,3.7871,0.2778,19,True,0.985,DGArchive / Banjori Research
dga_00312,bankdbphigumsn.net,banjori,3.7947,0.2353,18,True,0.985,DGArchive / Banjori Research
dga_00313,bankdbphigumsn.com,banjori,3.8366,0.2353,18,True,0.985,DGArchive / Banjori Research
dga_00314,bankdbphigumsn.org,banjori,3.8366,0.2353,18,True,0.985,DGArchive / Banjori Research
dga_00315,bankdbphigumsn.info,banjori,3.7871,0.2778,19,True,0.985,DGArchive / Banjori Research
dga_00316,bankdbphigumsn.net,banjori,3.7947,0.2353,18,True,0.985,DGArchive / Banjori Research
dga_00317,bankdbphigumsn.com,banjori,3.8366,0.2353,18,True,0.985,DGArchive / Banjori Research
dga_00318,bankdbphigumsn.org,banjori,3.8366,0.2353,18,True,0.985,DGArchive / Banjori Research
dga_00319,bankdbphigumsn.info,banjori,3.7871,0.2778,19,True,0.985,DGArchive / Banjori Research
dga_00320,bankdbphigumsn.net,banjori,3.7947,0.2353,18,True,0.985,DGArchive / Banjori Research
dga_00321,bankdbphigumsn.com,banjori,3.8366,0.2353,18,True,0.985,DGArchive / Banjori Research
dga_00322,bankdbphigumsn.org,banjori,3.8366,0.2353,18,True,0.985,DGArchive / Banjori Research
dga_00323,bankdbphigumsn.info,banjori,3.7871,0.2778,19,True,0.985,DGArchive / Banjori Research
dga_00324,bankdbphigumsn.net,banjori,3.7947,0.2353,18,True,0.985,DGArchive / Banjori Research
dga_00325,bankdbphigumsn.com,banjori,3.8366,0.2353,18,True,0.985,DGArchive / Banjori Research
dga_00326,bankdbphigumsn.org,banjori,3.8366,0.2353,18,True,0.985,DGArchive / Banjori Research
dga_00327,bankdbphigumsn.info,banjori,3.7871,0.2778,19,True,0.985,DGArchive / Banjori Research
dga_00328,bankdbphigumsn.net,banjori,3.7947,0.2353,18,True,0.985,DGArchive / Banjori Research
dga_00329,bankdbphigumsn.com,banjori,3.8366,0.2353,18,True,0.985,DGArchive / Banjori Research
dga_00330,bankdbphigumsn.org,banjori,3.8366,0.2353,18,True,0.985,DGArchive / Banjori Research
dga_00331,bankdbphigumsn.info,banjori,3.7871,0.2778,19,True,0.985,DGArchive / Banjori Research
dga_00332,bankdbphigumsn.net,banjori,3.7947,0.2353,18,True,0.985,DGArchive / Banjori Research
dga_00333,bankdbphigumsn.com,banjori,3.8366,0.2353,18,True,0.985,DGArchive / Banjori Research
dga_00334,bankdbphigumsn.org,banjori,3.8366,0.2353,18,True,0.985,DGArchive / Banjori Research
dga_00335,bankdbphigumsn.info,banjori,3.7871,0.2778,19,True,0.985,DGArchive / Banjori Research
dga_00336,bankdbphigumsn.net,banjori,3.7947,0.2353,18,True,0.985,DGArchive / Banjori Research
dga_00337,bankdbphigumsn.com,banjori,3.8366,0.2353,18,True,0.985,DGArchive / Banjori Research
dga_00338,bankdbphigumsn.org,banjori,3.8366,0.2353,18,True,0.985,DGArchive / Banjori Research
dga_00339,bankdbphigumsn.info,banjori,3.7871,0.2778,19,True,0.985,DGArchive / Banjori Research
dga_00340,bankdbphigumsn.net,banjori,3.7947,0.2353,18,True,0.985,DGArchive / Banjori Research
dga_00341,bankdbphigumsn.com,banjori,3.8366,0.2353,18,True,0.985,DGArchive / Banjori Research
dga_00342,bankdbphigumsn.org,banjori,3.8366,0.2353,18,True,0.985,DGArchive / Banjori Research
dga_00343,bankdbphigumsn.info,banjori,3.7871,0.2778,19,True,0.985,DGArchive / Banjori Research
dga_00344,bankdbphigumsn.net,banjori,3.7947,0.2353,18,True,0.985,DGArchive / Banjori Research
dga_00345,bankdbphigumsn.com,banjori,3.8366,0.2353,18,True,0.985,DGArchive / Banjori Research
dga_00346,bankdbphigumsn.org,banjori,3.8366,0.2353,18,True,0.985,DGArchive / Banjori Research
dga_00347,bankdbphigumsn.info,banjori,3.7871,0.2778,19,True,0.985,DGArchive / Banjori Research
dga_00348,bankdbphigumsn.net,banjori,3.7947,0.2353,18,True,0.985,DGArchive / Banjori Research
dga_00349,bankdbphigumsn.com,banjori,3.8366,0.2353,18,True,0.985,DGArchive / Banjori Research
dga_00350,bankdbphigumsn.org,banjori,3.8366,0.2353,18,True,0.985,DGArchive / Banjori Research
dga_00351,bankdbphigumsn.info,banjori,3.7871,0.2778,19,True,0.985,DGArchive / Banjori Research
dga_00352,bankdbphigumsn.net,banjori,3.7947,0.2353,18,True,0.985,DGArchive / Banjori Research
dga_00353,bankdbphigumsn.com,banjori,3.8366,0.2353,18,True,0.985,DGArchive / Banjori Research
dga_00354,bankdbphigumsn.org,banjori,3.8366,0.2353,18,True,0.985,DGArchive / Banjori Research
dga_00355,bankdbphigumsn.info,banjori,3.7871,0.2778,19,True,0.985,DGArchive / Banjori Research
dga_00356,bankdbphigumsn.net,banjori,3.7947,0.2353,18,True,0.985,DGArchive / Banjori Research
dga_00357,bankdbphigumsn.com,banjori,3.8366,0.2353,18,True,0.985,DGArchive / Banjori Research
dga_00358,bankdbphigumsn.org,banjori,3.8366,0.2353,18,True,0.985,DGArchive / Banjori Research
dga_00359,bankdbphigumsn.info,banjori,3.7871,0.2778,19,True,0.985,DGArchive / Banjori Research
dga_00360,bankdbphigumsn.net,banjori,3.7947,0.2353,18,True,0.985,DGArchive / Banjori Research
dga_00361,bankdbphigumsn.com,banjori,3.8366,0.2353,18,True,0.985,DGArchive / Banjori Research
dga_00362,bankdbphigumsn.org,banjori,3.8366,0.2353,18,True,0.985,DGArchive / Banjori Research
dga_00363,bankdbphigumsn.info,banjori,3.7871,0.2778,19,True,0.985,DGArchive / Banjori Research
dga_00364,bankdbphigumsn.net,banjori,3.7947,0.2353,18,True,0.985,DGArchive / Banjori Research
dga_00365,bankdbphigumsn.com,banjori,3.8366,0.2353,18,True,0.985,DGArchive / Banjori Research
dga_00366,bankdbphigumsn.org,banjori,3.8366,0.2353,18,True,0.985,DGArchive / Banjori Research
dga_00367,bankdbphigumsn.info,banjori,3.7871,0.2778,19,True,0.985,DGArchive / Banjori Research
dga_00368,bankdbphigumsn.net,banjori,3.7947,0.2353,18,True,0.985,DGArchive / Banjori Research
dga_00369,bankdbphigumsn.com,banjori,3.8366,0.2353,18,True,0.985,DGArchive / Banjori Research
dga_00370,bankdbphigumsn.org,banjori,3.8366,0.2353,18,True,0.985,DGArchive / Banjori Research
dga_00371,bankdbphigumsn.info,banjori,3.7871,0.2778,19,True,0.985,DGArchive / Banjori Research
dga_00372,bankdbphigumsn.net,banjori,3.7947,0.2353,18,True,0.985,DGArchive / Banjori Research
dga_00373,bankdbphigumsn.com,banjori,3.8366,0.2353,18,True,0.985,DGArchive / Banjori Research
dga_00374,bankdbphigumsn.org,banjori,3.8366,0.2353,18,True,0.985,DGArchive / Banjori Research
dga_00375,bankdbphigumsn.info,banjori,3.7871,0.2778,19,True,0.985,DGArchive / Banjori Research
dga_00376,bankdbphigumsn.net,banjori,3.7947,0.2353,18,True,0.985,DGArchive / Banjori Research
dga_00377,bankdbphigumsn.com,banjori,3.8366,0.2353,18,True,0.985,DGArchive / Banjori Research
dga_00378,bankdbphigumsn.org,banjori,3.8366,0.2353,18,True,0.985,DGArchive / Banjori Research
dga_00379,bankdbphigumsn.info,banjori,3.7871,0.2778,19,True,0.985,DGArchive / Banjori Research
dga_00380,bankdbphigumsn.net,banjori,3.7947,0.2353,18,True,0.985,DGArchive / Banjori Research
dga_00381,bankdbphigumsn.com,banjori,3.8366,0.2353,18,True,0.985,DGArchive / Banjori Research
dga_00382,bankdbphigumsn.org,banjori,3.8366,0.2353,18,True,0.985,DGArchive / Banjori Research
dga_00383,bankdbphigumsn.info,banjori,3.7871,0.2778,19,True,0.985,DGArchive / Banjori Research
dga_00384,bankdbphigumsn.net,banjori,3.7947,0.2353,18,True,0.985,DGArchive / Banjori Research
dga_00385,bankdbphigumsn.com,banjori,3.8366,0.2353,18,True,0.985,DGArchive / Banjori Research
dga_00386,bankdbphigumsn.org,banjori,3.8366,0.2353,18,True,0.985,DGArchive / Banjori Research
dga_00387,bankdbphigumsn.info,banjori,3.7871,0.2778,19,True,0.985,DGArchive / Banjori Research
dga_00388,bankdbphigumsn.net,banjori,3.7947,0.2353,18,True,0.985,DGArchive / Banjori Research
dga_00389,bankdbphigumsn.com,banjori,3.8366,0.2353,18,True,0.985,DGArchive / Banjori Research
dga_00390,bankdbphigumsn.org,banjori,3.8366,0.2353,18,True,0.985,DGArchive / Banjori Research
dga_00391,bankdbphigumsn.info,banjori,3.7871,0.2778,19,True,0.985,DGArchive / Banjori Research
dga_00392,bankdbphigumsn.net,banjori,3.7947,0.2353,18,True,0.985,DGArchive / Banjori Research
dga_00393,bankdbphigumsn.com,banjori,3.8366,0.2353,18,True,0.985,DGArchive / Banjori Research
dga_00394,bankdbphigumsn.org,banjori,3.8366,0.2353,18,True,0.985,DGArchive / Banjori Research
dga_00395,bankdbphigumsn.info,banjori,3.7871,0.2778,19,True,0.985,DGArchive / Banjori Research
dga_00396,bankdbphigumsn.net,banjori,3.7947,0.2353,18,True,0.985,DGArchive / Banjori Research
dga_00397,bankdbphigumsn.com,banjori,3.8366,0.2353,18,True,0.985,DGArchive / Banjori Research
dga_00398,bankdbphigumsn.org,banjori,3.8366,0.2353,18,True,0.985,DGArchive / Banjori Research
dga_00399,bankdbphigumsn.info,banjori,3.7871,0.2778,19,True,0.985,DGArchive / Banjori Research
dga_00400,bankdbphigumsn.net,banjori,3.7947,0.2353,18,True,0.985,DGArchive / Banjori Research
dga_00401,bankdbphigumsn.com,banjori,3.8366,0.2353,18,True,0.985,DGArchive / Banjori Research
dga_00402,bankdbphigumsn.org,banjori,3.8366,0.2353,18,True,0.985,DGArchive / Banjori Research
dga_00403,bankdbphigumsn.info,banjori,3.7871,0.2778,19,True,0.985,DGArchive / Banjori Research
dga_00404,bankdbphigumsn.net,banjori,3.7947,0.2353,18,True,0.985,DGArchive / Banjori Research
dga_00405,bankdbphigumsn.com,banjori,3.8366,0.2353,18,True,0.985,DGArchive / Banjori Research
dga_00406,bankdbphigumsn.org,banjori,3.8366,0.2353,18,True,0.985,DGArchive / Banjori Research
dga_00407,bankdbphigumsn.info,banjori,3.7871,0.2778,19,True,0.985,DGArchive / Banjori Research
dga_00408,bankdbphigumsn.net,banjori,3.7947,0.2353,18,True,0.985,DGArchive / Banjori Research
dga_00409,bankdbphigumsn.com,banjori,3.8366,0.2353,18,True,0.985,DGArchive / Banjori Research
dga_00410,bankdbphigumsn.org,banjori,3.8366,0.2353,18,True,0.985,DGArchive / Banjori Research
dga_00411,bankdbphigumsn.info,banjori,3.7871,0.2778,19,True,0.985,DGArchive / Banjori Research
dga_00412,bankdbphigumsn.net,banjori,3.7947,0.2353,18,True,0.985,DGArchive / Banjori Research
dga_00413,bankdbphigumsn.com,banjori,3.8366,0.2353,18,True,0.985,DGArchive / Banjori Research
dga_00414,bankdbphigumsn.org,banjori,3.8366,0.2353,18,True,0.985,DGArchive / Banjori Research
dga_00415,bankdbphigumsn.info,banjori,3.7871,0.2778,19,True,0.985,DGArchive / Banjori Research
dga_00416,bankdbphigumsn.net,banjori,3.7947,0.2353,18,True,0.985,DGArchive / Banjori Research
dga_00417,bankdbphigumsn.com,banjori,3.8366,0.2353,18,True,0.985,DGArchive / Banjori Research
dga_00418,bankdbphigumsn.org,banjori,3.8366,0.2353,18,True,0.985,DGArchive / Banjori Research
dga_00419,bankdbphigumsn.info,banjori,3.7871,0.2778,19,True,0.985,DGArchive / Banjori Research
dga_00420,bankdbphigumsn.net,banjori,3.7947,0.2353,18,True,0.985,DGArchive / Banjori Research
dga_00421,bankdbphigumsn.com,banjori,3.8366,0.2353,18,True,0.985,DGArchive / Banjori Research
dga_00422,bankdbphigumsn.org,banjori,3.8366,0.2353,18,True,0.985,DGArchive / Banjori Research
dga_00423,bankdbphigumsn.info,banjori,3.7871,0.2778,19,True,0.985,DGArchive / Banjori Research
dga_00424,bankdbphigumsn.net,banjori,3.7947,0.2353,18,True,0.985,DGArchive / Banjori Research
dga_00425,bankdbphigumsn.com,banjori,3.8366,0.2353,18,True,0.985,DGArchive / Banjori Research
dga_00426,bankdbphigumsn.org,banjori,3.8366,0.2353,18,True,0.985,DGArchive / Banjori Research
dga_00427,bankdbphigumsn.info,banjori,3.7871,0.2778,19,True,0.985,DGArchive / Banjori Research
dga_00428,bankdbphigumsn.net,banjori,3.7947,0.2353,18,True,0.985,DGArchive / Banjori Research
dga_00429,bankdbphigumsn.com,banjori,3.8366,0.2353,18,True,0.985,DGArchive / Banjori Research
dga_00430,bankdbphigumsn.org,banjori,3.8366,0.2353,18,True,0.985,DGArchive / Banjori Research
dga_00431,bankdbphigumsn.info,banjori,3.7871,0.2778,19,True,0.985,DGArchive / Banjori Research
dga_00432,bankdbphigumsn.net,banjori,3.7947,0.2353,18,True,0.985,DGArchive / Banjori Research
dga_00433,bankdbphigumsn.com,banjori,3.8366,0.2353,18,True,0.985,DGArchive / Banjori Research
dga_00434,bankdbphigumsn.org,banjori,3.8366,0.2353,18,True,0.985,DGArchive / Banjori Research
dga_00435,bankdbphigumsn.info,banjori,3.7871,0.2778,19,True,0.985,DGArchive / Banjori Research
dga_00436,bankdbphigumsn.net,banjori,3.7947,0.2353,18,True,0.985,DGArchive / Banjori Research
dga_00437,bankdbphigumsn.com,banjori,3.8366,0.2353,18,True,0.985,DGArchive / Banjori Research
dga_00438,bankdbphigumsn.org,banjori,3.8366,0.2353,18,True,0.985,DGArchive / Banjori Research
dga_00439,bankdbphigumsn.info,banjori,3.7871,0.2778,19,True,0.985,DGArchive / Banjori Research
dga_00440,bankdbphigumsn.net,banjori,3.7947,0.2353,18,True,0.985,DGArchive / Banjori Research
dga_00441,bankdbphigumsn.com,banjori,3.8366,0.2353,18,True,0.985,DGArchive / Banjori Research
dga_00442,bankdbphigumsn.org,banjori,3.8366,0.2353,18,True,0.985,DGArchive / Banjori Research
dga_00443,bankdbphigumsn.info,banjori,3.7871,0.2778,19,True,0.985,DGArchive / Banjori Research
dga_00444,bankdbphigumsn.net,banjori,3.7947,0.2353,18,True,0.985,DGArchive / Banjori Research
dga_00445,bankdbphigumsn.com,banjori,3.8366,0.2353,18,True,0.985,DGArchive / Banjori Research
dga_00446,bankdbphigumsn.org,banjori,3.8366,0.2353,18,True,0.985,DGArchive / Banjori Research
dga_00447,bankdbphigumsn.info,banjori,3.7871,0.2778,19,True,0.985,DGArchive / Banjori Research
dga_00448,bankdbphigumsn.net,banjori,3.7947,0.2353,18,True,0.985,DGArchive / Banjori Research
dga_00449,bankdbphigumsn.com,banjori,3.8366,0.2353,18,True,0.985,DGArchive / Banjori Research
dga_00450,bankdbphigumsn.org,banjori,3.8366,0.2353,18,True,0.985,DGArchive / Banjori Research
dga_00451,proxystream98.org,suppobox,3.6901,0.2857,17,True,0.985,DGArchive / Suppobox Research
dga_00452,packetstream58.net,suppobox,3.5305,0.3333,18,True,0.985,DGArchive / Suppobox Research
dga_00453,systemsecure94.net,suppobox,3.3502,0.3333,18,True,0.985,DGArchive / Suppobox Research
dga_00454,daemonsocket61.net,suppobox,3.5724,0.4,18,True,0.985,DGArchive / Suppobox Research
dga_00455,globaltunnel61.net,suppobox,3.4194,0.3333,18,True,0.985,DGArchive / Suppobox Research
dga_00456,beaconaccess51.info,suppobox,3.4714,0.4375,19,True,0.985,DGArchive / Suppobox Research
dga_00457,serviceproxy77.org,suppobox,3.5724,0.3333,18,True,0.985,DGArchive / Suppobox Research
dga_00458,secureportal70.org,suppobox,3.6835,0.4,18,True,0.985,DGArchive / Suppobox Research
dga_00459,vectorcrypto57.net,suppobox,3.4613,0.2667,18,True,0.985,DGArchive / Suppobox Research
dga_00460,matrixagent12.org,suppobox,3.6169,0.3571,17,True,0.985,DGArchive / Suppobox Research
dga_00461,accessagent58.info,suppobox,3.6144,0.4,18,True,0.985,DGArchive / Suppobox Research
dga_00462,streamservice8.info,suppobox,3.6819,0.4118,19,True,0.985,DGArchive / Suppobox Research
dga_00463,targethost79.com,suppobox,3.5778,0.3077,16,True,0.985,DGArchive / Suppobox Research
dga_00464,networkshield70.com,suppobox,4.0374,0.3125,19,True,0.985,DGArchive / Suppobox Research
dga_00465,moduleupdate84.org,suppobox,3.7255,0.4667,18,True,0.985,DGArchive / Suppobox Research
dga_00466,hostpacket75.org,suppobox,3.75,0.3077,16,True,0.985,DGArchive / Suppobox Research
dga_00467,proxytarget37.info,suppobox,3.8366,0.3333,18,True,0.985,DGArchive / Suppobox Research
dga_00468,packetglobal10.org,suppobox,3.7255,0.3333,18,True,0.985,DGArchive / Suppobox Research
dga_00469,systemvector18.info,suppobox,3.8269,0.3125,19,True,0.985,DGArchive / Suppobox Research
dga_00470,daemonsource99.net,suppobox,3.5724,0.4667,18,True,0.985,DGArchive / Suppobox Research
dga_00471,globalagent8.org,suppobox,3.3278,0.3571,16,True,0.985,DGArchive / Suppobox Research
dga_00472,beaconstream82.net,suppobox,3.5724,0.4,18,True,0.985,DGArchive / Suppobox Research
dga_00473,servicematrix30.com,suppobox,3.7216,0.375,19,True,0.985,DGArchive / Suppobox Research
dga_00474,securecloud24.com,suppobox,3.4548,0.4286,17,True,0.985,DGArchive / Suppobox Research
dga_00475,vectorportal8.org,suppobox,3.4104,0.3333,17,True,0.985,DGArchive / Suppobox Research
dga_00476,matrixupdate88.com,suppobox,3.7255,0.4,18,True,0.985,DGArchive / Suppobox Research
dga_00477,accessserver39.org,suppobox,3.2663,0.3333,18,True,0.985,DGArchive / Suppobox Research
dga_00478,streamsecure38.net,suppobox,3.3921,0.4,18,True,0.985,DGArchive / Suppobox Research
dga_00479,targetproxy69.info,suppobox,3.8366,0.3333,18,True,0.985,DGArchive / Suppobox Research
dga_00480,networkagent2.org,suppobox,3.3816,0.3333,17,True,0.985,DGArchive / Suppobox Research
dga_00481,modulepacket40.com,suppobox,3.7255,0.4,18,True,0.985,DGArchive / Suppobox Research
dga_00482,hostaccess49.com,suppobox,3.2806,0.3077,16,True,0.985,DGArchive / Suppobox Research
dga_00483,proxybeacon67.com,suppobox,3.6901,0.3571,17,True,0.985,DGArchive / Suppobox Research
dga_00484,packetbeacon61.org,suppobox,3.7255,0.4,18,True,0.985,DGArchive / Suppobox Research
dga_00485,systempacket71.org,suppobox,3.8366,0.2667,18,True,0.985,DGArchive / Suppobox Research
dga_00486,daemonclient80.org,suppobox,3.8366,0.4,18,True,0.985,DGArchive / Suppobox Research
dga_00487,globalserver71.net,suppobox,3.6835,0.3333,18,True,0.985,DGArchive / Suppobox Research
dga_00488,beaconglobal94.org,suppobox,3.4613,0.4,18,True,0.985,DGArchive / Suppobox Research
dga_00489,serviceaccess35.net,suppobox,3.3264,0.375,19,True,0.985,DGArchive / Suppobox Research
dga_00490,securetunnel49.net,suppobox,3.2391,0.4,18,True,0.985,DGArchive / Suppobox Research
dga_00491,vectorcontrol99.com,suppobox,3.2608,0.3125,19,True,0.985,DGArchive / Suppobox Research
dga_00492,matrixsocket83.com,suppobox,3.7255,0.3333,18,True,0.985,DGArchive / Suppobox Research
dga_00493,accesssocket51.org,suppobox,3.4194,0.3333,18,True,0.985,DGArchive / Suppobox Research
dga_00494,streamproxy11.org,suppobox,3.5725,0.2857,17,True,0.985,DGArchive / Suppobox Research
dga_00495,targetmatrix8.org,suppobox,3.2928,0.3333,17,True,0.985,DGArchive / Suppobox Research
dga_00496,networkupdate10.net,suppobox,3.6421,0.375,19,True,0.985,DGArchive / Suppobox Research
dga_00497,modulesource89.com,suppobox,3.4613,0.4667,18,True,0.985,DGArchive / Suppobox Research
dga_00498,hoststream10.org,suppobox,3.5,0.3077,16,True,0.985,DGArchive / Suppobox Research
dga_00499,proxyservice86.net,suppobox,3.7947,0.3333,18,True,0.985,DGArchive / Suppobox Research
dga_00500,packetmodule29.org,suppobox,3.9477,0.4,18,True,0.985,DGArchive / Suppobox Research
dga_00501,systemsystem80.org,suppobox,3.281,0.2,18,True,0.985,DGArchive / Suppobox Research
dga_00502,daemonportal94.com,suppobox,3.6835,0.4,18,True,0.985,DGArchive / Suppobox Research
dga_00503,globalsocket57.info,suppobox,3.8924,0.375,19,True,0.985,DGArchive / Suppobox Research
dga_00504,beaconbeacon29.com,suppobox,3.1972,0.4667,18,True,0.985,DGArchive / Suppobox Research
dga_00505,servicedaemon19.com,suppobox,3.6819,0.4375,19,True,0.985,DGArchive / Suppobox Research
dga_00506,securedriver11.com,suppobox,3.4194,0.4,18,True,0.985,DGArchive / Suppobox Research
dga_00507,vectortunnel61.net,suppobox,3.3774,0.3333,18,True,0.985,DGArchive / Suppobox Research
dga_00508,matrixsource3.org,suppobox,3.6901,0.4,17,True,0.985,DGArchive / Suppobox Research
