session_id,src_ip,dst_ip,inter_arrival_times,is_attack
s01032,192.168.1.10,198.51.100.7,"[132.8, 120.82, 122.15, 125.21, 128.47, 126.15, 123.91, 135.23, 131.03, 95.48, 113.45, 145.53, 126.4, 108.35, 130.48, 115.27, 137.16]",True
s01076,192.168.1.25,91.108.4.182,"[132.79, 109.84, 126.43, 116.1, 121.27, 126.0, 123.39, 111.81, 131.98, 121.48, 124.98, 123.8, 108.87, 130.1, 117.52, 107.41]",True
s00482,192.168.1.38,17.253.144.10,"[58.14, 35.86, 35.88, 96.98, 41.47, 66.18, 43.55, 121.22, 179.17, 28.84, 128.8, 24.26, 20.23]",False
s00908,192.168.1.142,198.51.100.7,"[122.19, 105.71, 136.43, 123.99, 112.69, 118.18, 122.03, 125.03, 111.83, 132.94, 122.38]",True
s00180,192.168.1.156,17.253.144.10,"[24.89, 76.17, 16.32, 18.94, 63.6, 29.67, 44.13, 47.15]",False
s00177,192.168.1.87,104.16.85.20,"[1.34, 52.79, 2.07, 0.1, 0.06, 1.49, 2.9, 3.02, 3.28, 1.99, 3.45, 0.9, 81.12, 32.01, 2.28]",False
s00694,192.168.1.233,198.51.100.7,"[252.7, 365.16, 276.85, 302.99, 231.28, 262.63, 280.58, 286.29, 309.94]",True
s00102,192.168.1.104,104.16.85.20,"[20.7, 111.54, 129.95, 16.29, 66.8]",False
s01047,192.168.1.78,91.108.4.182,"[17.22, 18.07, 14.6, 17.74, 13.73, 17.45, 16.25, 15.83, 12.11, 12.97, 12.32, 15.07, 16.76, 16.99, 16.23, 16.63, 12.51, 17.82, 16.54, 17.33, 18.28]",True
s00682,192.168.1.210,195.123.245.9,"[629.93, 645.76, 562.31, 584.81, 542.72, 521.88, 637.49, 675.23, 563.66]",True
s00277,192.168.1.114,151.101.1.140,"[54.74, 43.66, 24.56, 21.14, 7.57, 23.23, 13.14, 204.67, 39.69, 32.24, 39.51, 67.3]",False
s00848,192.168.1.25,91.108.4.182,"[15.94, 12.71, 13.55, 12.55, 12.56, 16.29, 15.28, 15.46, 15.53, 12.94, 16.89, 13.69, 13.7]",True
s00281,192.168.1.222,52.84.12.33,"[18.88, 25.08, 72.15, 72.1, 21.81, 27.22, 22.31, 98.52, 30.04, 32.5, 62.35, 16.68, 79.7, 27.34]",False
s00620,192.168.1.142,185.190.140.22,"[60.84, 59.58, 64.78, 60.36, 59.11, 62.4, 58.98, 62.94, 57.16, 58.5, 59.88, 59.4, 59.33, 57.41, 60.69]",True
s00986,192.168.1.105,195.123.245.9,"[107.47, 106.79, 86.67, 102.12, 105.35, 86.15, 105.26, 87.54]",True
s00467,192.168.1.225,13.107.21.200,"[4.65, 11.17, 13.32, 14.97, 12.69, 31.53, 30.15, 31.06, 15.41, 11.1, 4.41, 11.15, 23.74]",False
s00833,192.168.1.25,45.154.255.88,"[29.06, 31.18, 30.63, 29.87, 29.62, 30.26, 28.82, 30.05, 28.83, 28.86, 29.93, 31.02, 30.52, 29.26, 29.07, 29.05, 29.92, 30.02]",True
s01095,192.168.1.233,194.26.29.112,"[91.07, 113.91, 135.96, 149.48, 140.75, 104.37, 95.22, 113.32, 103.97, 103.46, 140.79, 120.55, 158.34]",True
s00372,192.168.1.114,93.184.216.34,"[0.14, 2.55, 2.48, 2.31, 3.29, 1.84, 38.99, 84.8, 1.38, 2.62, 2.02, 3.36, 3.16]",False
s00670,192.168.1.10,198.51.100.7,"[643.5, 604.93, 649.75, 693.68, 663.41, 611.37, 521.6, 574.31, 784.82, 501.98, 514.99, 571.95, 759.74]",True
s00488,192.168.1.8,93.184.216.34,"[12.27, 24.0, 30.21, 49.88, 21.1, 18.15, 89.5, 27.24, 32.96, 40.79, 22.88, 83.65]",False
s00529,192.168.1.216,52.84.12.33,"[18.45, 47.68, 28.84, 5.76, 26.84, 9.13, 17.94, 4.14, 4.16, 4.98, 60.58, 51.0]",False
s00749,192.168.1.105,45.154.255.88,"[57.79, 55.9, 58.48, 61.08, 60.17, 60.39, 59.11, 60.44, 60.47, 58.51, 61.33, 59.96, 61.72, 60.67, 60.59, 59.21, 59.84, 58.51, 58.39, 59.78, 57.58, 60.29]",True
s00610,192.168.1.10,91.108.4.182,"[158.22, 198.36, 211.96, 199.35, 175.1, 155.88, 144.1, 147.67, 176.75, 163.66, 205.24, 183.38, 158.21, 186.48, 193.74, 191.74, 168.38, 202.68, 178.92, 198.86, 167.94, 193.7]",True
s00331,192.168.1.188,198.51.100.25,"[16.74, 39.42, 61.76, 30.32, 26.55, 194.09, 32.3, 200.97, 25.1, 105.37, 7.59, 65.53, 79.51, 62.42]",False
s00442,192.168.1.128,198.51.100.25,"[31.45, 111.89, 49.27, 28.23, 30.42, 80.09]",False
s00184,192.168.1.223,104.16.85.20,"[87.69, 1.49, 0.47, 3.34, 3.13, 2.89, 75.39, 0.09, 23.64]",False
s00066,192.168.1.146,104.16.85.20,"[27.12, 19.07, 96.95, 44.16, 81.76, 60.32, 52.24, 9.32, 70.39, 25.92, 35.66, 6.94, 31.49, 35.75]",False
s00955,192.168.1.10,185.190.140.22,"[23.54, 23.94, 22.29, 20.47, 19.58, 18.79, 19.88, 19.11, 17.73, 18.46, 18.86]",True
s00903,192.168.1.44,91.108.4.182,"[10.75, 9.98, 10.08, 10.19, 10.83, 10.47, 10.23, 9.51, 10.31, 9.97, 10.37, 9.77, 10.44, 9.84, 10.12, 9.37, 10.23]",True
s00619,192.168.1.10,185.190.140.22,"[676.53, 518.33, 691.53, 561.54, 480.84, 562.18, 730.87, 657.72, 488.98, 437.53, 653.17, 587.21, 652.87]",True
s00633,192.168.1.210,45.154.255.88,"[51.58, 64.34, 53.53, 58.15, 52.5, 52.25]",True
s00335,192.168.1.189,104.16.85.20,"[28.62, 50.91, 57.77, 93.64, 58.6, 29.32, 119.8, 55.09]",False
s01136,192.168.1.105,194.26.29.112,"[30.25, 29.71, 31.17, 32.98, 30.93, 29.7, 32.28, 33.81, 28.61, 32.41, 34.03, 27.56, 30.12, 31.39, 27.98, 29.07, 33.04, 30.25]",True
s00641,192.168.1.105,195.123.245.9,"[15.36, 15.68, 15.61, 15.31, 15.97, 15.71, 14.26, 14.98, 15.23, 14.92, 15.22, 15.66, 13.21, 16.15, 14.66]",True
s01135,192.168.1.105,45.154.255.88,"[81.54, 83.77, 98.13, 100.53, 83.12, 104.72, 89.72, 70.28, 76.44]",True
s01155,192.168.1.233,185.220.101.44,"[185.17, 214.13, 220.03, 198.62, 138.29, 203.54, 154.29, 158.26, 174.8, 220.99, 208.32, 169.89, 184.82]",True
s00053,192.168.1.200,93.184.216.34,"[55.29, 97.52, 70.7, 57.73, 23.92, 17.4, 86.39, 154.83, 33.37]",False
s00683,192.168.1.78,185.220.101.44,"[57.61, 54.47, 62.5, 63.48, 64.67, 59.11, 57.91, 59.2, 57.82, 62.79, 60.89, 62.26]",True
s00653,192.168.1.78,198.51.100.7,"[100.36, 93.26, 146.64, 127.41, 120.39, 121.29, 127.82, 105.91, 93.2, 114.06, 111.83, 100.85, 122.63, 108.34, 138.87, 131.55, 126.32, 138.66]",True
s00500,192.168.1.201,93.184.216.34,"[64.12, 21.4, 0.77, 2.31, 2.91, 0.32]",False
s00895,192.168.1.233,198.51.100.7,"[56.5, 54.37, 53.24, 48.49, 52.17, 50.96, 45.33, 46.76]",True
s00061,192.168.1.120,142.250.80.14,"[74.9, 47.45, 64.41, 18.32, 15.74, 45.27]",False
s00068,192.168.1.86,17.253.144.10,"[9.77, 49.45, 22.47, 68.28, 26.26, 18.65, 27.71, 43.91, 32.07, 99.81]",False
s01164,192.168.1.142,195.123.245.9,"[128.73, 135.32, 126.83, 140.31, 114.5, 109.49, 130.14, 119.5, 111.34, 145.53, 142.38, 139.97, 118.67, 118.72]",True
s00183,192.168.1.141,142.250.80.14,"[21.83, 16.03, 83.68, 77.54, 41.59, 87.94, 5.19]",False
s00401,192.168.1.58,34.120.55.12,"[25.69, 4.53, 7.63, 22.0, 55.91, 27.49, 38.79]",False
s00844,192.168.1.78,91.108.4.182,"[113.57, 92.72, 114.52, 107.09, 99.02, 95.11, 114.68, 97.37, 88.54, 100.41, 105.01, 95.27, 107.89]",True
s00850,192.168.1.142,185.190.140.22,"[620.73, 496.17, 586.08, 648.38, 573.54, 586.13, 619.18]",True
s00906,192.168.1.78,194.26.29.112,"[30.8, 28.88, 28.69, 30.32, 32.16, 30.13, 29.14, 29.87, 30.61, 29.4, 29.25, 29.53, 31.4, 29.73]",True
s00330,192.168.1.144,13.107.21.200,"[2.06, 1.84, 1.98, 1.82, 2.01, 51.34, 2.42]",False
s00448,192.168.1.31,13.107.21.200,"[3.24, 2.58, 2.74, 17.31, 1.16, 3.49, 0.39, 1.33, 1.9, 3.31, 69.46]",False
s01120,192.168.1.210,194.26.29.112,"[15.85, 12.97, 15.22, 15.15, 15.33, 13.87, 16.02, 16.56]",True
s01016,192.168.1.233,185.220.101.44,"[9.94, 9.7, 10.17, 10.49, 10.1, 9.89, 9.98, 10.0, 10.01, 10.58, 10.02, 10.4, 10.47, 9.73, 9.64, 10.16, 9.63]",True
s00436,192.168.1.205,52.84.12.33,"[73.11, 28.04, 24.58, 45.94, 34.93]",False
s00189,192.168.1.42,142.250.80.14,"[91.0, 27.29, 45.15, 103.34, 23.09, 21.44]",False
s00415,192.168.1.211,52.84.12.33,"[52.93, 55.13, 25.44, 75.32, 29.41, 32.64, 11.82]",False
s00855,192.168.1.44,45.154.255.88,"[18.5, 18.42, 13.02, 12.46, 17.54, 16.01, 13.37, 17.76, 13.4, 17.95, 12.13, 16.17, 14.63, 13.43, 15.32, 14.63, 13.97, 13.23, 17.98, 11.48]",True
s00022,192.168.1.113,198.51.100.25,"[30.92, 32.36, 11.93, 7.62, 15.69, 32.86, 7.47, 11.33, 29.62, 16.77]",False
s00626,192.168.1.44,198.51.100.7,"[186.16, 152.42, 196.68, 166.64, 169.35, 189.94, 183.34, 152.12, 187.85, 160.97, 206.76, 176.12, 201.49, 187.01, 177.53, 160.69, 190.4, 179.49, 201.06]",True
s00195,192.168.1.160,151.101.1.140,"[2.46, 48.32, 3.31, 1.2, 85.49, 3.2, 3.49, 18.48, 2.16, 0.14, 0.97, 0.35, 85.17, 1.49]",False
s00994,192.168.1.44,91.108.4.182,"[93.02, 138.93, 121.31, 146.12, 129.67, 131.39]",True
s00839,192.168.1.210,194.26.29.112,"[10.2, 9.86, 9.79, 9.82, 10.24, 9.77, 9.86, 10.18, 10.13, 9.71, 9.78, 9.51, 9.9, 9.76, 10.27, 10.01]",True
s00595,192.168.1.151,93.184.216.34,"[27.09, 41.38, 16.97, 3.8, 69.3, 20.1, 12.79, 7.46, 43.69, 72.33, 64.21]",False
s00025,192.168.1.223,17.253.144.10,"[56.31, 21.84, 21.95, 26.92, 91.98, 28.51, 21.7]",False
s00219,192.168.1.245,93.184.216.34,"[65.95, 36.84, 47.33, 11.03, 83.18, 51.84, 43.49, 37.49, 97.11, 15.85]",False
s01186,192.168.1.78,195.123.245.9,"[112.17, 128.34, 142.24, 79.64, 152.51, 88.94, 163.2, 111.0, 157.94, 107.87, 94.29]",True
s00016,192.168.1.92,34.120.55.12,"[69.54, 74.79, 61.22, 110.4, 90.35, 36.57, 45.52, 52.84, 29.43, 60.38]",False
s00207,192.168.1.140,13.107.21.200,"[34.26, 20.37, 10.17, 48.65, 3.17, 57.33, 7.93, 16.59, 21.16]",False
s00412,192.168.1.150,17.253.144.10,"[2.92, 93.17, 1.5, 2.28, 1.0, 46.69, 1.42, 1.75, 18.72, 25.54, 0.83, 1.64, 2.08, 2.71]",False
s00502,192.168.1.135,93.184.216.34,"[3.19, 93.01, 1.05, 53.23, 0.95, 0.43, 43.83, 2.3, 76.06, 44.69, 3.17, 1.82, 88.94]",False
s00209,192.168.1.232,52.84.12.33,"[15.01, 16.61, 4.83, 8.33, 10.75, 73.93, 48.65, 24.25, 24.3, 7.03, 12.52, 26.03, 8.92, 6.12]",False
s00995,192.168.1.25,185.190.140.22,"[70.56, 47.54, 48.09, 53.25, 57.84, 62.86, 54.81, 66.04, 52.29]",True
s00675,192.168.1.105,198.51.100.7,"[213.24, 162.87, 154.14, 182.94, 150.6, 180.44, 209.38, 203.4, 189.94, 159.36, 171.37, 152.92, 145.8, 192.25, 182.85, 180.59, 163.24, 153.43, 152.73, 167.94, 151.35]",True
s01131,192.168.1.233,194.26.29.112,"[30.45, 29.33, 29.14, 30.17, 29.85, 30.72, 29.83, 29.86, 30.89, 31.01, 30.09, 29.54, 31.16, 30.3, 30.32, 28.88, 27.49]",True
s00334,192.168.1.240,142.250.80.14,"[29.01, 45.49, 68.45, 69.86, 71.79, 62.51, 68.79, 63.08, 60.89, 57.44, 69.85, 27.68, 68.97, 12.17, 21.31]",False
s00234,192.168.1.144,13.107.21.200,"[11.06, 65.35, 3.31, 22.36, 12.63, 10.66, 9.0, 26.59, 17.56]",False
s00712,192.168.1.105,203.0.113.90,"[60.76, 62.43, 63.37, 58.48, 60.97, 59.11, 58.39, 62.01, 61.02, 58.1, 60.45]",True
s00475,192.168.1.209,151.101.1.140,"[24.69, 60.43, 65.48, 84.67, 82.3, 72.13, 82.88, 23.48, 158.55]",False
s01003,192.168.1.142,91.108.4.182,"[183.91, 259.89, 310.25, 255.26, 264.31, 208.06, 271.61, 349.65, 263.4, 246.17, 304.82, 305.34]",True
s00312,192.168.1.138,52.84.12.33,"[103.09, 5.82, 6.37, 26.48, 35.27, 44.57, 13.65]",False
s00438,192.168.1.156,34.120.55.12,"[86.33, 51.83, 84.58, 19.06, 120.86, 30.55, 52.67, 27.54, 51.93, 130.15, 42.09, 42.43, 20.08, 11.33, 80.32]",False
s00263,192.168.1.74,151.101.1.140,"[53.0, 14.52, 22.52, 49.81, 49.97, 50.69, 58.44, 27.43, 35.57, 39.03, 42.01]",False
s00941,192.168.1.233,194.26.29.112,"[55.64, 61.14, 57.13, 58.1, 55.89, 57.62, 57.38]",True
s00699,192.168.1.44,185.190.140.22,"[31.24, 27.74, 27.63, 30.21, 28.58, 27.46, 32.26, 31.85, 28.87, 29.45]",True
s01140,192.168.1.233,185.190.140.22,"[43.39, 47.67, 43.13, 42.52, 46.07, 42.45, 46.36, 49.66, 44.47]",True
s00033,192.168.1.240,52.84.12.33,"[3.02, 83.09, 3.43, 0.87, 51.1, 0.08, 2.93, 0.72]",False
s00813,192.168.1.142,195.123.245.9,"[294.85, 299.88, 295.17, 316.29, 323.86, 282.74]",True
s00137,192.168.1.238,104.16.85.20,"[48.05, 27.97, 102.41, 91.4, 22.56, 11.03, 30.24, 54.74, 63.7]",False
s00606,192.168.1.210,195.123.245.9,"[51.54, 41.69, 52.51, 47.33, 49.38, 48.94, 47.61, 50.45, 35.78, 54.42, 46.19, 49.64, 49.33, 49.98]",True
s01138,192.168.1.78,185.220.101.44,"[276.64, 239.87, 238.15, 221.8, 259.87, 256.38, 267.27, 225.84]",True
s01104,192.168.1.25,195.123.245.9,"[64.36, 57.32, 55.96, 59.56, 48.45, 65.0]",True
s00546,192.168.1.83,13.107.21.200,"[27.92, 9.07, 33.78, 31.53, 63.02, 28.08, 128.19, 109.74, 49.18]",False
s01007,192.168.1.210,91.108.4.182,"[570.03, 591.63, 601.87, 589.28, 595.78, 632.56, 617.53, 607.64, 654.61, 605.72, 610.38, 548.38, 634.84, 606.59, 572.55, 715.25, 561.04]",True
s00021,192.168.1.215,17.253.144.10,"[57.79, 22.37, 6.81, 9.62, 48.17, 45.41, 4.86]",False
s01166,192.168.1.25,91.108.4.182,"[336.26, 284.81, 303.29, 300.37, 306.85, 317.91, 298.08, 311.0, 296.89, 289.23, 317.31, 301.27, 281.72, 322.05]",True
s00700,192.168.1.105,198.51.100.7,"[20.33, 22.73, 23.18, 18.09, 21.75, 21.29, 21.69]",True
s00947,192.168.1.78,185.220.101.44,"[47.75, 54.23, 45.3, 46.18, 49.98, 52.02, 49.4, 52.04, 50.87, 49.46, 52.16]",True
s00811,192.168.1.10,91.108.4.182,"[97.71, 93.86, 111.71, 100.31, 104.7, 97.73, 81.53, 99.26, 100.26, 113.28, 105.46, 93.68, 95.45, 115.22]",True
s00029,192.168.1.211,52.84.12.33,"[25.87, 46.35, 129.6, 15.22, 2.48, 8.74, 18.24, 19.25, 46.44]",False
s00479,192.168.1.46,151.101.1.140,"[54.42, 74.3, 24.43, 50.85, 54.27, 36.75]",False
s00551,192.168.1.190,151.101.1.140,"[17.86, 31.05, 35.51, 76.28, 27.63, 23.11, 39.02, 32.2, 76.37]",False
s00454,192.168.1.146,142.250.80.14,"[22.29, 51.73, 46.62, 29.14, 37.54, 139.03, 84.09, 20.45, 46.1, 33.02, 34.42, 30.88, 23.64]",False
s00301,192.168.1.30,52.84.12.33,"[16.81, 81.34, 8.74, 13.41, 28.76, 21.49, 7.65, 20.64, 7.73, 8.01, 11.73]",False
s00253,192.168.1.129,142.250.80.14,"[1.09, 0.41, 1.38, 2.36, 2.94, 66.01, 40.85, 2.66, 74.15, 49.72, 83.65, 3.15, 79.44, 2.05, 0.83, 2.58]",False
s00874,192.168.1.44,185.220.101.44,"[9.79, 10.06, 9.74, 10.17, 9.63, 10.25, 10.38, 10.02, 9.78, 9.79, 9.81, 9.49, 9.88, 10.26, 10.13, 10.07, 9.95, 9.49, 9.84]",True
s01162,192.168.1.142,195.123.245.9,"[51.67, 51.6, 51.09, 49.08, 54.87, 48.79, 50.88, 46.77, 55.52]",True
s00206,192.168.1.94,198.51.100.25,"[89.2, 0.57, 1.75, 1.62, 50.6, 2.16, 1.19, 69.33, 2.22, 2.94]",False
s01197,192.168.1.78,198.51.100.7,"[101.69, 95.4, 79.21, 79.73, 86.98, 98.48, 79.17, 97.21, 102.88, 87.87, 107.49, 105.56, 89.87]",True
s00428,192.168.1.210,198.51.100.25,"[1.45, 30.21, 0.23, 29.7, 2.06, 2.82, 0.07, 0.88, 1.13, 60.96]",False
s00854,192.168.1.233,185.220.101.44,"[83.46, 85.54, 95.14, 82.29, 93.9, 98.78, 81.82, 100.36, 99.76, 84.36]",True
s00942,192.168.1.233,91.108.4.182,"[10.55, 10.6, 10.68, 10.0, 10.3, 9.51, 10.2, 10.06, 10.03, 10.56, 10.02, 10.12]",True
s00655,192.168.1.105,185.220.101.44,"[60.1, 60.29, 60.12, 56.21, 59.8, 59.68, 59.37, 59.38, 59.39, 61.56]",True
s01021,192.168.1.25,198.51.100.7,"[112.44, 90.23, 96.61, 100.49, 98.99, 83.13, 97.4, 90.43]",True
s00409,192.168.1.213,104.16.85.20,"[2.22, 3.11, 1.46, 1.01, 3.23, 1.24]",False
s00687,192.168.1.10,198.51.100.7,"[9.71, 9.98, 10.05, 9.85, 10.07, 9.12, 10.05, 9.62, 9.87, 9.48, 10.33, 10.3, 10.12, 9.73, 10.14, 9.82, 9.85, 9.55, 9.56, 10.38]",True
s00885,192.168.1.25,195.123.245.9,"[29.37, 29.84, 29.23, 29.28, 29.74, 28.83, 30.44, 28.93, 30.17, 29.44, 30.57]",True
s01187,192.168.1.25,91.108.4.182,"[110.89, 91.05, 100.37, 99.16, 98.41, 105.45, 109.26, 105.47, 89.45, 103.81, 89.5]",True
s00846,192.168.1.25,198.51.100.7,"[30.31, 31.26, 29.69, 29.86, 30.59, 30.83, 31.58, 30.19, 29.45, 29.46, 29.09, 29.31, 31.77, 30.73, 30.99, 31.18, 30.74, 29.43, 31.42, 29.73, 29.89, 29.34, 29.72, 29.5, 30.33]",True
s00696,192.168.1.105,203.0.113.90,"[286.61, 277.63, 276.41, 299.78, 294.11, 304.75, 306.11, 313.28]",True
s00382,192.168.1.23,104.16.85.20,"[86.48, 39.92, 31.39, 110.49, 22.27, 52.79, 24.5, 28.59, 30.05, 83.35, 26.82]",False
s01132,192.168.1.44,45.154.255.88,"[99.39, 97.01, 88.74, 95.51, 81.21, 84.76, 91.77, 89.63, 90.86, 92.8, 99.05, 88.53]",True
s00201,192.168.1.210,104.16.85.20,"[3.37, 10.37, 24.79, 11.93, 26.21, 17.73, 14.17, 50.32, 40.48, 3.88, 25.85, 13.93]",False
s00757,192.168.1.25,194.26.29.112,"[111.64, 125.04, 131.07, 140.91, 116.23, 107.74, 129.8, 119.37, 132.36, 124.16]",True
s00108,192.168.1.167,151.101.1.140,"[105.91, 34.06, 62.98, 56.22, 25.1, 81.34, 61.24, 39.26]",False
s00658,192.168.1.78,194.26.29.112,"[200.55, 216.74, 185.44, 163.54, 146.8, 144.73, 201.96, 170.45, 202.64, 193.97, 157.52, 196.99, 196.76, 188.08, 161.15, 192.99, 166.55, 167.4]",True
s00032,192.168.1.78,142.250.80.14,"[35.34, 21.81, 42.4, 83.44, 43.68, 66.63, 31.9, 4.91]",False
s01177,192.168.1.10,194.26.29.112,"[296.17, 286.89, 299.98, 312.84, 326.99, 307.9, 370.97, 281.64, 280.49, 334.85, 271.15, 345.01, 294.7, 336.35]",True
s00666,192.168.1.142,194.26.29.112,"[60.52, 58.96, 60.12, 58.13, 60.36, 57.88, 58.57, 62.59, 59.01, 59.6]",True
s01081,192.168.1.105,91.108.4.182,"[181.53, 201.23, 194.97, 176.04, 155.84, 158.29, 200.44, 186.02, 196.48, 196.32, 202.04, 201.19]",True
s00223,192.168.1.109,13.107.21.200,"[25.85, 5.89, 59.98, 67.83, 3.05, 9.8, 9.44, 17.75, 25.91, 4.59, 56.28, 51.49, 3.72, 24.89]",False
s00715,192.168.1.233,91.108.4.182,"[193.87, 204.6, 179.63, 197.29, 152.06, 198.61, 195.33, 180.16, 166.35, 174.1, 190.51, 183.36, 175.05]",True
s00677,192.168.1.105,194.26.29.112,"[132.83, 134.8, 129.62, 100.52, 130.35, 135.12, 105.97, 110.48, 105.65, 113.36, 101.83, 104.28, 105.1, 104.24, 120.52, 100.81]",True
s00584,192.168.1.141,104.16.85.20,"[30.33, 19.01, 10.22, 5.24, 6.59, 20.28, 7.72, 23.15, 5.09]",False
s00568,192.168.1.169,198.51.100.25,"[68.84, 2.46, 0.42, 67.37, 88.12, 3.25, 2.34, 3.12, 38.77, 58.16]",False
s01035,192.168.1.44,194.26.29.112,"[9.4, 10.24, 10.18, 10.41, 10.14, 9.7, 10.44, 10.46, 10.3, 10.98, 9.86, 9.57, 10.21, 9.57, 10.35, 9.94, 9.87, 10.04]",True
s00716,192.168.1.78,203.0.113.90,"[100.59, 95.67, 92.93, 93.33, 106.36, 89.11, 104.43, 117.17]",True
s00422,192.168.1.173,13.107.21.200,"[51.48, 23.43, 35.27, 95.31, 29.34, 31.16, 49.66, 18.91, 31.91, 28.98, 51.88]",False
s00443,192.168.1.49,104.16.85.20,"[10.92, 15.87, 4.51, 9.2, 13.5, 54.69, 40.31, 6.14, 69.53, 4.43]",False
s00124,192.168.1.202,142.250.80.14,"[30.46, 30.72, 55.84, 21.42, 16.86]",False
s00862,192.168.1.44,198.51.100.7,"[61.71, 59.93, 59.24, 60.09, 58.48, 58.84, 61.65, 58.42, 57.44, 58.93, 64.72, 56.64, 62.04, 60.95, 60.24, 60.34, 63.26, 62.12, 60.4, 64.33, 57.09, 61.33]",True
s01161,192.168.1.78,185.220.101.44,"[57.32, 54.12, 56.87, 55.33, 64.22, 63.3, 57.34, 61.05, 53.35, 58.1, 53.31, 60.41, 56.61]",True
s00520,192.168.1.206,52.84.12.33,"[10.57, 23.61, 6.91, 13.28, 26.11, 4.22, 3.18, 9.97, 9.86, 27.61]",False
s01067,192.168.1.233,198.51.100.7,"[28.75, 30.45, 27.61, 29.39, 30.38, 31.31, 31.0, 30.66, 27.78, 29.85, 30.55, 30.78, 29.88, 31.33, 29.29, 29.03, 28.63, 29.96, 29.35, 29.34, 31.0, 31.0]",True
s00717,192.168.1.105,203.0.113.90,"[301.49, 285.05, 289.68, 323.71, 285.23, 357.92, 307.61, 319.42, 287.87, 285.67, 340.61, 330.71]",True
s00385,192.168.1.250,198.51.100.25,"[11.13, 49.98, 14.9, 10.37, 15.01, 8.12, 20.98, 15.05, 62.64, 4.45, 4.22]",False
s00562,192.168.1.65,142.250.80.14,"[11.51, 36.8, 20.35, 8.01, 21.59, 33.4, 10.66, 10.73, 32.21, 15.91, 8.49, 22.88, 21.62]",False
s00461,192.168.1.214,151.101.1.140,"[46.39, 1.82, 0.42, 0.17, 2.5, 2.31, 52.56, 1.81, 0.46, 2.56, 1.77, 2.98, 19.49, 2.39, 48.84]",False
s00196,192.168.1.57,142.250.80.14,"[0.74, 2.8, 0.98, 0.66, 35.62, 1.34, 1.45, 0.99, 78.25]",False
s00465,192.168.1.179,52.84.12.33,"[0.57, 91.2, 1.84, 3.47, 1.17, 69.04, 2.42, 1.72]",False
s01154,192.168.1.142,194.26.29.112,"[57.96, 59.93, 54.52, 59.48, 56.62, 60.24, 57.82]",True
s00257,192.168.1.72,198.51.100.25,"[65.64, 63.76, 95.02, 11.42, 33.67, 74.35, 84.39, 76.44]",False
s01178,192.168.1.105,185.220.101.44,"[20.4, 17.48, 23.23, 23.09, 18.77, 21.27, 18.35, 19.05, 17.96, 18.94]",True
s00964,192.168.1.210,185.190.140.22,"[759.71, 747.22, 550.1, 616.54, 585.47, 441.82, 766.8, 495.81, 657.96, 589.32, 531.88, 525.5, 583.74, 633.32, 334.63, 580.67]",True
s00790,192.168.1.233,203.0.113.90,"[55.94, 51.47, 53.89, 48.02, 45.83, 57.28]",True
s01128,192.168.1.105,195.123.245.9,"[30.31, 31.78, 29.77, 29.72, 29.87, 30.38, 30.51, 29.78, 29.28, 30.6, 30.53, 30.12, 30.01, 30.18, 28.62, 28.74, 29.42, 29.5, 29.65, 29.77, 30.3, 29.38, 29.97, 31.65, 29.11]",True
s00194,192.168.1.122,93.184.216.34,"[23.32, 78.76, 40.72, 51.26, 29.78, 15.45, 68.54, 54.86, 167.9, 37.08, 21.99, 21.59]",False
s00264,192.168.1.234,151.101.1.140,"[80.44, 2.87, 80.78, 0.19, 3.09, 2.03, 0.92, 1.32, 0.69, 53.65, 0.65, 0.99, 74.16]",False
s00817,192.168.1.25,194.26.29.112,"[55.36, 66.54, 60.2, 60.39, 59.28, 65.24, 58.64, 66.19, 66.28, 63.45, 65.08, 61.87, 61.84, 62.5, 52.47]",True
s00169,192.168.1.46,104.16.85.20,"[1.7, 0.9, 1.1, 2.23, 3.11, 0.8, 2.32, 0.4, 3.24, 57.21, 0.99, 80.59]",False
s00381,192.168.1.126,151.101.1.140,"[0.64, 2.16, 0.18, 50.93, 1.6, 2.73, 34.78, 16.43]",False
s00226,192.168.1.187,93.184.216.34,"[81.85, 23.37, 58.77, 38.97, 60.33, 12.13, 45.33, 54.26, 49.38, 69.48, 46.87, 42.71, 30.58, 87.52]",False
s00877,192.168.1.210,185.220.101.44,"[20.11, 17.46, 17.53, 24.09, 18.88, 17.34, 20.28, 18.35, 19.38, 17.27, 18.18, 20.37]",True
s00690,192.168.1.233,91.108.4.182,"[317.27, 324.36, 258.21, 322.55, 330.64, 334.44, 313.18, 291.88, 266.52, 341.77, 278.83, 279.58, 289.22]",True
s00362,192.168.1.216,34.120.55.12,"[132.81, 6.08, 16.81, 37.76, 24.91, 73.79, 8.36]",False
s00034,192.168.1.118,198.51.100.25,"[1.93, 3.47, 2.21, 0.19, 0.96, 84.68, 0.83, 2.2, 89.03]",False
s00472,192.168.1.30,34.120.55.12,"[8.98, 22.08, 25.46, 8.03, 52.24, 10.37, 26.13, 10.38, 8.47, 31.08, 67.65, 9.02, 14.76]",False
s00591,192.168.1.103,13.107.21.200,"[28.48, 29.5, 51.79, 15.12, 16.61, 11.73, 69.91, 28.28, 44.99, 57.3]",False
s01189,192.168.1.44,203.0.113.90,"[372.44, 382.79, 321.32, 343.48, 295.46, 343.25, 225.56, 259.05, 283.62, 285.53, 323.95, 247.64, 310.36, 301.65, 322.61, 327.02]",True
