src_ip,dst_ip,unique_dst_ports,scan_duration_s,is_attack
194.26.29.112,10.0.0.8,989,3.77,True
192.168.1.25,10.0.0.8,1,1.67,False
91.108.4.182,10.0.10.20,133,38.11,True
192.168.1.163,10.0.0.5,2,2.44,False
192.168.1.175,10.0.0.7,4,2.5,False
185.220.101.15,10.0.0.7,899,5.03,True
192.168.1.34,10.0.0.7,2,1.18,False
192.168.1.77,10.0.0.7,168,25.58,True
194.26.29.112,10.0.10.20,24124,25.43,True
192.168.1.168,10.0.10.20,1,0.6,False
192.168.1.90,10.0.10.20,35023,17.94,True
194.26.29.112,10.0.20.50,140,46.06,True
192.168.1.90,10.0.0.8,47432,30.95,True
192.168.1.90,10.0.0.5,143,1.03,True
45.154.255.88,10.0.10.20,27263,13.2,True
192.168.1.83,10.0.20.50,2,1.94,False
194.26.29.112,10.0.0.8,380,1.27,True
91.108.4.182,10.0.10.20,949,3.76,True
192.168.1.123,10.0.20.50,6,2.33,False
45.154.255.88,10.0.0.8,859,2.91,True
192.168.1.60,10.0.20.50,6,0.79,False
194.26.29.112,10.0.0.8,988,5.12,True
192.168.1.33,10.0.0.6,1,1.49,False
192.168.1.120,10.0.20.50,6,0.83,False
192.168.1.180,10.0.0.6,1,0.94,False
194.26.29.112,10.0.0.6,199,32.25,True
91.108.4.182,10.0.0.7,897,3.22,True
45.154.255.88,10.0.0.7,61737,12.75,True
192.168.1.29,10.0.0.6,1,0.35,False
192.168.1.22,10.0.10.20,4,2.09,False
45.154.255.88,10.0.0.8,203,34.85,True
45.154.255.88,10.0.0.6,360,1.51,True
91.108.4.182,10.0.20.50,930,3.42,True
194.26.29.112,10.0.0.7,942,5.7,True
185.220.101.15,10.0.10.20,373,0.58,True
192.168.1.216,10.0.0.5,1,1.13,False
192.168.1.90,10.0.0.5,910,4.38,True
91.108.4.182,10.0.10.20,53909,26.26,True
185.220.101.15,10.0.0.6,925,5.04,True
192.168.1.144,10.0.0.5,1,1.72,False
194.26.29.112,10.0.0.5,132,46.73,True
45.154.255.88,10.0.20.50,466,1.73,True
192.168.1.145,10.0.10.20,3,1.72,False
192.168.1.175,10.0.0.6,1,1.15,False
192.168.1.79,10.0.10.20,2,1.99,False
192.168.1.101,10.0.0.6,1,0.12,False
192.168.1.18,10.0.20.50,1,0.83,False
192.168.1.83,10.0.0.5,2,0.09,False
91.108.4.182,10.0.0.5,102,53.96,True
192.168.1.77,10.0.0.5,894,3.26,True
91.108.4.182,10.0.0.6,284,0.55,True
192.168.1.35,10.0.0.5,1,0.67,False
192.168.1.213,10.0.0.6,1,0.61,False
192.168.1.196,10.0.0.7,1,0.39,False
45.154.255.88,10.0.20.50,15167,22.02,True
192.168.1.92,10.0.0.7,3,0.46,False
192.168.1.141,10.0.0.6,2,0.46,False
91.108.4.182,10.0.0.7,358,1.84,True
192.168.1.54,10.0.0.5,5,0.45,False
192.168.1.165,10.0.10.20,1,0.77,False
192.168.1.107,10.0.0.7,1,0.61,False
192.168.1.90,10.0.20.50,988,2.87,True
192.168.1.27,10.0.0.6,1,0.48,False
45.154.255.88,10.0.0.7,181,1.93,True
185.220.101.15,10.0.0.7,24040,11.19,True
192.168.1.42,10.0.0.7,2,0.37,False
192.168.1.16,10.0.0.5,2,2.14,False
192.168.1.151,10.0.0.5,3,0.2,False
192.168.1.200,10.0.20.50,4,2.23,False
45.154.255.88,10.0.0.7,35201,18.82,True
192.168.1.217,10.0.0.5,1,0.67,False
192.168.1.77,10.0.20.50,903,3.76,True
192.168.1.219,10.0.20.50,3,0.54,False
192.168.1.90,10.0.0.8,389,1.99,True
45.154.255.88,10.0.0.8,913,5.22,True
192.168.1.77,10.0.0.5,971,5.03,True
192.168.1.71,10.0.10.20,3,1.32,False
192.168.1.205,10.0.0.8,1,1.19,False
192.168.1.37,10.0.0.8,1,1.54,False
192.168.1.66,10.0.0.5,3,1.26,False
192.168.1.46,10.0.0.6,1,2.22,False
192.168.1.33,10.0.10.20,3,2.33,False
192.168.1.90,10.0.0.6,64220,33.07,True
192.168.1.136,10.0.20.50,1,0.51,False
194.26.29.112,10.0.0.7,231,0.54,True
192.168.1.207,10.0.20.50,2,0.4,False
45.154.255.88,10.0.20.50,218,1.66,True
91.108.4.182,10.0.0.6,9634,20.1,True
192.168.1.63,10.0.0.5,3,2.3,False
192.168.1.90,10.0.10.20,203,1.95,True
192.168.1.90,10.0.0.7,399,1.13,True
45.154.255.88,10.0.0.7,100,16.63,True
192.168.1.25,10.0.0.8,2,2.29,False
192.168.1.90,10.0.0.8,100,0.59,True
91.108.4.182,10.0.10.20,469,0.51,True
194.26.29.112,10.0.0.6,271,1.95,True
192.168.1.60,10.0.10.20,2,1.01,False
192.168.1.76,10.0.0.7,2,0.93,False
192.168.1.77,10.0.0.6,932,5.9,True
192.168.1.39,10.0.20.50,4,1.78,False
45.154.255.88,10.0.0.8,134,40.13,True
185.220.101.15,10.0.20.50,16304,30.12,True
192.168.1.55,10.0.0.6,2,2.48,False
192.168.1.164,10.0.0.7,1,1.01,False
192.168.1.203,10.0.0.7,1,0.42,False
192.168.1.90,10.0.0.5,953,2.59,True
192.168.1.138,10.0.20.50,2,0.46,False
192.168.1.90,10.0.10.20,968,3.85,True
192.168.1.135,10.0.10.20,3,1.24,False
192.168.1.48,10.0.0.6,3,1.69,False
91.108.4.182,10.0.0.5,902,5.47,True
185.220.101.15,10.0.10.20,202,30.96,True
192.168.1.120,10.0.0.6,1,0.92,False
192.168.1.77,10.0.0.6,108,0.94,True
192.168.1.197,10.0.0.5,1,1.83,False
192.168.1.30,10.0.0.5,1,0.82,False
192.168.1.179,10.0.0.5,1,2.15,False
192.168.1.76,10.0.0.8,3,0.4,False
192.168.1.110,10.0.0.6,1,1.55,False
192.168.1.192,10.0.0.8,1,0.84,False
194.26.29.112,10.0.0.6,8256,12.62,True
192.168.1.171,10.0.0.5,2,1.95,False
192.168.1.81,10.0.0.5,2,2.05,False
192.168.1.138,10.0.20.50,4,2.03,False
192.168.1.77,10.0.0.7,57,38.61,True
185.220.101.15,10.0.20.50,27900,33.8,True
192.168.1.12,10.0.0.8,1,0.48,False
192.168.1.123,10.0.0.5,3,0.51,False
192.168.1.32,10.0.0.6,1,2.31,False
192.168.1.39,10.0.0.7,3,0.43,False
45.154.255.88,10.0.0.5,421,1.44,True
192.168.1.194,10.0.10.20,1,1.21,False
192.168.1.90,10.0.0.6,255,0.55,True
192.168.1.143,10.0.20.50,2,0.19,False
192.168.1.139,10.0.20.50,4,0.77,False
192.168.1.177,10.0.0.5,1,1.12,False
192.168.1.122,10.0.0.8,6,0.65,False
45.154.255.88,10.0.10.20,976,4.08,True
192.168.1.64,10.0.20.50,1,0.77,False
45.154.255.88,10.0.20.50,230,1.99,True
192.168.1.79,10.0.0.7,1,0.87,False
192.168.1.129,10.0.20.50,2,0.8,False
192.168.1.77,10.0.0.8,405,1.75,True
192.168.1.72,10.0.0.7,5,0.6,False
192.168.1.65,10.0.0.6,2,1.49,False
192.168.1.49,10.0.10.20,1,1.28,False
91.108.4.182,10.0.20.50,399,1.26,True
91.108.4.182,10.0.0.6,958,4.73,True
194.26.29.112,10.0.20.50,492,1.31,True
194.26.29.112,10.0.0.6,158,55.39,True
194.26.29.112,10.0.0.8,337,1.72,True
45.154.255.88,10.0.0.8,405,0.55,True
192.168.1.220,10.0.20.50,5,2.19,False
45.154.255.88,10.0.0.5,943,3.33,True
192.168.1.23,10.0.0.8,1,1.85,False
192.168.1.216,10.0.0.5,2,0.65,False
192.168.1.154,10.0.0.6,3,0.41,False
192.168.1.103,10.0.0.7,2,1.23,False
192.168.1.12,10.0.0.5,2,1.32,False
192.168.1.77,10.0.10.20,58474,14.48,True
45.154.255.88,10.0.0.5,150,41.33,True
192.168.1.87,10.0.0.7,2,0.15,False
45.154.255.88,10.0.0.8,126,21.37,True
192.168.1.14,10.0.0.8,2,0.78,False
192.168.1.90,10.0.10.20,462,1.72,True
91.108.4.182,10.0.0.5,862,5.09,True
91.108.4.182,10.0.0.8,335,1.45,True
192.168.1.77,10.0.20.50,930,3.13,True
192.168.1.159,10.0.0.8,1,0.57,False
185.220.101.15,10.0.0.5,230,48.34,True
192.168.1.77,10.0.0.8,35168,29.16,True
192.168.1.150,10.0.0.8,1,0.68,False
192.168.1.137,10.0.0.6,3,1.7,False
192.168.1.159,10.0.10.20,2,0.75,False
45.154.255.88,10.0.0.8,222,44.7,True
45.154.255.88,10.0.0.6,881,4.06,True
192.168.1.156,10.0.0.8,3,1.06,False
192.168.1.90,10.0.0.6,214,36.84,True
185.220.101.15,10.0.0.6,873,3.97,True
194.26.29.112,10.0.0.6,50037,19.12,True
192.168.1.93,10.0.10.20,2,1.33,False
192.168.1.77,10.0.20.50,35440,13.16,True
192.168.1.125,10.0.0.5,5,0.8,False
194.26.29.112,10.0.0.5,247,1.8,True
194.26.29.112,10.0.0.5,28465,12.61,True
192.168.1.71,10.0.10.20,1,0.13,False
185.220.101.15,10.0.0.8,20748,26.34,True
192.168.1.50,10.0.0.7,3,1.58,False
194.26.29.112,10.0.0.5,111,1.38,True
192.168.1.44,10.0.20.50,2,1.24,False
192.168.1.79,10.0.0.6,5,0.15,False
192.168.1.98,10.0.10.20,1,1.34,False
192.168.1.38,10.0.10.20,3,1.09,False
194.26.29.112,10.0.20.50,143,32.64,True
192.168.1.77,10.0.0.6,45277,10.36,True
192.168.1.212,10.0.0.7,2,0.74,False
192.168.1.90,10.0.0.7,63936,14.75,True
192.168.1.163,10.0.10.20,4,2.2,False
194.26.29.112,10.0.0.7,33988,18.4,True
192.168.1.196,10.0.0.7,1,1.93,False
91.108.4.182,10.0.0.5,156,21.28,True
45.154.255.88,10.0.10.20,271,1.04,True
45.154.255.88,10.0.10.20,401,1.11,True
192.168.1.129,10.0.0.7,5,1.37,False
192.168.1.70,10.0.10.20,1,1.76,False
192.168.1.133,10.0.0.7,1,1.92,False
192.168.1.181,10.0.0.6,2,0.99,False
194.26.29.112,10.0.10.20,911,5.72,True
192.168.1.124,10.0.0.8,2,1.18,False
185.220.101.15,10.0.0.7,953,2.77,True
45.154.255.88,10.0.0.6,154,37.78,True
192.168.1.50,10.0.0.6,2,0.53,False
185.220.101.15,10.0.10.20,129,47.88,True
192.168.1.31,10.0.0.8,1,0.66,False
192.168.1.157,10.0.0.7,2,0.31,False
192.168.1.77,10.0.20.50,242,29.24,True
45.154.255.88,10.0.0.7,274,1.8,True
192.168.1.167,10.0.20.50,1,2.0,False
192.168.1.77,10.0.0.5,954,4.72,True
192.168.1.77,10.0.0.6,941,3.96,True
192.168.1.211,10.0.0.6,3,1.28,False
192.168.1.187,10.0.0.7,1,0.21,False
192.168.1.58,10.0.10.20,1,0.39,False
192.168.1.156,10.0.20.50,5,0.54,False
192.168.1.32,10.0.0.6,1,0.97,False
192.168.1.92,10.0.0.7,2,1.02,False
192.168.1.77,10.0.20.50,235,0.87,True
192.168.1.77,10.0.0.8,3,2.27,False
45.154.255.88,10.0.0.8,166,23.61,True
192.168.1.61,10.0.0.7,2,1.1,False
192.168.1.77,10.0.0.5,325,1.92,True
192.168.1.94,10.0.0.5,1,1.63,False
194.26.29.112,10.0.0.7,226,37.87,True
91.108.4.182,10.0.0.8,899,3.24,True
192.168.1.77,10.0.0.6,305,0.61,True
91.108.4.182,10.0.10.20,152,29.52,True
91.108.4.182,10.0.0.5,62440,18.78,True
192.168.1.161,10.0.0.6,1,0.24,False
91.108.4.182,10.0.0.7,382,1.29,True
192.168.1.135,10.0.0.6,1,2.17,False
192.168.1.147,10.0.0.6,5,1.28,False
192.168.1.89,10.0.20.50,1,2.41,False
192.168.1.77,10.0.0.6,116,1.06,True
192.168.1.76,10.0.0.5,3,1.73,False
192.168.1.90,10.0.10.20,61612,29.27,True
192.168.1.90,10.0.20.50,381,1.62,True
192.168.1.92,10.0.20.50,1,1.88,False
192.168.1.210,10.0.0.6,3,2.34,False
192.168.1.90,10.0.10.20,34722,22.86,True
185.220.101.15,10.0.0.5,457,1.2,True
192.168.1.48,10.0.0.8,1,1.01,False
192.168.1.193,10.0.20.50,1,2.32,False
91.108.4.182,10.0.0.6,49310,27.71,True
192.168.1.66,10.0.10.20,1,1.48,False
185.220.101.15,10.0.0.6,130,48.76,True
192.168.1.138,10.0.0.8,2,0.82,False
45.154.255.88,10.0.0.5,29800,14.5,True
192.168.1.217,10.0.0.5,2,1.25,False
192.168.1.142,10.0.0.8,4,1.95,False
192.168.1.148,10.0.20.50,3,0.47,False
192.168.1.91,10.0.0.7,2,1.12,False
192.168.1.174,10.0.10.20,1,1.0,False
192.168.1.82,10.0.0.6,3,2.32,False
192.168.1.77,10.0.10.20,115,16.63,True
91.108.4.182,10.0.20.50,208,1.65,True
192.168.1.156,10.0.20.50,1,1.31,False
91.108.4.182,10.0.20.50,153,29.32,True
192.168.1.212,10.0.0.5,1,2.24,False
192.168.1.170,10.0.10.20,2,1.55,False
91.108.4.182,10.0.0.7,205,49.31,True
192.168.1.90,10.0.0.8,37385,8.94,True
192.168.1.190,10.0.10.20,3,1.41,False
192.168.1.120,10.0.20.50,1,0.74,False
185.220.101.15,10.0.0.7,12527,31.63,True
192.168.1.77,10.0.0.7,12713,18.76,True
192.168.1.174,10.0.10.20,4,1.07,False
185.220.101.15,10.0.0.7,389,0.67,True
45.154.255.88,10.0.10.20,190,45.57,True
91.108.4.182,10.0.0.7,393,1.74,True
192.168.1.151,10.0.0.6,1,0.34,False
192.168.1.165,10.0.20.50,1,2.27,False
192.168.1.77,10.0.20.50,117,49.49,True
91.108.4.182,10.0.20.50,47853,14.31,True
192.168.1.105,10.0.10.20,2,1.94,False
192.168.1.91,10.0.0.5,1,2.06,False
192.168.1.123,10.0.0.8,2,2.27,False
192.168.1.77,10.0.20.50,63090,28.7,True
192.168.1.214,10.0.0.7,2,2.43,False
192.168.1.87,10.0.0.7,1,0.21,False
192.168.1.61,10.0.0.7,3,0.06,False
192.168.1.77,10.0.10.20,134,27.75,True
192.168.1.77,10.0.0.5,306,0.64,True
185.220.101.15,10.0.0.8,231,59.32,True
192.168.1.128,10.0.0.7,1,2.06,False
192.168.1.150,10.0.0.5,3,2.09,False
192.168.1.77,10.0.0.6,875,5.73,True
192.168.1.39,10.0.0.6,6,1.55,False
192.168.1.199,10.0.20.50,1,1.08,False
45.154.255.88,10.0.0.6,42636,26.81,True
91.108.4.182,10.0.0.7,28168,8.85,True
194.26.29.112,10.0.0.7,208,50.72,True
91.108.4.182,10.0.20.50,30750,34.53,True
192.168.1.77,10.0.0.7,290,1.58,True
185.220.101.15,10.0.0.5,16083,27.3,True
194.26.29.112,10.0.0.7,896,3.1,True
192.168.1.67,10.0.0.5,1,1.62,False
192.168.1.90,10.0.0.8,882,5.36,True
45.154.255.88,10.0.0.6,955,6.15,True
192.168.1.77,10.0.20.50,955,3.64,True
185.220.101.15,10.0.0.6,43917,14.45,True
192.168.1.77,10.0.10.20,997,6.24,True
194.26.29.112,10.0.0.5,35161,19.78,True
192.168.1.51,10.0.0.5,2,2.23,False
192.168.1.77,10.0.0.7,55304,14.22,True
192.168.1.77,10.0.0.8,3,1.76,False
192.168.1.182,10.0.0.6,1,2.09,False
194.26.29.112,10.0.10.20,19079,28.58,True
192.168.1.63,10.0.0.7,3,0.61,False
192.168.1.187,10.0.0.6,5,0.36,False
192.168.1.90,10.0.0.6,78,16.45,True
185.220.101.15,10.0.0.7,487,0.58,True
192.168.1.129,10.0.0.7,2,1.29,False
45.154.255.88,10.0.0.6,975,3.87,True
45.154.255.88,10.0.0.7,270,1.14,True
192.168.1.24,10.0.10.20,1,1.18,False
194.26.29.112,10.0.0.8,401,0.52,True
192.168.1.203,10.0.0.7,3,0.65,False
192.168.1.77,10.0.10.20,63235,33.64,True
91.108.4.182,10.0.0.8,225,33.2,True
192.168.1.90,10.0.0.8,326,0.91,True
192.168.1.77,10.0.20.50,127,26.01,True
192.168.1.123,10.0.0.8,2,2.27,False
194.26.29.112,10.0.0.7,49273,25.04,True
192.168.1.105,10.0.0.6,2,1.13,False
192.168.1.111,10.0.0.6,1,1.74,False
45.154.255.88,10.0.0.6,59803,21.38,True
192.168.1.38,10.0.0.8,2,0.55,False
192.168.1.49,10.0.0.8,3,2.48,False
192.168.1.185,10.0.20.50,6,0.83,False
194.26.29.112,10.0.20.50,24341,26.19,True
192.168.1.77,10.0.0.6,411,1.08,True
192.168.1.129,10.0.0.8,5,2.41,False
192.168.1.114,10.0.10.20,3,1.43,False
192.168.1.169,10.0.10.20,1,2.26,False
192.168.1.173,10.0.10.20,2,1.06,False
91.108.4.182,10.0.0.8,497,0.68,True
192.168.1.54,10.0.20.50,4,0.89,False
192.168.1.138,10.0.0.7,1,2.08,False
192.168.1.54,10.0.20.50,5,2.22,False
192.168.1.164,10.0.20.50,1,0.4,False
45.154.255.88,10.0.0.6,53357,31.03,True
45.154.255.88,10.0.0.6,250,56.1,True
192.168.1.128,10.0.10.20,1,0.34,False
192.168.1.97,10.0.10.20,1,1.55,False
45.154.255.88,10.0.10.20,942,5.07,True
192.168.1.187,10.0.10.20,1,1.04,False
194.26.29.112,10.0.0.5,222,56.93,True
45.154.255.88,10.0.0.6,266,1.74,True
192.168.1.130,10.0.0.5,3,1.53,False
91.108.4.182,10.0.0.5,865,5.17,True
91.108.4.182,10.0.0.5,168,1.74,True
194.26.29.112,10.0.0.5,21689,33.47,True
45.154.255.88,10.0.0.8,167,58.71,True
192.168.1.218,10.0.0.7,1,0.13,False
192.168.1.83,10.0.20.50,2,1.74,False
192.168.1.77,10.0.20.50,304,1.4,True
192.168.1.77,10.0.0.5,903,3.71,True
192.168.1.90,10.0.0.5,2,1.67,False
192.168.1.213,10.0.0.8,2,0.86,False
45.154.255.88,10.0.0.5,424,0.53,True
45.154.255.88,10.0.0.5,7995,21.97,True
192.168.1.185,10.0.0.8,2,0.73,False
185.220.101.15,10.0.0.5,968,4.19,True
185.220.101.15,10.0.20.50,376,0.92,True
91.108.4.182,10.0.0.6,934,3.0,True
192.168.1.98,10.0.0.8,1,1.77,False
192.168.1.187,10.0.10.20,1,1.74,False
91.108.4.182,10.0.20.50,54581,22.58,True
91.108.4.182,10.0.0.8,51122,8.19,True
192.168.1.12,10.0.20.50,3,0.44,False
194.26.29.112,10.0.0.5,29188,25.93,True
185.220.101.15,10.0.0.6,238,1.63,True
45.154.255.88,10.0.10.20,48562,25.22,True
192.168.1.131,10.0.0.6,1,0.65,False
192.168.1.90,10.0.20.50,862,4.6,True
194.26.29.112,10.0.0.8,176,32.14,True
194.26.29.112,10.0.0.6,349,1.24,True
192.168.1.178,10.0.0.6,2,1.35,False
192.168.1.72,10.0.20.50,4,0.26,False
194.26.29.112,10.0.20.50,899,3.7,True
192.168.1.22,10.0.10.20,2,0.28,False
192.168.1.199,10.0.10.20,1,2.28,False
192.168.1.218,10.0.0.7,1,1.39,False
192.168.1.90,10.0.20.50,212,16.42,True
91.108.4.182,10.0.0.6,852,3.16,True
192.168.1.178,10.0.0.5,1,0.41,False
91.108.4.182,10.0.0.5,182,49.39,True
192.168.1.10,10.0.10.20,1,1.03,False
91.108.4.182,10.0.0.5,152,1.28,True
192.168.1.137,10.0.0.6,1,0.83,False
192.168.1.109,10.0.0.6,1,2.49,False
45.154.255.88,10.0.0.6,856,4.94,True
192.168.1.22,10.0.0.6,3,0.56,False
194.26.29.112,10.0.10.20,230,33.92,True
185.220.101.15,10.0.0.7,893,3.75,True
192.168.1.99,10.0.0.5,2,0.25,False
192.168.1.162,10.0.0.6,1,0.19,False
91.108.4.182,10.0.0.8,60,32.1,True
192.168.1.48,10.0.0.6,3,0.93,False
185.220.101.15,10.0.20.50,9501,20.14,True
192.168.1.25,10.0.0.7,1,1.48,False
45.154.255.88,10.0.10.20,48233,14.11,True
185.220.101.15,10.0.0.8,201,37.43,True
194.26.29.112,10.0.10.20,10078,11.8,True
192.168.1.140,10.0.0.8,3,0.79,False
192.168.1.90,10.0.20.50,111,58.06,True
91.108.4.182,10.0.20.50,865,3.84,True
192.168.1.18,10.0.0.8,3,0.33,False
192.168.1.90,10.0.20.50,63,28.2,True
194.26.29.112,10.0.20.50,355,0.86,True
185.220.101.15,10.0.10.20,999,4.93,True
192.168.1.142,10.0.20.50,1,2.43,False
192.168.1.102,10.0.0.7,1,0.87,False
192.168.1.93,10.0.20.50,1,0.15,False
192.168.1.90,10.0.0.6,863,5.19,True
194.26.29.112,10.0.0.5,855,5.37,True
91.108.4.182,10.0.0.5,41633,29.84,True
192.168.1.90,10.0.0.6,941,2.7,True
91.108.4.182,10.0.10.20,431,1.75,True
192.168.1.198,10.0.0.8,1,1.54,False
192.168.1.120,10.0.20.50,1,2.27,False
194.26.29.112,10.0.0.7,171,58.49,True
194.26.29.112,10.0.10.20,136,26.47,True
192.168.1.90,10.0.10.20,853,4.08,True
194.26.29.112,10.0.0.5,120,18.33,True
91.108.4.182,10.0.0.7,49361,24.17,True
192.168.1.89,10.0.20.50,3,2.4,False
192.168.1.105,10.0.0.5,5,1.31,False
192.168.1.182,10.0.0.6,1,2.17,False
192.168.1.198,10.0.0.5,3,2.27,False
192.168.1.77,10.0.0.8,334,1.77,True
192.168.1.186,10.0.0.6,1,0.11,False
192.168.1.219,10.0.0.6,2,1.19,False
192.168.1.77,10.0.0.8,99,59.6,True
91.108.4.182,10.0.0.6,352,1.41,True
192.168.1.26,10.0.20.50,2,1.99,False
45.154.255.88,10.0.0.6,12619,11.79,True
192.168.1.48,10.0.10.20,1,1.19,False
192.168.1.88,10.0.0.7,1,2.08,False
192.168.1.101,10.0.0.6,2,1.93,False
91.108.4.182,10.0.0.8,289,1.3,True
185.220.101.15,10.0.0.7,34723,14.83,True
45.154.255.88,10.0.0.7,10698,22.74,True
45.154.255.88,10.0.10.20,488,1.23,True
192.168.1.146,10.0.0.5,2,2.39,False
192.168.1.10,10.0.10.20,1,2.28,False
192.168.1.191,10.0.0.8,5,0.64,False
192.168.1.165,10.0.10.20,4,2.22,False
45.154.255.88,10.0.0.5,150,26.23,True
192.168.1.38,10.0.0.7,3,0.08,False
192.168.1.66,10.0.0.5,1,0.27,False
192.168.1.207,10.0.0.8,1,0.31,False
194.26.29.112,10.0.10.20,232,1.82,True
185.220.101.15,10.0.0.8,30610,10.99,True
192.168.1.90,10.0.0.7,64157,34.8,True
192.168.1.214,10.0.0.7,1,0.93,False
192.168.1.25,10.0.10.20,2,2.41,False
192.168.1.182,10.0.0.5,3,1.59,False
192.168.1.199,10.0.0.8,1,0.7,False
194.26.29.112,10.0.0.6,915,5.8,True
192.168.1.45,10.0.0.5,1,1.72,False
192.168.1.214,10.0.0.5,2,1.3,False
194.26.29.112,10.0.0.8,32240,30.77,True
91.108.4.182,10.0.0.5,22196,9.21,True
192.168.1.144,10.0.10.20,1,1.24,False
192.168.1.180,10.0.0.7,1,0.12,False
192.168.1.194,10.0.0.7,1,0.73,False
192.168.1.109,10.0.0.8,2,2.16,False
192.168.1.20,10.0.0.8,1,1.73,False
45.154.255.88,10.0.0.7,864,5.76,True
185.220.101.15,10.0.10.20,263,1.97,True
192.168.1.155,10.0.0.8,4,1.66,False
192.168.1.49,10.0.10.20,1,0.57,False
91.108.4.182,10.0.0.7,895,5.03,True
185.220.101.15,10.0.10.20,237,21.54,True
192.168.1.88,10.0.0.5,4,1.71,False
192.168.1.127,10.0.0.7,1,1.66,False
192.168.1.79,10.0.20.50,1,2.44,False
192.168.1.36,10.0.0.6,2,1.43,False
45.154.255.88,10.0.0.5,136,0.84,True
185.220.101.15,10.0.20.50,881,5.67,True
192.168.1.35,10.0.0.8,1,1.52,False
185.220.101.15,10.0.0.5,965,3.16,True
185.220.101.15,10.0.0.5,53988,26.01,True
192.168.1.90,10.0.20.50,858,2.92,True
185.220.101.15,10.0.0.7,138,32.89,True
192.168.1.90,10.0.20.50,874,2.7,True
192.168.1.77,10.0.0.6,71,35.58,True
91.108.4.182,10.0.20.50,122,23.96,True
192.168.1.172,10.0.10.20,2,0.43,False
192.168.1.122,10.0.0.5,2,1.37,False
192.168.1.157,10.0.0.5,2,1.13,False
185.220.101.15,10.0.0.7,245,23.33,True
192.168.1.104,10.0.20.50,3,1.27,False
194.26.29.112,10.0.10.20,201,1.94,True
192.168.1.15,10.0.10.20,1,0.69,False
192.168.1.48,10.0.10.20,1,0.79,False
192.168.1.133,10.0.0.5,1,1.93,False
192.168.1.36,10.0.0.8,2,1.62,False
91.108.4.182,10.0.0.7,110,38.09,True
185.220.101.15,10.0.0.5,954,6.24,True
192.168.1.198,10.0.10.20,2,1.64,False
192.168.1.72,10.0.0.5,1,1.42,False
192.168.1.88,10.0.20.50,2,0.59,False
192.168.1.138,10.0.0.7,2,2.25,False
194.26.29.112,10.0.0.5,112,1.93,True
45.154.255.88,10.0.0.5,17858,29.46,True
192.168.1.107,10.0.0.5,1,1.98,False
192.168.1.90,10.0.0.5,39351,34.82,True
91.108.4.182,10.0.0.8,76,23.76,True
192.168.1.77,10.0.10.20,117,21.84,True
194.26.29.112,10.0.0.6,897,2.76,True
45.154.255.88,10.0.0.7,153,30.22,True
192.168.1.91,10.0.0.5,1,1.78,False
185.220.101.15,10.0.0.7,984,3.81,True
91.108.4.182,10.0.0.6,876,3.58,True
192.168.1.188,10.0.0.5,1,1.84,False
192.168.1.78,10.0.10.20,5,0.48,False
194.26.29.112,10.0.0.8,331,1.96,True
45.154.255.88,10.0.10.20,170,0.7,True
192.168.1.206,10.0.0.5,1,0.37,False
192.168.1.128,10.0.0.5,4,0.24,False
45.154.255.88,10.0.20.50,242,43.1,True
192.168.1.152,10.0.0.8,1,0.33,False
192.168.1.90,10.0.0.5,937,4.23,True
194.26.29.112,10.0.20.50,24293,16.3,True
192.168.1.74,10.0.0.6,1,2.45,False
91.108.4.182,10.0.10.20,861,5.94,True
192.168.1.78,10.0.10.20,2,1.15,False
45.154.255.88,10.0.0.6,999,4.98,True
192.168.1.102,10.0.10.20,1,0.51,False
192.168.1.103,10.0.20.50,4,1.0,False
192.168.1.180,10.0.0.6,1,1.03,False
192.168.1.83,10.0.0.6,4,0.61,False
192.168.1.77,10.0.0.8,51278,22.55,True
192.168.1.77,10.0.0.8,899,3.09,True
192.168.1.12,10.0.20.50,1,0.48,False
45.154.255.88,10.0.10.20,974,4.29,True
192.168.1.159,10.0.0.5,1,1.95,False
192.168.1.91,10.0.0.8,1,1.05,False
45.154.255.88,10.0.20.50,302,0.91,True
192.168.1.77,10.0.0.8,345,1.82,True
192.168.1.213,10.0.0.6,2,2.05,False
192.168.1.122,10.0.0.8,2,0.35,False
91.108.4.182,10.0.0.7,246,40.86,True
192.168.1.77,10.0.0.7,378,1.04,True
192.168.1.35,10.0.0.7,5,1.84,False
192.168.1.90,10.0.0.7,474,1.41,True
192.168.1.103,10.0.0.7,1,0.76,False
192.168.1.73,10.0.0.5,2,1.73,False
194.26.29.112,10.0.0.7,36330,17.61,True
192.168.1.125,10.0.0.5,4,1.81,False
192.168.1.107,10.0.0.7,3,1.97,False
192.168.1.27,10.0.0.5,1,0.58,False
192.168.1.77,10.0.0.6,310,1.22,True
192.168.1.90,10.0.0.7,885,5.25,True
192.168.1.113,10.0.0.7,4,0.3,False
45.154.255.88,10.0.10.20,43113,15.48,True
192.168.1.159,10.0.0.5,2,1.18,False
192.168.1.77,10.0.0.7,234,21.1,True
91.108.4.182,10.0.20.50,67,33.54,True
192.168.1.63,10.0.0.8,2,1.8,False
45.154.255.88,10.0.0.7,6342,26.14,True
91.108.4.182,10.0.0.6,268,0.98,True
192.168.1.125,10.0.0.7,2,0.71,False
192.168.1.12,10.0.0.6,1,2.13,False
45.154.255.88,10.0.0.5,33505,30.98,True
192.168.1.77,10.0.0.7,203,0.89,True
