query_id,client_ip,server_ip,query_name,query_type,response_code,payload_size_bytes,entropy,vowel_ratio,is_tunneling,tunneling_score,timestamp
dns_benign_00176,192.168.1.173,8.8.8.8,openai.com,A,NOERROR,128,3.1219,0.5556,False,0.015,2026-08-26T14:15:08.221640+00:00
dns_benign_00177,192.168.1.10,8.8.8.8,zoom.us,A,NOERROR,58,2.5216,0.5,False,0.015,2026-08-26T14:15:08.295640+00:00
dns_benign_00178,192.168.1.210,8.8.8.8,github.com,A,NOERROR,172,3.3219,0.3333,False,0.015,2026-08-26T14:15:08.575640+00:00
dns_benign_00179,192.168.1.187,8.8.8.8,apple.com,AAAA,NOERROR,48,2.9477,0.375,False,0.015,2026-08-26T14:15:08.800640+00:00
dns_benign_00180,192.168.1.40,8.8.8.8,github.com,CNAME,NOERROR,118,3.3219,0.3333,False,0.015,2026-08-26T14:15:09.030640+00:00
dns_benign_00181,192.168.1.177,8.8.8.8,adobe.com,AAAA,NOERROR,89,2.9477,0.5,False,0.015,2026-08-26T14:15:09.312640+00:00
dns_benign_00182,192.168.1.5,8.8.8.8,openai.com,AAAA,NOERROR,165,3.1219,0.5556,False,0.015,2026-08-26T14:15:09.368640+00:00
dns_benign_00183,192.168.1.161,8.8.8.8,supabase.io,MX,NOERROR,113,3.0958,0.6,False,0.015,2026-08-26T14:15:09.594640+00:00
dns_benign_00184,192.168.1.179,8.8.8.8,lyft.com,CNAME,NOERROR,103,3.0,0.1429,False,0.015,2026-08-26T14:15:09.869640+00:00
dns_benign_00185,192.168.1.154,8.8.8.8,mozilla.org,MX,NOERROR,124,3.0958,0.4,False,0.015,2026-08-26T14:15:10.125640+00:00
dns_benign_00186,192.168.1.196,8.8.8.8,jira.atlassian.com,AAAA,NOERROR,133,3.3921,0.4375,False,0.015,2026-08-26T14:15:10.295640+00:00
dns_benign_00187,192.168.1.171,8.8.8.8,nytimes.com,CNAME,NOERROR,87,3.2776,0.3,False,0.015,2026-08-26T14:15:10.412640+00:00
dns_benign_00188,192.168.1.23,8.8.8.8,ubuntu.com,MX,NOERROR,117,2.8464,0.4444,False,0.015,2026-08-26T14:15:10.480640+00:00
dns_benign_00189,192.168.1.201,8.8.8.8,akamai.net,AAAA,NOERROR,157,2.8464,0.5556,False,0.015,2026-08-26T14:15:10.577640+00:00
dns_benign_00190,192.168.1.242,8.8.8.8,cloudflare.com,CNAME,NOERROR,68,3.3788,0.3846,False,0.015,2026-08-26T14:15:10.766640+00:00
dns_benign_00191,192.168.1.119,8.8.8.8,docker.com,AAAA,NOERROR,158,2.9219,0.3333,False,0.015,2026-08-26T14:15:10.902640+00:00
dns_benign_00192,192.168.1.194,8.8.8.8,canva.com,MX,NOERROR,159,2.7255,0.375,False,0.015,2026-08-26T14:15:11.158640+00:00
dns_benign_00193,192.168.1.31,8.8.8.8,telegram.org,MX,NOERROR,46,3.085,0.3636,False,0.015,2026-08-26T14:15:11.392640+00:00
dns_benign_00194,192.168.1.129,8.8.8.8,quad9.net,A,NOERROR,162,3.1699,0.4286,False,0.015,2026-08-26T14:15:11.595640+00:00
dns_benign_00195,192.168.1.170,8.8.8.8,walmart.com,A,NOERROR,137,3.0958,0.3,False,0.015,2026-08-26T14:15:11.789640+00:00
dns_benign_00196,192.168.1.187,8.8.8.8,bestbuy.com,MX,NOERROR,177,3.2776,0.3,False,0.015,2026-08-26T14:15:11.981640+00:00
dns_benign_00197,192.168.1.72,8.8.8.8,openai.com,CNAME,NOERROR,53,3.1219,0.5556,False,0.015,2026-08-26T14:15:12.281640+00:00
dns_benign_00198,192.168.1.246,8.8.8.8,notion.so,CNAME,NOERROR,173,2.4194,0.5,False,0.015,2026-08-26T14:15:12.350640+00:00
dns_benign_00199,192.168.1.74,8.8.8.8,wordpress.org,A,NOERROR,136,3.027,0.25,False,0.015,2026-08-26T14:15:12.595640+00:00
dns_benign_00200,192.168.1.69,8.8.8.8,fastapi.tiangolo.com,CNAME,NOERROR,51,3.5464,0.4444,False,0.015,2026-08-26T14:15:12.862640+00:00
dns_benign_00201,192.168.1.48,8.8.8.8,slack.com,CNAME,NOERROR,140,2.9477,0.25,False,0.015,2026-08-26T14:15:13.125640+00:00
dns_benign_00202,192.168.1.39,8.8.8.8,apache.org,MX,NOERROR,72,3.1219,0.4444,False,0.015,2026-08-26T14:15:13.289640+00:00
dns_benign_00203,192.168.1.31,8.8.8.8,supabase.io,A,NOERROR,59,3.0958,0.6,False,0.015,2026-08-26T14:15:13.378640+00:00
dns_benign_00204,192.168.1.179,8.8.8.8,figma.com,A,NOERROR,109,2.9477,0.375,False,0.015,2026-08-26T14:15:13.608640+00:00
dns_benign_00205,192.168.1.110,8.8.8.8,lyft.com,CNAME,NOERROR,101,3.0,0.1429,False,0.015,2026-08-26T14:15:13.858640+00:00
dns_benign_00206,192.168.1.64,8.8.8.8,linkedin.com,CNAME,NOERROR,150,3.2516,0.3636,False,0.015,2026-08-26T14:15:13.982640+00:00
dns_benign_00207,192.168.1.172,8.8.8.8,zdnet.com,AAAA,NOERROR,58,3.1699,0.25,False,0.015,2026-08-26T14:15:14.082640+00:00
dns_benign_00208,192.168.1.179,8.8.8.8,hbomax.com,AAAA,NOERROR,115,2.9219,0.3333,False,0.015,2026-08-26T14:15:14.354640+00:00
dns_benign_00209,192.168.1.196,8.8.8.8,render.com,A,NOERROR,84,2.9219,0.3333,False,0.015,2026-08-26T14:15:14.398640+00:00
dns_benign_00210,192.168.1.221,8.8.8.8,expedia.com,MX,NOERROR,112,3.2776,0.5,False,0.015,2026-08-26T14:15:14.513640+00:00
dns_benign_00211,192.168.1.159,8.8.8.8,akamai.net,MX,NOERROR,79,2.8464,0.5556,False,0.015,2026-08-26T14:15:14.632640+00:00
dns_benign_00212,192.168.1.219,8.8.8.8,cloudflare-dns.com,CNAME,NOERROR,120,3.7255,0.3125,False,0.015,2026-08-26T14:15:14.676640+00:00
dns_benign_00213,192.168.1.149,8.8.8.8,atlassian.com,MX,NOERROR,71,3.1808,0.4167,False,0.015,2026-08-26T14:15:14.799640+00:00
dns_benign_00214,192.168.1.18,8.8.8.8,vmware.com,CNAME,NOERROR,165,3.1219,0.3333,False,0.015,2026-08-26T14:15:14.911640+00:00
dns_benign_00215,192.168.1.188,8.8.8.8,target.com,CNAME,NOERROR,159,3.1219,0.3333,False,0.015,2026-08-26T14:15:15.081640+00:00
dns_benign_00216,192.168.1.3,8.8.8.8,nytimes.com,CNAME,NOERROR,89,3.2776,0.3,False,0.015,2026-08-26T14:15:15.277640+00:00
dns_benign_00217,192.168.1.118,8.8.8.8,azure.microsoft.com,A,NOERROR,168,3.5766,0.4118,False,0.015,2026-08-26T14:15:15.443640+00:00
dns_benign_00218,192.168.1.123,8.8.8.8,doordash.com,AAAA,NOERROR,65,3.0221,0.3636,False,0.015,2026-08-26T14:15:15.612640+00:00
dns_benign_00219,192.168.1.22,8.8.8.8,forbes.com,MX,NOERROR,91,3.1219,0.3333,False,0.015,2026-08-26T14:15:15.786640+00:00
dns_benign_00220,192.168.1.139,8.8.8.8,quad9.net,A,NOERROR,114,3.1699,0.4286,False,0.015,2026-08-26T14:15:16.081640+00:00
dns_benign_00221,192.168.1.38,8.8.8.8,figma.com,AAAA,NOERROR,153,2.9477,0.375,False,0.015,2026-08-26T14:15:16.297640+00:00
dns_benign_00222,192.168.1.243,8.8.8.8,vultr.com,MX,NOERROR,173,3.1699,0.25,False,0.015,2026-08-26T14:15:16.565640+00:00
dns_benign_00223,192.168.1.140,8.8.8.8,etsy.com,MX,NOERROR,165,3.0,0.2857,False,0.015,2026-08-26T14:15:16.837640+00:00
dns_benign_00224,192.168.1.73,8.8.8.8,archlinux.org,CNAME,NOERROR,176,3.5466,0.3333,False,0.015,2026-08-26T14:15:17.046640+00:00
dns_benign_00225,192.168.1.117,8.8.8.8,vercel.com,CNAME,NOERROR,62,2.9219,0.3333,False,0.015,2026-08-26T14:15:17.218640+00:00
dns_benign_00226,192.168.1.3,8.8.8.8,debian.org,A,NOERROR,79,3.3219,0.4444,False,0.015,2026-08-26T14:15:17.378640+00:00
dns_benign_00227,192.168.1.229,8.8.8.8,reuters.com,A,NOERROR,129,3.0958,0.4,False,0.015,2026-08-26T14:15:17.527640+00:00
dns_benign_00228,192.168.1.180,8.8.8.8,pinterest.com,MX,NOERROR,130,3.3927,0.3333,False,0.015,2026-08-26T14:15:17.789640+00:00
dns_benign_00229,192.168.1.150,8.8.8.8,imdb.com,AAAA,NOERROR,109,2.75,0.2857,False,0.015,2026-08-26T14:15:17.861640+00:00
dns_benign_00230,192.168.1.65,8.8.8.8,netlify.com,A,NOERROR,73,3.4594,0.3,False,0.015,2026-08-26T14:15:18.093640+00:00
dns_benign_00231,192.168.1.73,8.8.8.8,bitbucket.org,CNAME,NOERROR,120,3.3927,0.3333,False,0.015,2026-08-26T14:15:18.211640+00:00
dns_benign_00232,192.168.1.64,8.8.8.8,target.com,MX,NOERROR,134,3.1219,0.3333,False,0.015,2026-08-26T14:15:18.496640+00:00
dns_benign_00233,192.168.1.237,8.8.8.8,facebook.com,A,NOERROR,137,3.0221,0.4545,False,0.015,2026-08-26T14:15:18.744640+00:00
dns_benign_00234,192.168.1.207,8.8.8.8,signal.org,MX,NOERROR,79,3.1219,0.3333,False,0.015,2026-08-26T14:15:18.993640+00:00
dns_benign_00235,192.168.1.237,8.8.8.8,imdb.com,AAAA,NOERROR,60,2.75,0.2857,False,0.015,2026-08-26T14:15:19.100640+00:00
dns_benign_00236,192.168.1.170,8.8.8.8,apple.com,MX,NOERROR,130,2.9477,0.375,False,0.015,2026-08-26T14:15:19.378640+00:00
dns_benign_00237,192.168.1.9,8.8.8.8,twitch.tv,CNAME,NOERROR,104,2.6416,0.125,False,0.015,2026-08-26T14:15:19.547640+00:00
dns_benign_00238,192.168.1.10,8.8.8.8,medium.com,AAAA,NOERROR,78,2.8464,0.4444,False,0.015,2026-08-26T14:15:19.639640+00:00
dns_benign_00239,192.168.1.238,8.8.8.8,booking.com,CNAME,NOERROR,106,3.0272,0.4,False,0.015,2026-08-26T14:15:19.909640+00:00
dns_benign_00240,192.168.1.56,8.8.8.8,github.com,MX,NOERROR,90,3.3219,0.3333,False,0.015,2026-08-26T14:15:20.076640+00:00
dns_benign_00241,192.168.1.139,8.8.8.8,netflix.com,MX,NOERROR,86,3.4594,0.3,False,0.015,2026-08-26T14:15:20.367640+00:00
dns_benign_00242,192.168.1.118,8.8.8.8,redhat.com,CNAME,NOERROR,152,3.3219,0.3333,False,0.015,2026-08-26T14:15:20.552640+00:00
dns_benign_00243,192.168.1.18,8.8.8.8,vultr.com,A,NOERROR,78,3.1699,0.25,False,0.015,2026-08-26T14:15:20.688640+00:00
dns_benign_00244,192.168.1.141,8.8.8.8,slack.com,A,NOERROR,170,2.9477,0.25,False,0.015,2026-08-26T14:15:20.767640+00:00
dns_benign_00245,192.168.1.233,8.8.8.8,stripe.com,MX,NOERROR,57,3.3219,0.3333,False,0.015,2026-08-26T14:15:20.902640+00:00
dns_benign_00246,192.168.1.21,8.8.8.8,reuters.com,CNAME,NOERROR,121,3.0958,0.4,False,0.015,2026-08-26T14:15:21.144640+00:00
dns_benign_00247,192.168.1.222,8.8.8.8,aliexpress.com,CNAME,NOERROR,176,3.5216,0.3846,False,0.015,2026-08-26T14:15:21.361640+00:00
dns_benign_00248,192.168.1.61,8.8.8.8,medium.com,CNAME,NOERROR,155,2.8464,0.4444,False,0.015,2026-08-26T14:15:21.606640+00:00
dns_benign_00249,192.168.1.215,8.8.8.8,hulu.com,CNAME,NOERROR,65,2.75,0.4286,False,0.015,2026-08-26T14:15:21.812640+00:00
dns_benign_00250,192.168.1.162,8.8.8.8,wordpress.org,AAAA,NOERROR,131,3.027,0.25,False,0.015,2026-08-26T14:15:21.866640+00:00
dns_benign_00251,192.168.1.242,8.8.8.8,linkedin.com,AAAA,NOERROR,178,3.2516,0.3636,False,0.015,2026-08-26T14:15:21.977640+00:00
dns_benign_00252,192.168.1.151,8.8.8.8,forbes.com,A,NOERROR,125,3.1219,0.3333,False,0.015,2026-08-26T14:15:22.212640+00:00
dns_benign_00253,192.168.1.152,8.8.8.8,nytimes.com,CNAME,NOERROR,89,3.2776,0.3,False,0.015,2026-08-26T14:15:22.391640+00:00
dns_benign_00254,192.168.1.42,8.8.8.8,vercel.com,CNAME,NOERROR,159,2.9219,0.3333,False,0.015,2026-08-26T14:15:22.687640+00:00
dns_benign_00255,192.168.1.41,8.8.8.8,cloudflare-dns.com,A,NOERROR,107,3.7255,0.3125,False,0.015,2026-08-26T14:15:22.745640+00:00
dns_benign_00256,192.168.1.58,8.8.8.8,uber.com,AAAA,NOERROR,162,3.0,0.4286,False,0.015,2026-08-26T14:15:22.825640+00:00
dns_benign_00257,192.168.1.189,8.8.8.8,canva.com,AAAA,NOERROR,98,2.7255,0.375,False,0.015,2026-08-26T14:15:22.911640+00:00
dns_benign_00258,192.168.1.6,8.8.8.8,cloud.google.com,AAAA,NOERROR,155,3.0,0.4286,False,0.015,2026-08-26T14:15:23.032640+00:00
dns_benign_00259,192.168.1.113,8.8.8.8,twitch.tv,CNAME,NOERROR,77,2.6416,0.125,False,0.015,2026-08-26T14:15:23.267640+00:00
dns_benign_00260,192.168.1.225,8.8.8.8,aws.amazon.com,MX,NOERROR,144,3.0391,0.4167,False,0.015,2026-08-26T14:15:23.533640+00:00
dns_benign_00261,192.168.1.243,8.8.8.8,bloomberg.com,CNAME,NOERROR,92,3.027,0.3333,False,0.015,2026-08-26T14:15:23.642640+00:00
dns_benign_00262,192.168.1.137,8.8.8.8,live.com,MX,NOERROR,141,3.0,0.4286,False,0.015,2026-08-26T14:15:23.923640+00:00
dns_benign_00263,192.168.1.64,8.8.8.8,hbomax.com,AAAA,NOERROR,46,2.9219,0.3333,False,0.015,2026-08-26T14:15:23.977640+00:00
dns_benign_00264,192.168.1.125,8.8.8.8,firebase.google.com,MX,NOERROR,102,3.5369,0.4706,False,0.015,2026-08-26T14:15:24.275640+00:00
dns_benign_00265,192.168.1.250,8.8.8.8,wsj.com,A,NOERROR,46,2.8074,0.1667,False,0.015,2026-08-26T14:15:24.452640+00:00
dns_benign_00266,192.168.1.172,8.8.8.8,pinterest.com,AAAA,NOERROR,101,3.3927,0.3333,False,0.015,2026-08-26T14:15:24.700640+00:00
dns_benign_00267,192.168.1.164,8.8.8.8,booking.com,CNAME,NOERROR,139,3.0272,0.4,False,0.015,2026-08-26T14:15:24.876640+00:00
dns_benign_00268,192.168.1.89,8.8.8.8,python.org,MX,NOERROR,89,3.1219,0.2222,False,0.015,2026-08-26T14:15:25.161640+00:00
dns_benign_00269,192.168.1.168,8.8.8.8,cisco.com,AAAA,NOERROR,160,2.4194,0.375,False,0.015,2026-08-26T14:15:25.299640+00:00
dns_benign_00270,192.168.1.184,8.8.8.8,airbnb.com,A,NOERROR,59,3.1219,0.3333,False,0.015,2026-08-26T14:15:25.594640+00:00
dns_benign_00271,192.168.1.56,8.8.8.8,cloudflare-dns.com,CNAME,NOERROR,180,3.7255,0.3125,False,0.015,2026-08-26T14:15:25.764640+00:00
dns_benign_00272,192.168.1.151,8.8.8.8,hulu.com,MX,NOERROR,100,2.75,0.4286,False,0.015,2026-08-26T14:15:25.986640+00:00
dns_benign_00273,192.168.1.34,8.8.8.8,oracle.com,MX,NOERROR,101,2.9219,0.4444,False,0.015,2026-08-26T14:15:26.057640+00:00
dns_benign_00274,192.168.1.142,8.8.8.8,wordpress.org,CNAME,NOERROR,159,3.027,0.25,False,0.015,2026-08-26T14:15:26.161640+00:00
dns_benign_00275,192.168.1.183,8.8.8.8,centos.org,AAAA,NOERROR,110,3.1219,0.3333,False,0.015,2026-08-26T14:15:26.212640+00:00
dns_benign_00276,192.168.1.188,8.8.8.8,who.int,AAAA,NOERROR,129,2.8074,0.3333,False,0.015,2026-08-26T14:15:26.273640+00:00
dns_benign_00277,192.168.1.76,8.8.8.8,quad9.net,MX,NOERROR,178,3.1699,0.4286,False,0.015,2026-08-26T14:15:26.488640+00:00
dns_benign_00278,192.168.1.205,8.8.8.8,ebay.com,MX,NOERROR,162,3.0,0.4286,False,0.015,2026-08-26T14:15:26.642640+00:00
dns_benign_00279,192.168.1.28,8.8.8.8,archlinux.org,A,NOERROR,151,3.5466,0.3333,False,0.015,2026-08-26T14:15:26.701640+00:00
dns_benign_00280,192.168.1.139,8.8.8.8,stripe.com,A,NOERROR,137,3.3219,0.3333,False,0.015,2026-08-26T14:15:26.985640+00:00
dns_benign_00281,192.168.1.202,8.8.8.8,booking.com,CNAME,NOERROR,147,3.0272,0.4,False,0.015,2026-08-26T14:15:27.240640+00:00
dns_benign_00282,192.168.1.137,8.8.8.8,stackoverflow.com,MX,NOERROR,132,3.6901,0.3125,False,0.015,2026-08-26T14:15:27.515640+00:00
dns_benign_00283,192.168.1.4,8.8.8.8,target.com,CNAME,NOERROR,116,3.1219,0.3333,False,0.015,2026-08-26T14:15:27.749640+00:00
dns_benign_00284,192.168.1.173,8.8.8.8,nih.gov,MX,NOERROR,172,2.8074,0.3333,False,0.015,2026-08-26T14:15:27.924640+00:00
dns_benign_00285,192.168.1.49,8.8.8.8,slack.com,AAAA,NOERROR,63,2.9477,0.25,False,0.015,2026-08-26T14:15:28.080640+00:00
dns_benign_00286,192.168.1.141,8.8.8.8,ubuntu.com,CNAME,NOERROR,135,2.8464,0.4444,False,0.015,2026-08-26T14:15:28.203640+00:00
dns_benign_00287,192.168.1.178,8.8.8.8,cloud.google.com,MX,NOERROR,52,3.0,0.4286,False,0.015,2026-08-26T14:15:28.481640+00:00
dns_benign_00288,192.168.1.219,8.8.8.8,expedia.com,MX,NOERROR,86,3.2776,0.5,False,0.015,2026-08-26T14:15:28.526640+00:00
dns_benign_00289,192.168.1.159,8.8.8.8,lyft.com,CNAME,NOERROR,125,3.0,0.1429,False,0.015,2026-08-26T14:15:28.688640+00:00
dns_benign_00290,192.168.1.42,8.8.8.8,cisco.com,MX,NOERROR,115,2.4194,0.375,False,0.015,2026-08-26T14:15:28.870640+00:00
dns_benign_00291,192.168.1.107,8.8.8.8,engadget.com,A,NOERROR,127,3.2516,0.3636,False,0.015,2026-08-26T14:15:28.926640+00:00
dns_benign_00292,192.168.1.23,8.8.8.8,wikipedia.org,AAAA,NOERROR,57,3.3347,0.5,False,0.015,2026-08-26T14:15:29.071640+00:00
dns_benign_00293,192.168.1.246,8.8.8.8,vultr.com,AAAA,NOERROR,175,3.1699,0.25,False,0.015,2026-08-26T14:15:29.226640+00:00
dns_benign_00294,192.168.1.32,8.8.8.8,instacart.com,AAAA,NOERROR,174,3.2389,0.3333,False,0.015,2026-08-26T14:15:29.280640+00:00
dns_benign_00295,192.168.1.223,8.8.8.8,zoom.us,MX,NOERROR,81,2.5216,0.5,False,0.015,2026-08-26T14:15:29.575640+00:00
dns_benign_00296,192.168.1.93,8.8.8.8,python.org,MX,NOERROR,58,3.1219,0.2222,False,0.015,2026-08-26T14:15:29.729640+00:00
dns_benign_00297,192.168.1.229,8.8.8.8,netlify.com,A,NOERROR,54,3.4594,0.3,False,0.015,2026-08-26T14:15:29.933640+00:00
dns_benign_00298,192.168.1.31,8.8.8.8,ibm.com,CNAME,NOERROR,100,2.5216,0.3333,False,0.015,2026-08-26T14:15:29.981640+00:00
dns_benign_00299,192.168.1.73,8.8.8.8,techcrunch.com,AAAA,NOERROR,128,3.0931,0.2308,False,0.015,2026-08-26T14:15:30.126640+00:00
dns_benign_00300,192.168.1.7,8.8.8.8,techcrunch.com,AAAA,NOERROR,160,3.0931,0.2308,False,0.015,2026-08-26T14:15:30.372640+00:00
dns_benign_00301,192.168.1.132,8.8.8.8,wordpress.org,MX,NOERROR,63,3.027,0.25,False,0.015,2026-08-26T14:15:30.663640+00:00
dns_benign_00302,192.168.1.99,8.8.8.8,aws.amazon.com,CNAME,NOERROR,155,3.0391,0.4167,False,0.015,2026-08-26T14:15:30.866640+00:00
dns_benign_00303,192.168.1.180,8.8.8.8,theverge.com,CNAME,NOERROR,135,3.1887,0.3636,False,0.015,2026-08-26T14:15:31.094640+00:00
dns_benign_00304,192.168.1.147,8.8.8.8,quad9.net,CNAME,NOERROR,139,3.1699,0.4286,False,0.015,2026-08-26T14:15:31.387640+00:00
dns_benign_00305,192.168.1.230,8.8.8.8,apple.com,CNAME,NOERROR,127,2.9477,0.375,False,0.015,2026-08-26T14:15:31.615640+00:00
dns_benign_00306,192.168.1.163,8.8.8.8,instacart.com,MX,NOERROR,79,3.2389,0.3333,False,0.015,2026-08-26T14:15:31.777640+00:00
dns_benign_00307,192.168.1.31,8.8.8.8,wsj.com,CNAME,NOERROR,176,2.8074,0.1667,False,0.015,2026-08-26T14:15:31.859640+00:00
dns_benign_00308,192.168.1.229,8.8.8.8,render.com,CNAME,NOERROR,64,2.9219,0.3333,False,0.015,2026-08-26T14:15:32.085640+00:00
dns_benign_00309,192.168.1.90,8.8.8.8,aliexpress.com,AAAA,NOERROR,125,3.5216,0.3846,False,0.015,2026-08-26T14:15:32.239640+00:00
dns_benign_00310,192.168.1.220,8.8.8.8,espn.com,CNAME,NOERROR,81,3.0,0.2857,False,0.015,2026-08-26T14:15:32.346640+00:00
dns_benign_00311,192.168.1.118,8.8.8.8,oracle.com,AAAA,NOERROR,64,2.9219,0.4444,False,0.015,2026-08-26T14:15:32.417640+00:00
dns_benign_00312,192.168.1.82,8.8.8.8,tripadvisor.com,A,NOERROR,62,3.5069,0.3571,False,0.015,2026-08-26T14:15:32.658640+00:00
dns_benign_00313,192.168.1.78,8.8.8.8,zoom.us,CNAME,NOERROR,170,2.5216,0.5,False,0.015,2026-08-26T14:15:32.792640+00:00
dns_benign_00314,192.168.1.77,8.8.8.8,hulu.com,CNAME,NOERROR,83,2.75,0.4286,False,0.015,2026-08-26T14:15:32.983640+00:00
dns_benign_00315,192.168.1.54,8.8.8.8,figma.com,A,NOERROR,79,2.9477,0.375,False,0.015,2026-08-26T14:15:33.053640+00:00
dns_benign_00316,192.168.1.100,8.8.8.8,alibaba.com,CNAME,NOERROR,163,2.8454,0.5,False,0.015,2026-08-26T14:15:33.335640+00:00
dns_benign_00317,192.168.1.133,8.8.8.8,apple.com,AAAA,NOERROR,121,2.9477,0.375,False,0.015,2026-08-26T14:15:33.478640+00:00
dns_benign_00318,192.168.1.212,8.8.8.8,dropbox.com,CNAME,NOERROR,106,3.0272,0.3,False,0.015,2026-08-26T14:15:33.547640+00:00
dns_benign_00319,192.168.1.241,8.8.8.8,hbomax.com,A,NOERROR,88,2.9219,0.3333,False,0.015,2026-08-26T14:15:33.675640+00:00
dns_benign_00320,192.168.1.75,8.8.8.8,render.com,A,NOERROR,89,2.9219,0.3333,False,0.015,2026-08-26T14:15:33.860640+00:00
dns_benign_00321,192.168.1.113,8.8.8.8,weather.com,AAAA,NOERROR,119,3.2776,0.4,False,0.015,2026-08-26T14:15:34.002640+00:00
dns_benign_00322,192.168.1.66,8.8.8.8,shopify.com,A,NOERROR,90,3.2776,0.3,False,0.015,2026-08-26T14:15:34.053640+00:00
dns_benign_00323,192.168.1.143,8.8.8.8,atlassian.com,A,NOERROR,137,3.1808,0.4167,False,0.015,2026-08-26T14:15:34.138640+00:00
dns_benign_00324,192.168.1.124,8.8.8.8,jsdelivr.net,CNAME,NOERROR,60,3.4183,0.2727,False,0.015,2026-08-26T14:15:34.262640+00:00
dns_benign_00325,192.168.1.238,8.8.8.8,ubuntu.com,MX,NOERROR,109,2.8464,0.4444,False,0.015,2026-08-26T14:15:34.315640+00:00
dns_benign_00326,192.168.1.206,8.8.8.8,office.com,AAAA,NOERROR,84,2.7219,0.4444,False,0.015,2026-08-26T14:15:34.400640+00:00
dns_benign_00327,192.168.1.106,8.8.8.8,redhat.com,A,NOERROR,67,3.3219,0.3333,False,0.015,2026-08-26T14:15:34.606640+00:00
dns_benign_00328,192.168.1.249,8.8.8.8,cisco.com,A,NOERROR,97,2.4194,0.375,False,0.015,2026-08-26T14:15:34.690640+00:00
dns_benign_00329,192.168.1.248,8.8.8.8,espn.com,AAAA,NOERROR,112,3.0,0.2857,False,0.015,2026-08-26T14:15:34.884640+00:00
dns_benign_00330,192.168.1.95,8.8.8.8,hulu.com,MX,NOERROR,62,2.75,0.4286,False,0.015,2026-08-26T14:15:35.181640+00:00
dns_benign_00331,192.168.1.155,8.8.8.8,notion.so,MX,NOERROR,90,2.4194,0.5,False,0.015,2026-08-26T14:15:35.324640+00:00
dns_benign_00332,192.168.1.141,8.8.8.8,bloomberg.com,MX,NOERROR,67,3.027,0.3333,False,0.015,2026-08-26T14:15:35.600640+00:00
dns_benign_00333,192.168.1.63,8.8.8.8,cnet.com,CNAME,NOERROR,77,2.75,0.2857,False,0.015,2026-08-26T14:15:35.735640+00:00
dns_benign_00334,192.168.1.31,8.8.8.8,weather.com,AAAA,NOERROR,51,3.2776,0.4,False,0.015,2026-08-26T14:15:35.834640+00:00
dns_benign_00335,192.168.1.24,8.8.8.8,aliexpress.com,AAAA,NOERROR,173,3.5216,0.3846,False,0.015,2026-08-26T14:15:35.958640+00:00
dns_benign_00336,192.168.1.12,8.8.8.8,gitlab.com,A,NOERROR,119,3.3219,0.3333,False,0.015,2026-08-26T14:15:36.040640+00:00
dns_benign_00337,192.168.1.10,8.8.8.8,stripe.com,AAAA,NOERROR,179,3.3219,0.3333,False,0.015,2026-08-26T14:15:36.236640+00:00
dns_benign_00338,192.168.1.141,8.8.8.8,stripe.com,A,NOERROR,142,3.3219,0.3333,False,0.015,2026-08-26T14:15:36.301640+00:00
dns_benign_00339,192.168.1.209,8.8.8.8,redhat.com,CNAME,NOERROR,85,3.3219,0.3333,False,0.015,2026-08-26T14:15:36.552640+00:00
dns_benign_00340,192.168.1.213,8.8.8.8,instagram.com,A,NOERROR,54,3.3927,0.3333,False,0.015,2026-08-26T14:15:36.688640+00:00
dns_benign_00341,192.168.1.173,8.8.8.8,netflix.com,AAAA,NOERROR,94,3.4594,0.3,False,0.015,2026-08-26T14:15:36.806640+00:00
dns_benign_00342,192.168.1.248,8.8.8.8,bbc.com,AAAA,NOERROR,69,2.2359,0.1667,False,0.015,2026-08-26T14:15:37.010640+00:00
dns_benign_00343,192.168.1.40,8.8.8.8,cisco.com,AAAA,NOERROR,155,2.4194,0.375,False,0.015,2026-08-26T14:15:37.276640+00:00
dns_benign_00344,192.168.1.15,8.8.8.8,engadget.com,CNAME,NOERROR,62,3.2516,0.3636,False,0.015,2026-08-26T14:15:37.520640+00:00
dns_benign_00345,192.168.1.4,8.8.8.8,openai.com,AAAA,NOERROR,68,3.1219,0.5556,False,0.015,2026-08-26T14:15:37.807640+00:00
dns_benign_00346,192.168.1.131,8.8.8.8,vercel.com,MX,NOERROR,119,2.9219,0.3333,False,0.015,2026-08-26T14:15:37.905640+00:00
dns_benign_00347,192.168.1.210,8.8.8.8,mozilla.org,A,NOERROR,73,3.0958,0.4,False,0.015,2026-08-26T14:15:37.963640+00:00
dns_benign_00348,192.168.1.54,8.8.8.8,hbomax.com,AAAA,NOERROR,50,2.9219,0.3333,False,0.015,2026-08-26T14:15:38.125640+00:00
dns_benign_00349,192.168.1.245,8.8.8.8,kernel.org,CNAME,NOERROR,139,2.9219,0.3333,False,0.015,2026-08-26T14:15:38.292640+00:00
dns_benign_00350,192.168.1.247,8.8.8.8,apple.com,MX,NOERROR,64,2.9477,0.375,False,0.015,2026-08-26T14:15:38.552640+00:00
dns_benign_00351,192.168.1.134,8.8.8.8,netlify.com,MX,NOERROR,145,3.4594,0.3,False,0.015,2026-08-26T14:15:38.723640+00:00
dns_benign_00352,192.168.1.213,8.8.8.8,wikipedia.org,MX,NOERROR,161,3.3347,0.5,False,0.015,2026-08-26T14:15:38.939640+00:00
