session_id,src_ip,dst_ip,inter_arrival_times,is_attack
s0257,10.0.0.38,151.101.1.140,"[10.5, 4.8, 17.4, 36.2, 21.2, 12.4, 21.7]",False
s0258,192.168.1.45,91.108.4.182,"[282.9, 290.8, 312.0, 287.6, 295.4, 299.0, 287.2]",True
s0259,10.0.0.32,151.101.1.140,"[8.5, 54.8, 8.2, 80.8, 5.4, 35.0]",False
s0260,192.168.1.45,198.51.100.7,"[315.5, 306.7, 301.9, 313.4, 286.1]",True
s0261,10.0.0.23,93.184.216.34,"[50.1, 14.5, 8.4, 20.5, 11.2, 59.6]",False
s0262,10.0.0.44,198.51.100.7,"[108.9, 118.3, 120.8, 119.5, 125.0]",True
s0263,10.0.0.48,93.184.216.34,"[25.8, 33.6, 14.0, 26.9, 5.0]",False
s0264,10.0.0.9,185.220.101.44,"[59.5, 60.2, 60.7, 58.8, 60.0, 59.4, 59.9, 57.4]",True
s0265,10.0.0.12,93.184.216.34,"[18.9, 9.1, 14.3, 25.3, 15.1, 13.2, 5.2]",False
s0266,10.0.0.9,203.0.113.90,"[120.0, 120.7, 114.7, 114.0, 122.0]",True
s0267,10.0.0.23,198.51.100.25,"[23.8, 8.6, 17.6, 34.5, 18.8, 7.3]",False
s0268,10.0.0.44,185.220.101.44,"[121.8, 112.0, 114.9, 126.1, 119.6, 126.1, 123.9, 124.2]",True
s0269,10.0.0.20,151.101.1.140,"[14.9, 45.6, 5.8, 26.9, 45.3]",False
s0270,10.0.0.9,198.51.100.7,"[317.2, 291.8, 302.2, 292.5, 307.8, 285.3]",True
s0271,10.0.0.18,104.16.85.20,"[14.6, 32.8, 15.7, 14.8]",False
s0272,10.0.0.44,91.108.4.182,"[312.9, 304.9, 305.4, 307.5, 299.1]",True
s0273,10.0.0.43,142.250.80.14,"[39.1, 7.9, 13.1, 116.9, 12.2]",False
s0274,192.168.1.45,91.108.4.182,"[310.4, 277.7, 321.8, 285.4, 294.0, 300.1, 315.7, 275.3]",True
s0275,10.0.0.30,151.101.1.140,"[91.4, 14.3, 9.1, 74.8]",False
s0276,192.168.1.45,203.0.113.90,"[58.3, 60.8, 61.8, 55.5, 60.0, 59.9, 56.1]",True
s0277,10.0.0.43,151.101.1.140,"[10.6, 27.4, 22.0, 10.9, 86.2, 67.8, 38.6]",False
s0278,10.0.0.44,198.51.100.7,"[59.3, 61.2, 61.9, 59.9, 61.0]",True
s0279,10.0.0.24,151.101.1.140,"[11.2, 4.6, 52.0, 70.0]",False
s0280,10.0.0.44,185.220.101.44,"[118.1, 119.5, 118.9, 122.9, 116.3]",True
s0281,10.0.0.12,93.184.216.34,"[10.6, 3.2, 73.7, 10.3, 2.4]",False
s0282,10.0.0.9,185.220.101.44,"[119.8, 117.1, 119.0, 120.3, 115.4, 122.5, 120.2, 121.4]",True
s0283,10.0.0.19,17.253.144.10,"[2.6, 33.8, 2.9, 30.9, 17.6, 2.4]",False
s0284,10.0.0.44,198.51.100.7,"[127.6, 121.4, 126.6, 114.0, 121.0, 124.2]",True
s0285,10.0.0.47,17.253.144.10,"[15.4, 41.2, 19.5, 13.6, 22.1, 3.1]",False
s0286,10.0.0.44,198.51.100.7,"[123.7, 122.5, 115.4, 120.5, 121.7, 122.1, 116.9]",True
s0287,10.0.0.20,198.51.100.25,"[20.2, 22.1, 12.4, 6.2, 77.4, 26.8]",False
s0288,10.0.0.44,185.220.101.44,"[289.3, 311.0, 300.9, 285.9, 300.5, 280.5, 332.7]",True
s0289,10.0.0.36,198.51.100.25,"[38.1, 4.6, 19.8, 12.9, 85.0]",False
s0290,10.0.0.9,203.0.113.90,"[59.8, 60.1, 61.2, 57.6, 59.7, 60.2]",True
s0291,10.0.0.36,151.101.1.140,"[11.3, 28.6, 0.9, 34.5, 43.4]",False
s0292,10.0.0.44,91.108.4.182,"[312.8, 304.8, 288.3, 289.1, 309.2]",True
s0293,10.0.0.41,104.16.85.20,"[31.7, 68.2, 17.2, 80.1, 20.1, 36.7, 4.7]",False
s0294,10.0.0.9,91.108.4.182,"[59.6, 61.5, 59.0, 58.9, 61.7, 61.2]",True
s0295,10.0.0.37,142.250.80.14,"[2.3, 24.9, 40.9, 6.7]",False
s0296,192.168.1.45,203.0.113.90,"[310.8, 289.8, 298.4, 299.2, 282.2]",True
s0297,10.0.0.37,17.253.144.10,"[46.8, 21.1, 45.9, 18.7]",False
s0298,10.0.0.44,198.51.100.7,"[126.3, 117.4, 114.7, 122.0, 123.0]",True
s0299,10.0.0.41,17.253.144.10,"[1.1, 20.3, 9.8, 24.9, 12.4, 8.9, 15.9]",False
s0300,10.0.0.44,203.0.113.90,"[56.4, 59.1, 57.4, 60.7, 60.4, 60.4, 60.5]",True
s0301,10.0.0.44,198.51.100.25,"[14.1, 30.1, 11.2, 49.6]",False
s0302,192.168.1.45,185.220.101.44,"[60.5, 60.0, 59.7, 59.3, 57.6, 63.0, 65.7, 60.6]",True
s0303,10.0.0.27,93.184.216.34,"[6.1, 48.0, 4.5, 5.1]",False
s0304,10.0.0.44,91.108.4.182,"[277.5, 302.2, 323.6, 301.8, 305.6]",True
s0305,10.0.0.22,151.101.1.140,"[26.2, 5.4, 24.2, 7.6, 6.5, 5.1, 37.9]",False
s0306,192.168.1.45,91.108.4.182,"[112.7, 118.7, 123.8, 118.0, 118.7]",True
s0307,10.0.0.28,151.101.1.140,"[10.9, 13.3, 5.4, 17.4]",False
s0308,10.0.0.44,185.220.101.44,"[315.7, 296.9, 294.8, 299.2, 309.1, 293.1, 303.7]",True
s0309,10.0.0.23,17.253.144.10,"[113.5, 91.2, 21.7, 25.0]",False
s0310,10.0.0.44,198.51.100.7,"[59.0, 55.2, 57.0, 58.9, 53.7, 59.0, 57.1, 57.4]",True
s0311,10.0.0.46,198.51.100.25,"[5.0, 48.8, 17.3, 21.8, 90.3, 11.6, 9.3]",False
s0312,192.168.1.45,185.220.101.44,"[58.9, 56.2, 58.1, 59.0, 57.1]",True
s0313,10.0.0.12,198.51.100.25,"[3.8, 5.5, 47.0, 22.9, 36.1, 21.1, 53.1]",False
s0314,10.0.0.9,198.51.100.7,"[120.6, 116.7, 128.5, 122.6, 118.9, 124.1, 121.5]",True
s0315,10.0.0.45,104.16.85.20,"[6.1, 16.4, 34.3, 36.4, 24.0, 29.2, 27.2]",False
s0316,10.0.0.44,203.0.113.90,"[61.2, 61.8, 56.9, 62.3, 62.2, 58.4]",True
s0317,10.0.0.18,151.101.1.140,"[3.7, 27.4, 2.4, 16.3, 54.2, 4.1, 1.9]",False
s0318,10.0.0.9,91.108.4.182,"[120.3, 130.7, 114.2, 112.4, 117.3, 121.6, 112.2]",True
s0319,10.0.0.34,151.101.1.140,"[81.1, 51.2, 7.5, 12.7, 12.8, 12.6]",False
s0320,192.168.1.45,91.108.4.182,"[122.4, 124.2, 117.8, 119.9, 118.7, 119.1, 114.6, 121.6]",True
s0321,10.0.0.45,198.51.100.25,"[32.3, 45.5, 65.5, 3.3, 25.7]",False
s0322,192.168.1.45,91.108.4.182,"[118.0, 117.5, 116.8, 121.1, 127.8, 124.7, 126.1]",True
s0323,10.0.0.34,198.51.100.25,"[20.2, 57.2, 32.5, 5.2, 54.0, 5.8, 34.8]",False
s0324,192.168.1.45,91.108.4.182,"[58.8, 58.1, 59.7, 59.9, 54.7, 61.7]",True
s0325,10.0.0.16,151.101.1.140,"[22.0, 11.5, 22.0, 19.3]",False
s0326,192.168.1.45,185.220.101.44,"[58.5, 60.8, 61.5, 59.6, 60.6, 56.3]",True
s0327,10.0.0.23,104.16.85.20,"[2.8, 16.5, 5.2, 42.0]",False
s0328,10.0.0.9,185.220.101.44,"[295.6, 306.0, 315.4, 320.4, 292.3, 332.5, 296.3, 323.4]",True
s0329,10.0.0.41,198.51.100.25,"[16.4, 43.5, 63.2, 11.5]",False
s0330,10.0.0.9,185.220.101.44,"[123.8, 115.3, 119.9, 117.0, 117.0, 112.3, 121.4]",True
s0331,10.0.0.18,151.101.1.140,"[13.7, 5.0, 3.2, 36.1, 16.7]",False
s0332,10.0.0.44,91.108.4.182,"[61.0, 61.4, 58.2, 56.4, 56.5, 59.5, 57.1]",True
s0333,10.0.0.20,93.184.216.34,"[6.4, 62.0, 49.1, 7.0, 13.8]",False
s0334,10.0.0.44,198.51.100.7,"[113.0, 120.8, 122.5, 110.5, 120.4]",True
s0335,10.0.0.45,93.184.216.34,"[25.0, 78.7, 21.6, 41.4, 39.4, 9.3, 5.4]",False
s0336,192.168.1.45,203.0.113.90,"[319.3, 329.5, 295.0, 304.9, 307.0, 308.4, 278.1, 314.7]",True
s0337,10.0.0.34,151.101.1.140,"[22.9, 7.7, 16.3, 43.1, 71.4, 10.1]",False
s0338,10.0.0.9,198.51.100.7,"[301.2, 313.4, 306.4, 288.3, 285.7, 295.3]",True
s0339,10.0.0.16,17.253.144.10,"[34.0, 13.2, 6.7, 38.9, 6.5, 10.7, 21.8]",False
s0340,192.168.1.45,91.108.4.182,"[62.2, 61.0, 60.9, 58.6, 62.8, 57.0, 55.7]",True
s0341,10.0.0.38,142.250.80.14,"[21.5, 54.3, 41.4, 21.2]",False
s0342,192.168.1.45,91.108.4.182,"[293.5, 275.4, 283.2, 300.2, 305.2, 281.4]",True
s0343,10.0.0.23,93.184.216.34,"[9.2, 31.9, 27.4, 7.3, 43.7, 11.3, 30.6]",False
s0344,192.168.1.45,185.220.101.44,"[123.1, 112.1, 114.9, 116.6, 117.8, 116.5, 114.5]",True
s0345,10.0.0.36,142.250.80.14,"[26.8, 2.7, 62.6, 34.1, 27.5, 16.9]",False
s0346,192.168.1.45,91.108.4.182,"[278.4, 312.5, 304.9, 304.1, 296.8, 316.7, 310.4, 305.3]",True
s0347,10.0.0.17,198.51.100.25,"[17.3, 16.8, 10.4, 12.3, 56.1, 39.1, 28.8]",False
s0348,10.0.0.9,185.220.101.44,"[54.3, 60.0, 60.1, 66.4, 63.6, 58.1]",True
s0349,10.0.0.41,93.184.216.34,"[15.6, 25.8, 59.7, 14.6, 6.0, 15.9]",False
s0350,10.0.0.9,185.220.101.44,"[61.2, 57.4, 57.7, 60.4, 58.9, 60.1, 62.7]",True
s0351,10.0.0.31,93.184.216.34,"[5.7, 25.8, 43.5, 67.9, 45.3]",False
s0352,10.0.0.9,198.51.100.7,"[122.2, 123.6, 124.7, 118.5, 126.0, 122.8, 116.4]",True
s0353,10.0.0.15,17.253.144.10,"[6.1, 17.8, 3.0, 11.8, 16.0, 3.8, 7.8]",False
s0354,192.168.1.45,91.108.4.182,"[123.0, 124.8, 123.7, 118.9, 124.8, 114.2]",True
s0355,10.0.0.15,17.253.144.10,"[8.9, 2.6, 24.2, 7.7, 33.0, 10.3, 44.1]",False
s0356,192.168.1.45,203.0.113.90,"[117.0, 116.9, 124.3, 114.9, 119.0, 113.3, 104.0, 116.2]",True
s0357,10.0.0.44,142.250.80.14,"[3.5, 3.8, 3.1, 16.4, 97.8]",False
s0358,10.0.0.9,203.0.113.90,"[121.0, 119.7, 118.3, 122.0, 116.6, 120.5]",True
s0359,10.0.0.16,104.16.85.20,"[20.6, 6.0, 40.9, 24.1]",False
s0360,10.0.0.9,203.0.113.90,"[116.7, 122.0, 120.7, 117.5, 116.9, 120.8, 116.1]",True
s0361,10.0.0.35,17.253.144.10,"[24.5, 20.3, 5.6, 22.6, 16.6, 9.4, 36.4]",False
s0362,10.0.0.44,198.51.100.7,"[119.4, 123.0, 120.8, 114.1, 116.6, 119.0, 117.8]",True
s0363,10.0.0.28,142.250.80.14,"[21.7, 178.5, 85.7, 27.5, 43.2, 2.7, 114.5]",False
s0364,10.0.0.9,91.108.4.182,"[297.1, 299.0, 302.5, 305.6, 295.8, 299.5, 297.1]",True
s0365,10.0.0.42,93.184.216.34,"[41.1, 79.3, 44.8, 78.2, 20.0]",False
s0366,192.168.1.45,203.0.113.90,"[119.7, 128.7, 110.9, 120.9, 125.2]",True
s0367,10.0.0.42,142.250.80.14,"[143.2, 2.1, 4.7, 44.9, 11.8, 15.8]",False
s0368,192.168.1.45,185.220.101.44,"[298.8, 289.0, 306.1, 305.6, 304.1, 307.9, 298.3, 294.0]",True
s0369,10.0.0.35,151.101.1.140,"[2.9, 45.4, 9.0, 43.6]",False
s0370,10.0.0.44,91.108.4.182,"[299.7, 283.5, 296.7, 304.6, 293.8]",True
s0371,10.0.0.44,142.250.80.14,"[24.2, 31.2, 27.5, 34.9, 16.8]",False
s0372,10.0.0.9,185.220.101.44,"[290.9, 306.2, 328.9, 320.9, 304.4, 295.3, 283.3, 283.8]",True
s0373,10.0.0.35,104.16.85.20,"[7.5, 14.5, 33.9, 8.2, 53.4]",False
s0374,10.0.0.9,203.0.113.90,"[59.8, 59.3, 60.4, 61.5, 59.9, 57.0, 61.1]",True
s0375,10.0.0.39,142.250.80.14,"[18.5, 10.8, 30.7, 10.3]",False
s0376,192.168.1.45,198.51.100.7,"[117.0, 116.7, 117.2, 112.2, 121.2, 122.7]",True
s0377,10.0.0.35,198.51.100.25,"[19.3, 22.4, 31.0, 15.4, 23.6, 17.7]",False
s0378,10.0.0.9,91.108.4.182,"[61.8, 59.3, 60.9, 59.0, 58.0, 60.2, 55.0]",True
s0379,10.0.0.17,93.184.216.34,"[10.8, 3.1, 7.0, 34.2, 6.9, 5.9, 11.2]",False
s0380,10.0.0.44,185.220.101.44,"[121.5, 126.1, 120.5, 125.9, 114.3, 116.4, 121.4, 120.1]",True
s0381,10.0.0.33,142.250.80.14,"[19.6, 30.3, 5.3, 34.9, 26.3]",False
s0382,10.0.0.44,91.108.4.182,"[300.9, 285.3, 300.6, 289.9, 298.5, 306.1]",True
s0383,10.0.0.32,93.184.216.34,"[62.7, 20.7, 6.5, 12.9, 10.8]",False
s0384,192.168.1.45,91.108.4.182,"[58.1, 60.7, 61.1, 59.0, 61.4]",True
s0385,10.0.0.49,198.51.100.25,"[21.9, 5.5, 26.0, 17.1, 5.2]",False
s0386,192.168.1.45,91.108.4.182,"[59.1, 58.3, 60.2, 56.9, 60.1, 60.0]",True
s0387,10.0.0.24,198.51.100.25,"[12.4, 26.0, 12.9, 24.6]",False
s0388,10.0.0.44,185.220.101.44,"[58.9, 60.9, 61.6, 58.4, 58.6, 61.0, 58.0]",True
s0389,10.0.0.47,17.253.144.10,"[34.0, 5.8, 15.1, 33.7, 6.9, 10.1, 18.0]",False
s0390,10.0.0.44,185.220.101.44,"[122.5, 129.5, 121.7, 121.9, 121.8, 125.3, 122.1]",True
s0391,10.0.0.43,93.184.216.34,"[47.1, 9.4, 28.4, 56.9, 10.3]",False
s0392,10.0.0.44,203.0.113.90,"[56.1, 57.3, 58.7, 62.4, 59.4, 59.6, 58.0, 61.0]",True
s0393,10.0.0.14,151.101.1.140,"[8.3, 5.9, 49.6, 5.7, 23.3, 12.1, 4.3]",False
s0394,10.0.0.9,198.51.100.7,"[121.5, 120.2, 119.2, 121.4, 122.9, 125.4, 126.5, 114.6]",True
s0395,10.0.0.17,17.253.144.10,"[21.9, 12.4, 8.5, 5.2, 46.9, 49.1]",False
s0396,192.168.1.45,185.220.101.44,"[59.7, 62.9, 60.3, 61.7, 60.8]",True
s0397,10.0.0.23,104.16.85.20,"[9.2, 5.3, 24.0, 27.7]",False
s0398,10.0.0.9,198.51.100.7,"[305.1, 291.1, 323.6, 312.0, 297.2]",True
s0399,10.0.0.17,198.51.100.25,"[37.9, 14.8, 15.5, 31.7, 28.7]",False
s0400,192.168.1.45,198.51.100.7,"[126.9, 116.1, 110.2, 117.8, 123.0, 120.3]",True
s0401,10.0.0.37,198.51.100.25,"[13.7, 3.1, 40.9, 63.5, 4.4]",False
s0402,192.168.1.45,198.51.100.7,"[303.3, 305.7, 320.5, 314.3, 302.7]",True
s0403,10.0.0.24,151.101.1.140,"[8.1, 10.9, 7.4, 27.0, 8.5]",False
s0404,10.0.0.9,91.108.4.182,"[58.4, 60.2, 57.5, 58.0, 60.3, 59.7, 64.2]",True
s0405,10.0.0.31,151.101.1.140,"[5.2, 10.7, 10.5, 24.4, 13.8, 34.8, 9.2]",False
s0406,10.0.0.44,185.220.101.44,"[301.6, 284.3, 313.2, 297.3, 296.6, 278.9, 299.7]",True
s0407,10.0.0.50,151.101.1.140,"[5.8, 12.1, 22.6, 22.3, 2.9]",False
s0408,10.0.0.44,185.220.101.44,"[64.2, 64.0, 58.9, 59.4, 60.9, 57.9, 57.6]",True
s0409,10.0.0.29,93.184.216.34,"[50.4, 26.7, 55.1, 8.5]",False
s0410,192.168.1.45,91.108.4.182,"[114.7, 120.5, 117.7, 120.2, 120.3, 125.3, 112.2, 121.6]",True
s0411,10.0.0.13,142.250.80.14,"[35.3, 9.2, 9.1, 36.9, 30.4, 6.4, 64.1]",False
s0412,10.0.0.44,203.0.113.90,"[59.9, 57.7, 58.8, 66.8, 58.1, 63.7, 61.2]",True
s0413,10.0.0.13,93.184.216.34,"[9.2, 12.0, 9.8, 28.2, 7.7, 4.1]",False
s0414,10.0.0.9,203.0.113.90,"[119.7, 123.8, 119.7, 121.0, 121.9]",True
s0415,10.0.0.40,104.16.85.20,"[18.1, 1.4, 5.7, 57.2]",False
s0416,10.0.0.9,203.0.113.90,"[115.5, 105.7, 127.7, 109.4, 116.8, 113.4, 129.5, 116.0]",True
s0417,10.0.0.14,151.101.1.140,"[10.2, 22.7, 20.0, 19.8, 22.2, 44.5, 24.9]",False
s0418,10.0.0.9,203.0.113.90,"[300.4, 295.7, 301.9, 306.5, 284.2, 307.5, 297.2]",True
s0419,10.0.0.29,198.51.100.25,"[43.9, 12.5, 39.2, 9.5, 8.4, 30.8, 48.0]",False
s0420,10.0.0.44,203.0.113.90,"[285.6, 318.3, 310.8, 289.9, 305.7, 310.5]",True
s0421,10.0.0.12,142.250.80.14,"[25.0, 3.8, 25.8, 26.3, 10.0, 27.6]",False
s0422,10.0.0.44,185.220.101.44,"[305.8, 293.0, 301.2, 298.5, 294.9]",True
s0423,10.0.0.25,17.253.144.10,"[43.5, 2.4, 6.0, 25.7]",False
s0424,10.0.0.9,203.0.113.90,"[314.1, 322.9, 302.7, 289.8, 288.0, 293.6, 304.5]",True
s0425,10.0.0.16,17.253.144.10,"[30.8, 44.5, 19.6, 11.8]",False
s0426,10.0.0.44,185.220.101.44,"[278.7, 286.3, 305.4, 304.9, 284.8, 299.1, 289.4, 302.0]",True
s0427,10.0.0.31,142.250.80.14,"[36.2, 11.7, 13.7, 12.0]",False
s0428,192.168.1.45,203.0.113.90,"[302.2, 314.7, 304.8, 323.7, 310.3, 296.5, 313.6, 303.8]",True
s0429,10.0.0.17,17.253.144.10,"[10.6, 11.8, 6.3, 2.7]",False
s0430,10.0.0.9,198.51.100.7,"[122.9, 124.1, 116.2, 119.8, 119.5, 118.5]",True
s0431,10.0.0.39,151.101.1.140,"[39.3, 21.4, 3.0, 5.9, 32.5, 30.0]",False
s0432,10.0.0.9,198.51.100.7,"[58.8, 59.8, 59.8, 61.0, 61.2]",True
s0433,10.0.0.19,93.184.216.34,"[12.5, 31.2, 14.2, 1.8, 15.8]",False
s0434,10.0.0.9,185.220.101.44,"[117.5, 124.6, 117.9, 117.9, 121.2, 127.0, 115.1]",True
s0435,10.0.0.16,198.51.100.25,"[35.4, 9.8, 13.5, 29.0]",False
s0436,192.168.1.45,185.220.101.44,"[62.0, 61.9, 58.3, 61.9, 61.0]",True
s0437,10.0.0.35,93.184.216.34,"[20.0, 51.8, 7.5, 26.0]",False
s0438,192.168.1.45,203.0.113.90,"[120.0, 120.8, 117.9, 117.9, 119.6, 122.1, 120.9, 119.7]",True
s0439,10.0.0.46,93.184.216.34,"[33.8, 6.4, 5.6, 4.0, 4.2]",False
s0440,192.168.1.45,203.0.113.90,"[296.9, 299.5, 301.4, 302.9, 321.8]",True
s0441,10.0.0.45,198.51.100.25,"[8.0, 3.4, 14.2, 29.6, 27.7]",False
s0442,10.0.0.9,203.0.113.90,"[56.4, 55.2, 61.8, 62.8, 58.8, 56.5, 57.5, 59.0]",True
s0443,10.0.0.25,198.51.100.25,"[12.3, 10.1, 3.9, 2.1, 8.3]",False
s0444,10.0.0.9,91.108.4.182,"[306.6, 309.7, 298.6, 299.0, 312.0]",True
s0445,10.0.0.28,17.253.144.10,"[3.0, 7.1, 15.2, 19.5]",False
s0446,10.0.0.44,203.0.113.90,"[322.1, 312.7, 291.4, 336.4, 286.1, 304.2, 275.4]",True
s0447,10.0.0.23,93.184.216.34,"[9.5, 7.9, 40.6, 17.0]",False
s0448,10.0.0.9,198.51.100.7,"[121.2, 117.1, 120.8, 119.0, 114.3, 122.6, 122.6]",True
s0449,10.0.0.22,142.250.80.14,"[39.3, 18.4, 20.7, 1.6]",False
s0450,192.168.1.45,198.51.100.7,"[56.6, 59.9, 62.4, 64.6, 59.8]",True
s0451,10.0.0.22,151.101.1.140,"[32.1, 19.1, 10.0, 39.7, 83.3]",False
s0452,10.0.0.9,91.108.4.182,"[60.9, 57.2, 56.6, 62.3, 61.7, 59.7]",True
s0453,10.0.0.33,198.51.100.25,"[28.9, 21.1, 15.4, 10.5]",False
s0454,192.168.1.45,185.220.101.44,"[289.7, 307.1, 295.9, 291.9, 303.9, 293.4, 303.4, 283.0]",True
s0455,10.0.0.44,104.16.85.20,"[7.7, 16.7, 18.8, 27.1, 10.4, 5.6]",False
s0456,192.168.1.45,203.0.113.90,"[121.8, 124.5, 121.0, 119.9, 121.9, 122.0]",True
s0457,10.0.0.12,142.250.80.14,"[41.2, 23.5, 97.4, 5.8, 73.0, 57.4]",False
s0458,10.0.0.9,198.51.100.7,"[60.3, 61.1, 59.6, 61.4, 61.6, 54.0, 59.9, 59.5]",True
s0459,10.0.0.25,93.184.216.34,"[3.1, 24.1, 63.4, 12.0, 5.1, 33.8]",False
s0460,192.168.1.45,91.108.4.182,"[58.7, 58.7, 61.3, 60.7, 59.4, 61.6]",True
s0461,10.0.0.42,104.16.85.20,"[8.1, 5.3, 12.1, 10.0, 13.2, 21.7]",False
s0462,192.168.1.45,91.108.4.182,"[302.7, 287.5, 308.0, 291.7, 296.5]",True
s0463,10.0.0.30,151.101.1.140,"[19.2, 2.7, 11.4, 49.7]",False
s0464,10.0.0.9,185.220.101.44,"[61.9, 59.6, 60.4, 59.1, 57.7, 59.0, 57.3, 56.1]",True
s0465,10.0.0.44,151.101.1.140,"[8.4, 53.2, 48.3, 10.4, 36.0, 35.7]",False
s0466,10.0.0.9,185.220.101.44,"[60.6, 61.4, 63.7, 56.6, 59.0, 58.9, 62.8]",True
s0467,10.0.0.39,17.253.144.10,"[11.1, 30.3, 31.4, 19.0, 16.7, 5.3, 8.7]",False
s0468,10.0.0.44,91.108.4.182,"[121.1, 116.6, 126.2, 115.9, 123.3, 116.3]",True
s0469,10.0.0.22,142.250.80.14,"[49.1, 27.1, 64.1, 7.2, 10.5]",False
s0470,10.0.0.44,185.220.101.44,"[124.6, 117.5, 117.5, 123.8, 124.6]",True
s0471,10.0.0.43,142.250.80.14,"[4.0, 64.0, 47.7, 13.6, 26.0]",False
s0472,10.0.0.9,185.220.101.44,"[57.8, 56.1, 61.1, 62.2, 60.0, 60.8, 57.8, 58.3]",True
s0473,10.0.0.20,104.16.85.20,"[16.5, 21.7, 10.8, 91.5, 3.3, 11.8, 58.7]",False
s0474,192.168.1.45,185.220.101.44,"[115.9, 117.0, 122.9, 117.9, 121.4, 123.4]",True
s0475,10.0.0.36,93.184.216.34,"[34.3, 43.1, 21.9, 3.4, 17.4, 57.7]",False
s0476,10.0.0.44,198.51.100.7,"[312.6, 282.5, 289.8, 308.1, 294.1, 309.4, 303.2]",True
s0477,10.0.0.30,104.16.85.20,"[9.3, 15.0, 10.0, 16.3, 3.1, 16.3, 19.0]",False
s0478,10.0.0.9,91.108.4.182,"[109.5, 111.2, 119.5, 120.5, 116.6, 121.1]",True
s0479,10.0.0.47,151.101.1.140,"[10.6, 23.0, 25.4, 25.0, 17.1]",False
s0480,192.168.1.45,91.108.4.182,"[116.7, 118.3, 121.0, 124.4, 115.0, 114.8]",True
s0481,10.0.0.37,93.184.216.34,"[27.4, 26.7, 9.3, 16.5, 17.2, 13.5, 34.2]",False
s0482,10.0.0.9,91.108.4.182,"[60.9, 63.1, 60.3, 66.2, 63.0, 63.7, 62.7, 62.9]",True
s0483,10.0.0.45,93.184.216.34,"[2.0, 14.4, 9.3, 2.3, 12.5, 69.8]",False
s0484,10.0.0.44,185.220.101.44,"[118.4, 117.8, 123.3, 121.0, 121.1]",True
s0485,10.0.0.23,17.253.144.10,"[53.7, 4.5, 3.4, 4.5, 8.1]",False
s0486,10.0.0.9,185.220.101.44,"[300.7, 290.9, 291.6, 303.6, 300.9, 303.1, 305.6, 316.9]",True
s0487,10.0.0.20,104.16.85.20,"[69.4, 4.5, 15.7, 10.1]",False
s0488,10.0.0.44,91.108.4.182,"[311.3, 296.5, 295.1, 279.3, 306.9]",True
s0489,10.0.0.48,198.51.100.25,"[37.2, 40.9, 42.1, 4.5, 10.1]",False
s0490,10.0.0.44,91.108.4.182,"[123.9, 116.6, 124.0, 117.6, 122.6, 120.9]",True
s0491,10.0.0.16,151.101.1.140,"[3.4, 26.0, 107.9, 27.0, 11.1]",False
s0492,10.0.0.44,91.108.4.182,"[118.4, 128.0, 125.0, 125.2, 127.7, 123.1, 112.2]",True
s0493,10.0.0.38,93.184.216.34,"[14.1, 4.7, 66.3, 24.1, 18.3]",False
s0494,10.0.0.44,203.0.113.90,"[117.5, 126.1, 114.1, 122.5, 115.2, 117.6, 109.3]",True
s0495,10.0.0.20,17.253.144.10,"[38.9, 19.1, 5.1, 37.5, 10.3, 38.3, 9.4]",False
s0496,10.0.0.9,91.108.4.182,"[286.2, 299.7, 313.0, 301.5, 278.3]",True
s0497,10.0.0.28,151.101.1.140,"[26.1, 9.9, 2.5, 23.9, 23.6, 24.8]",False
s0498,10.0.0.44,91.108.4.182,"[58.6, 58.0, 63.7, 60.2, 62.0, 59.7]",True
s0499,10.0.0.50,104.16.85.20,"[52.1, 20.3, 7.0, 20.4, 56.4, 4.2]",False
s0500,10.0.0.9,91.108.4.182,"[308.9, 307.0, 293.5, 300.9, 302.3]",True
